seed,verdict,reason,seconds
4973,accept,ok,39
4956,accept,ok,42
5067,reject,Assert_connectivity_failed,4
5069,reject,Assert_connectivity_failed,4
5060,reject,Attacker_not_available
Terminated,7
5062,reject,Attacker_not_available
Terminated,7
5073,reject,Assert_connectivity_failed,4
5082,reject,Assert_connectivity_failed,3
5084,reject,Assert_connectivity_failed,4
5088,reject,Assert_connectivity_failed,3
5089,reject,Assert_connectivity_failed,4
5072,reject,Attacker_not_available
Terminated,8
5003,accept,ok,38
5093,reject,Assert_connectivity_failed,4
4899,accept,ok,57
5002,accept,ok,40
5105,reject,Assert_connectivity_failed,4
5016,accept,ok,34
5005,accept,ok,42
5111,reject,Assert_connectivity_failed,4
5021,accept,ok,36
5012,accept,ok,43
5131,reject,Assert_connectivity_failed,4
5013,accept,ok,42
5113,reject,Attacker_not_available
Terminated,9
5037,accept,ok,32
5137,reject,Assert_connectivity_failed,3
5128,reject,Attacker_not_available
Terminated,7
5135,reject,Attacker_not_available
Terminated,7
5144,reject,Assert_connectivity_failed,4
5150,reject,Assert_connectivity_failed,3
5015,accept,ok,50
5180,reject,Attacker_not_available
Terminated,8
5048,accept,ok,44
5057,accept,ok,41
5056,accept,ok,43
5188,reject,Assert_connectivity_failed,3
5186,reject,Assert_connectivity_failed,5
5194,reject,Assert_connectivity_failed,4
5087,accept,ok,40
5202,reject,Assert_connectivity_failed,3
5074,accept,ok,43
5149,reject,Attacker_not_available
Terminated,26
5078,accept,ok,44
5211,reject,Assert_connectivity_failed,4
5215,reject,Assert_connectivity_failed,4
5065,accept,ok,50
5227,reject,Assert_connectivity_failed,4
5229,reject,Assert_connectivity_failed,4
5103,accept,ok,41
5106,accept,ok,42
5250,reject,Assert_connectivity_failed,3
5248,reject,Assert_connectivity_failed,5
5231,reject,Attacker_not_available
Terminated,7
5136,accept,ok,39
5096,accept,ok,47
5256,reject,Assert_connectivity_failed,4
5145,accept,ok,38
5257,reject,Assert_connectivity_failed,4
5100,accept,ok,49
5260,reject,Assert_connectivity_failed,3
5264,reject,Assert_connectivity_failed,4
5115,accept,ok,47
5123,accept,ok,46
5266,reject,Assert_connectivity_failed,4
5268,reject,Assert_connectivity_failed,4
5269,reject,Assert_connectivity_failed,3
5276,reject,Assert_connectivity_failed,3
5151,accept,ok,39
5174,accept,ok,37
5285,reject,Assert_connectivity_failed,4
5296,reject,Assert_connectivity_failed,2
5291,reject,Assert_connectivity_failed,4
5156,accept,ok,41
5167,accept,ok,42
5295,reject,Assert_connectivity_failed,4
5302,reject,Assert_connectivity_failed,4
5303,reject,Assert_connectivity_failed,5
5306,reject,Assert_connectivity_failed,4
5309,reject,Assert_connectivity_failed,4
5315,reject,Assert_connectivity_failed,4
5322,reject,Assert_connectivity_failed,4
5317,reject,Assert_connectivity_failed,5
5326,reject,Assert_connectivity_failed,4
5327,reject,Assert_connectivity_failed,4
5175,accept,ok,47
5333,reject,Assert_connectivity_failed,3
5330,reject,Assert_connectivity_failed,5
5337,reject,Assert_connectivity_failed,4
5339,reject,Assert_connectivity_failed,4
5338,reject,Attacker_not_available
Terminated,8
5351,reject,Attacker_not_available
Terminated,7
5181,accept,ok,44
5355,reject,Assert_connectivity_failed,4
5210,accept,ok,40
5360,reject,Assert_connectivity_failed,3
5225,accept,ok,40
5361,reject,Assert_connectivity_failed,4
5245,accept,ok,40
5240,accept,ok,42
5241,accept,ok,41
5311,accept,ok,29
5253,accept,ok,42
5374,reject,Assert_connectivity_failed,4
5375,reject,Assert_connectivity_failed,4
5379,reject,Assert_connectivity_failed,5
5390,reject,Assert_connectivity_failed,4
5391,reject,Assert_connectivity_failed,3
5294,accept,ok,38
5281,accept,ok,40
5299,accept,ok,39
5289,accept,ok,42
5397,reject,Attacker_not_available
Terminated,7
5417,reject,Assert_connectivity_failed,4
5300,accept,ok,47
5419,reject,Assert_connectivity_failed,3
5290,accept,ok,49
5324,accept,ok,43
5354,accept,ok,35
5345,accept,ok,39
5373,reject,Attacker_not_available
Terminated,25
5352,accept,ok,38
5328,accept,ok,46
5319,accept,ok,50
5433,reject,Assert_connectivity_failed,4
5356,accept,ok,36
5448,reject,Assert_connectivity_failed,4
5362,accept,ok,37
5449,reject,Assert_connectivity_failed,4
5372,accept,ok,37
5377,accept,ok,36
5455,reject,Attacker_not_available
Terminated,7
5460,reject,Assert_connectivity_failed,4
5461,reject,Assert_connectivity_failed,4
5369,accept,ok,48
5386,accept,ok,42
5394,accept,ok,40
5429,accept,ok,30
5401,accept,ok,40
5443,reject,Attacker_not_available
Terminated,28
5411,accept,ok,42
5483,reject,Assert_connectivity_failed,4
5400,accept,ok,44
5392,accept,ok,45
5427,accept,ok,36
5484,reject,Assert_connectivity_failed,5
5430,accept,ok,38
5493,reject,Assert_connectivity_failed,4
5422,accept,ok,43
5492,reject,Attacker_not_available
Terminated,6
5496,reject,Attacker_not_available
Terminated,7
5441,accept,ok,40
5424,accept,ok,47
5446,accept,ok,40
5436,accept,ok,45
5434,accept,ok,45
5459,accept,ok,35
5451,accept,ok,40
5527,reject,Assert_connectivity_failed,4
5532,reject,Assert_connectivity_failed,3
5538,reject,Assert_connectivity_failed,4
5457,accept,ok,43
5541,reject,Assert_connectivity_failed,4
5531,reject,Attacker_not_available
Terminated,9
5479,accept,ok,30
5546,reject,Assert_connectivity_failed,4
5473,accept,ok,37
5555,reject,Assert_connectivity_failed,5
5485,reject,Attacker_not_available
Terminated,28
5561,reject,Assert_connectivity_failed,3
5464,accept,ok,42
5568,reject,Assert_connectivity_failed,5
5569,reject,Assert_connectivity_failed,4
5570,reject,Assert_connectivity_failed,5
5477,accept,ok,43
5502,accept,ok,30
5574,reject,Assert_connectivity_failed,4
5577,reject,Assert_connectivity_failed,4
5578,reject,Assert_connectivity_failed,4
5487,accept,ok,38
5481,accept,ok,45
5503,accept,ok,36
5501,accept,ok,41
5505,accept,ok,37
5586,reject,Attacker_not_available
Terminated,8
5599,reject,Assert_connectivity_failed,4
5606,reject,Assert_connectivity_failed,4
5602,reject,Attacker_not_available
Terminated,7
5613,reject,Assert_connectivity_failed,3
5509,accept,ok,40
5607,reject,Assert_connectivity_failed,6
5506,accept,ok,42
5516,accept,ok,39
5523,accept,ok,37
5499,accept,ok,49
5617,reject,Assert_connectivity_failed,4
5619,reject,Assert_connectivity_failed,4
5627,reject,Assert_connectivity_failed,4
5628,reject,Assert_connectivity_failed,3
5525,accept,ok,42
5634,reject,Assert_connectivity_failed,5
5642,reject,Assert_connectivity_failed,3
5540,accept,ok,39
5647,reject,Assert_connectivity_failed,4
5559,accept,ok,34
5648,reject,Assert_connectivity_failed,4
5556,accept,ok,36
5657,reject,Assert_connectivity_failed,4
5659,reject,Assert_connectivity_failed,4
5669,reject,Assert_connectivity_failed,4
5674,reject,Assert_connectivity_failed,4
5677,reject,Assert_connectivity_failed,3
5678,reject,Assert_connectivity_failed,3
5566,accept,ok,41
5571,accept,ok,38
5681,reject,Assert_connectivity_failed,4
5560,accept,ok,46
5575,accept,ok,39
5594,accept,ok,34
5688,reject,Assert_connectivity_failed,4
5691,reject,Assert_connectivity_failed,4
5587,accept,ok,42
5598,accept,ok,43
5701,reject,Attacker_not_available
Terminated,7
5705,reject,Assert_connectivity_failed,4
5626,accept,ok,35
5622,accept,ok,35
5592,accept,ok,48
5706,reject,Assert_connectivity_failed,4
5629,accept,ok,35
5618,accept,ok,39
5603,accept,ok,44
5723,reject,Assert_connectivity_failed,3
5720,reject,Attacker_not_available
Terminated,6
5671,reject,Attacker_not_available
Terminated,30
5738,reject,Assert_connectivity_failed,4
5615,accept,ok,44
5739,reject,Assert_connectivity_failed,4
5730,reject,Attacker_not_available
Terminated,7
5750,reject,Assert_connectivity_failed,3
5654,accept,ok,36
5748,reject,Attacker_not_available
Terminated,7
5752,reject,Assert_connectivity_failed,4
5751,reject,Assert_connectivity_failed,4
5630,accept,ok,43
5760,reject,Assert_connectivity_failed,3
5763,reject,Assert_connectivity_failed,3
5675,accept,ok,36
5736,reject,Attacker_not_available
Terminated,11
5772,reject,Assert_connectivity_failed,4
5779,reject,Assert_connectivity_failed,4
5789,reject,Assert_connectivity_failed,5
5666,accept,ok,42
5793,reject,Assert_connectivity_failed,3
5682,accept,ok,35
5679,accept,ok,39
5801,reject,Assert_connectivity_failed,3
5800,reject,Assert_connectivity_failed,4
5803,reject,Assert_connectivity_failed,4
5815,reject,Assert_connectivity_failed,5
5821,reject,Assert_connectivity_failed,4
5822,reject,Attacker_not_available
Terminated,6
5684,accept,ok,44
5698,accept,ok,42
5830,reject,Attacker_not_available
Terminated,7
5699,accept,ok,43
5836,reject,Assert_connectivity_failed,4
5837,reject,Assert_connectivity_failed,4
5687,accept,ok,49
5737,accept,ok,32
5844,reject,Assert_connectivity_failed,5
5728,accept,ok,35
5700,accept,ok,47
5847,reject,Assert_connectivity_failed,4
5726,accept,ok,38
5863,reject,Assert_connectivity_failed,3
5853,reject,Assert_connectivity_failed,3
5861,reject,Assert_connectivity_failed,4
5717,accept,ok,46
5868,reject,Assert_connectivity_failed,4
5875,reject,Assert_connectivity_failed,4
5757,accept,ok,37
5755,accept,ok,40
5880,reject,Assert_connectivity_failed,4
5882,reject,Assert_connectivity_failed,4
5777,accept,ok,38
5883,reject,Assert_connectivity_failed,4
5790,accept,ok,38
5886,reject,Assert_connectivity_failed,3
5773,accept,ok,41
5791,accept,ok,39
5905,reject,Assert_connectivity_failed,4
5903,reject,Assert_connectivity_failed,5
5921,reject,Assert_connectivity_failed,5
5810,accept,ok,38
5923,reject,Assert_connectivity_failed,3
5927,reject,Assert_connectivity_failed,4
5900,reject,Attacker_not_available
Terminated,9
5797,accept,ok,42
5833,accept,ok,35
5794,accept,ok,43
5937,reject,Assert_connectivity_failed,4
5823,accept,ok,39
5838,accept,ok,32
5968,reject,Assert_connectivity_failed,4
5850,reject,Attacker_not_available
Terminated,29
5834,accept,ok,39
5980,reject,Assert_connectivity_failed,4
5981,reject,Assert_connectivity_failed,5
5982,reject,Assert_connectivity_failed,4
5848,accept,ok,34
5866,reject,Attacker_not_available
Terminated,32
6001,reject,Assert_connectivity_failed,5
6002,reject,Assert_connectivity_failed,5
5987,reject,Attacker_not_available
Terminated,8
6004,reject,Assert_connectivity_failed,4
5869,accept,ok,39
5865,accept,ok,41
6007,reject,Assert_connectivity_failed,5
5846,accept,ok,49
6019,reject,Assert_connectivity_failed,4
6013,reject,Assert_connectivity_failed,4
5877,accept,ok,40
5965,reject,Attacker_not_available
Terminated,26
5930,reject,Attacker_not_available
Terminated,33
6025,reject,Assert_connectivity_failed,4
5895,accept,ok,40
5959,accept,ok,31
6022,reject,Attacker_not_available
Terminated,7
6038,reject,Assert_connectivity_failed,4
6029,reject,Attacker_not_available
Terminated,8
5954,accept,ok,34
6055,reject,Assert_connectivity_failed,4
5969,accept,ok,34
5932,accept,ok,40
5962,accept,ok,36
5950,accept,ok,39
6075,reject,Assert_connectivity_failed,4
6072,reject,Assert_connectivity_failed,5
6060,reject,Attacker_not_available
Terminated,8
5944,accept,ok,43
5935,accept,ok,43
6087,reject,Assert_connectivity_failed,4
5920,accept,ok,49
6096,reject,Assert_connectivity_failed,4
6099,reject,Assert_connectivity_failed,3
6102,reject,Assert_connectivity_failed,3
6104,reject,Assert_connectivity_failed,4
5992,accept,ok,37
5994,accept,ok,35
6110,reject,Assert_connectivity_failed,4
6113,reject,Assert_connectivity_failed,3
6005,reject,Attacker_not_available
Terminated,33
6120,reject,Assert_connectivity_failed,4
6121,reject,Assert_connectivity_failed,4
6006,accept,ok,35
6008,accept,ok,36
6134,reject,Assert_connectivity_failed,3
6047,reject,Attacker_not_available
Terminated,25
6143,reject,Attacker_not_available
Terminated,6
6145,reject,Assert_connectivity_failed,4
6015,accept,ok,37
6036,accept,ok,36
6049,accept,ok,34
6157,reject,Assert_connectivity_failed,3
6027,accept,ok,41
6069,reject,Attacker_not_available
Terminated,33
6162,reject,Assert_connectivity_failed,4
6080,accept,ok,33
6046,accept,ok,41
6163,reject,Assert_connectivity_failed,4
6079,accept,ok,37
6171,reject,Assert_connectivity_failed,4
6117,reject,Attacker_not_available
Terminated,28
6083,accept,ok,37
6164,reject,Attacker_not_available
Terminated,7
6181,reject,Assert_connectivity_failed,4
6093,accept,ok,36
6184,reject,Assert_connectivity_failed,3
6183,reject,Assert_connectivity_failed,5
6202,reject,Assert_connectivity_failed,4
6203,reject,Assert_connectivity_failed,3
6112,accept,ok,36
6201,reject,Attacker_not_available
Terminated,7
6204,reject,Assert_connectivity_failed,3
6209,reject,Assert_connectivity_failed,3
6124,accept,ok,36
6200,reject,Attacker_not_available
Terminated,9
6131,accept,ok,35
6101,accept,ok,43
6212,reject,Assert_connectivity_failed,4
6107,accept,ok,42
6222,reject,Assert_connectivity_failed,4
6214,reject,Assert_connectivity_failed,5
6227,reject,Assert_connectivity_failed,4
6236,reject,Assert_connectivity_failed,4
6237,reject,Assert_connectivity_failed,4
6244,reject,Assert_connectivity_failed,5
6130,accept,ok,42
6259,reject,Assert_connectivity_failed,5
6269,reject,Assert_connectivity_failed,4
6144,accept,ok,39
6140,accept,ok,45
6263,reject,Attacker_not_available
Terminated,7
6278,reject,Assert_connectivity_failed,4
6147,accept,ok,41
6288,reject,Assert_connectivity_failed,3
6149,accept,ok,43
6287,reject,Attacker_not_available
Terminated,7
6293,reject,Assert_connectivity_failed,4
6295,reject,Assert_connectivity_failed,3
6154,accept,ok,45
6292,reject,Attacker_not_available
Terminated,7
6148,accept,ok,47
6306,reject,Assert_connectivity_failed,3
6296,reject,Assert_connectivity_failed,4
6223,reject,Attacker_not_available
Terminated,24
6161,accept,ok,42
6179,accept,ok,38
6317,reject,Assert_connectivity_failed,4
6185,accept,ok,36
6182,accept,ok,40
6321,reject,Assert_connectivity_failed,4
6323,reject,Assert_connectivity_failed,3
6195,accept,ok,38
6331,reject,Assert_connectivity_failed,3
6320,reject,Attacker_not_available
Terminated,8
6335,reject,Assert_connectivity_failed,4
6334,reject,Assert_connectivity_failed,4
6337,reject,Assert_connectivity_failed,3
6342,reject,Assert_connectivity_failed,4
6349,reject,Assert_connectivity_failed,3
6248,accept,ok,35
6210,accept,ok,42
6367,reject,Assert_connectivity_failed,3
6347,reject,Attacker_not_available
Terminated,7
6246,accept,ok,41
6370,reject,Assert_connectivity_failed,4
6257,accept,ok,39
6224,accept,ok,43
6273,accept,ok,34
6270,accept,ok,37
6379,reject,Assert_connectivity_failed,3
6382,reject,Assert_connectivity_failed,4
6272,accept,ok,40
6375,reject,Attacker_not_available
Terminated,8
6390,reject,Assert_connectivity_failed,5
6285,accept,ok,41
6394,reject,Assert_connectivity_failed,4
6289,accept,ok,38
6398,reject,Assert_connectivity_failed,3
6307,accept,ok,32
6396,reject,Assert_connectivity_failed,5
6330,reject,Attacker_not_available
Terminated,28
6400,reject,Assert_connectivity_failed,4
6413,reject,Assert_connectivity_failed,4
6418,reject,Assert_connectivity_failed,3
6416,reject,Assert_connectivity_failed,5
6438,reject,Assert_connectivity_failed,3
6303,accept,ok,39
6426,reject,Attacker_not_available
Terminated,8
6332,accept,ok,37
6333,accept,ok,38
6305,accept,ok,45
6322,accept,ok,42
6318,accept,ok,44
6462,reject,Assert_connectivity_failed,5
6456,reject,Attacker_not_available
Terminated,7
6371,accept,ok,34
6457,reject,Attacker_not_available
Terminated,8
6376,accept,ok,32
6350,accept,ok,43
6428,reject,Attacker_not_available
Terminated,25
6385,accept,ok,37
6481,reject,Assert_connectivity_failed,4
6358,accept,ok,47
6372,accept,ok,44
6503,reject,Assert_connectivity_failed,4
6504,reject,Assert_connectivity_failed,4
6387,accept,ok,46
6388,accept,ok,47
6401,accept,ok,43
6431,accept,ok,39
6444,accept,ok,39
6515,reject,Assert_connectivity_failed,5
6519,reject,Assert_connectivity_failed,4
6445,accept,ok,41
6447,accept,ok,39
6403,accept,ok,48
6449,accept,ok,40
6534,reject,Assert_connectivity_failed,3
6451,accept,ok,41
6536,reject,Assert_connectivity_failed,4
6524,reject,Attacker_not_available
Terminated,7
6541,reject,Assert_connectivity_failed,3
6469,accept,ok,35
6477,reject,Attacker_not_available
Terminated,29
6550,reject,Assert_connectivity_failed,4
6565,reject,Assert_connectivity_failed,4
6468,accept,ok,41
6470,accept,ok,39
6472,accept,ok,41
6571,reject,Attacker_not_available
Terminated,8
6505,reject,Attacker_not_available
Terminated,27
6585,reject,Assert_connectivity_failed,3
6586,reject,Assert_connectivity_failed,4
6496,accept,ok,35
6474,accept,ok,45
6476,accept,ok,46
6589,reject,Attacker_not_available
Terminated,6
6591,reject,Assert_connectivity_failed,4
6595,reject,Assert_connectivity_failed,3
6592,reject,Assert_connectivity_failed,4
6492,accept,ok,42
6601,reject,Assert_connectivity_failed,4
6613,reject,Assert_connectivity_failed,4
6506,accept,ok,37
6507,accept,ok,37
6622,reject,Assert_connectivity_failed,4
6623,reject,Assert_connectivity_failed,3
6608,reject,Attacker_not_available
Terminated,9
6543,reject,Attacker_not_available
Terminated,31
6635,reject,Assert_connectivity_failed,3
6643,reject,Assert_connectivity_failed,4
6572,accept,ok,26
6644,reject,Assert_connectivity_failed,4
6637,reject,Attacker_not_available
Terminated,8
6516,accept,ok,42
6649,reject,Assert_connectivity_failed,4
6646,reject,Assert_connectivity_failed,4
6480,accept,ok,60
6556,accept,ok,36
6651,reject,Assert_connectivity_failed,3
6567,accept,ok,37
6528,accept,ok,44
6654,reject,Assert_connectivity_failed,3
6563,accept,ok,40
6659,reject,Assert_connectivity_failed,4
6568,accept,ok,39
6661,reject,Assert_connectivity_failed,4
6664,reject,Assert_connectivity_failed,4
6569,accept,ok,39
6551,accept,ok,42
6547,accept,ok,46
6668,reject,Assert_connectivity_failed,3
6670,reject,Assert_connectivity_failed,3
6669,reject,Assert_connectivity_failed,3
6581,accept,ok,38
6673,reject,Assert_connectivity_failed,4
6684,reject,Assert_connectivity_failed,5
6590,accept,ok,39
6695,reject,Attacker_not_available
Terminated,8
6694,reject,Attacker_not_available
Terminated,9
6706,reject,Assert_connectivity_failed,3
6655,reject,Attacker_not_available
Terminated,25
6631,accept,ok,38
6621,accept,ok,44
6610,accept,ok,46
6690,reject,Attacker_not_available
Terminated,23
6716,reject,Assert_connectivity_failed,3
6641,accept,ok,41
6628,accept,ok,44
6650,accept,ok,36
6648,accept,ok,39
6723,reject,Assert_connectivity_failed,5
6717,reject,Attacker_not_available
Terminated,8
6730,reject,Assert_connectivity_failed,3
6658,accept,ok,42
6737,reject,Assert_connectivity_failed,3
6689,accept,ok,35
6671,accept,ok,39
6645,accept,ok,52
6698,accept,ok,33
6662,accept,ok,44
6745,reject,Assert_connectivity_failed,4
6665,accept,ok,44
6682,accept,ok,41
6685,accept,ok,40
6769,reject,Assert_connectivity_failed,4
6687,accept,ok,42
6773,reject,Assert_connectivity_failed,4
6752,reject,Attacker_not_available
Terminated,7
6770,reject,Assert_connectivity_failed,4
6791,reject,Assert_connectivity_failed,5
6776,reject,Attacker_not_available
Terminated,6
6785,reject,Attacker_not_available
Terminated,6
6802,reject,Assert_connectivity_failed,4
6718,reject,Attacker_not_available
Terminated,24
6797,reject,Attacker_not_available
Terminated,6
6702,accept,ok,39
6705,accept,ok,38
6809,reject,Assert_connectivity_failed,4
6820,reject,Assert_connectivity_failed,3
6821,reject,Assert_connectivity_failed,4
6824,reject,Assert_connectivity_failed,4
6715,accept,ok,33
6826,reject,Assert_connectivity_failed,3
6813,reject,Attacker_not_available
Terminated,7
6828,reject,Assert_connectivity_failed,4
6709,accept,ok,41
6830,reject,Assert_connectivity_failed,4
6838,reject,Assert_connectivity_failed,3
6831,reject,Assert_connectivity_failed,4
6825,reject,Attacker_not_available
Terminated,8
6835,reject,Assert_connectivity_failed,4
6834,reject,Assert_connectivity_failed,5
6844,reject,Assert_connectivity_failed,3
6842,reject,Assert_connectivity_failed,5
6722,accept,ok,36
6712,accept,ok,43
6847,reject,Assert_connectivity_failed,4
6853,reject,Assert_connectivity_failed,3
6725,accept,ok,38
6861,reject,Assert_connectivity_failed,3
6855,reject,Assert_connectivity_failed,4
6758,reject,Attacker_not_available
Terminated,28
6728,accept,ok,37
6879,reject,Assert_connectivity_failed,3
6886,reject,Assert_connectivity_failed,4
6863,reject,Attacker_not_available
Terminated,7
6894,reject,Assert_connectivity_failed,4
6735,accept,ok,39
6897,reject,Assert_connectivity_failed,4
6899,reject,Assert_connectivity_failed,4
6901,reject,Assert_connectivity_failed,3
6808,reject,Attacker_not_available
Terminated,29
6898,reject,Attacker_not_available
Terminated,7
6916,reject,Assert_connectivity_failed,3
6780,accept,ok,36
6910,reject,Assert_connectivity_failed,4
6741,accept,ok,41
6914,reject,Assert_connectivity_failed,4
6754,accept,ok,40
6727,accept,ok,52
6923,reject,Assert_connectivity_failed,3
6939,reject,Assert_connectivity_failed,4
6846,reject,Attacker_not_available
Terminated,24
6920,reject,Assert_connectivity_failed,5
6924,reject,Assert_connectivity_failed,4
6917,reject,Attacker_not_available
Terminated,7
6959,reject,Assert_connectivity_failed,4
6962,reject,Assert_connectivity_failed,3
6964,reject,Assert_connectivity_failed,4
6876,reject,Attacker_not_available
Terminated,23
6974,reject,Assert_connectivity_failed,4
6818,accept,ok,39
6804,accept,ok,45
6978,reject,Assert_connectivity_failed,5
6984,reject,Assert_connectivity_failed,4
6992,reject,Assert_connectivity_failed,4
6810,accept,ok,46
6993,reject,Assert_connectivity_failed,4
6991,reject,Assert_connectivity_failed,5
6849,accept,ok,38
6994,reject,Assert_connectivity_failed,3
6848,accept,ok,38
7007,reject,Assert_connectivity_failed,3
6859,accept,ok,37
7017,reject,Assert_connectivity_failed,3
7015,reject,Assert_connectivity_failed,4
6850,accept,ok,43
6890,accept,ok,36
6892,accept,ok,36
7019,reject,Assert_connectivity_failed,4
7026,reject,Assert_connectivity_failed,3
6873,accept,ok,42
7023,reject,Attacker_not_available
Terminated,7
7039,reject,Assert_connectivity_failed,4
6903,accept,ok,38
7036,reject,Attacker_not_available
Terminated,8
7048,reject,Assert_connectivity_failed,4
7051,reject,Assert_connectivity_failed,4
6949,accept,ok,35
6908,accept,ok,45
7054,reject,Attacker_not_available
Terminated,7
6981,accept,ok,35
7064,reject,Attacker_not_available
Terminated,6
6941,accept,ok,43
6973,accept,ok,41
6987,accept,ok,36
6930,accept,ok,46
7065,reject,Attacker_not_available
Terminated,8
6969,accept,ok,43
6985,accept,ok,38
7070,reject,Assert_connectivity_failed,5
7082,reject,Assert_connectivity_failed,3
7027,reject,Attacker_not_available
Terminated,27
6975,accept,ok,46
7034,reject,Attacker_not_available
Terminated,28
7008,accept,ok,36
7094,reject,Assert_connectivity_failed,4
7091,reject,Assert_connectivity_failed,4
7032,accept,ok,33
7003,accept,ok,42
7088,reject,Attacker_not_available
Terminated,7
7096,reject,Assert_connectivity_failed,4
7000,accept,ok,45
7102,reject,Assert_connectivity_failed,5
7043,accept,ok,35
7018,accept,ok,43
7113,reject,Assert_connectivity_failed,4
7105,reject,Attacker_not_available
Terminated,7
7112,reject,Attacker_not_available
Terminated,8
7117,reject,Assert_connectivity_failed,5
7124,reject,Assert_connectivity_failed,4
7128,reject,Assert_connectivity_failed,4
7046,accept,ok,38
7139,reject,Assert_connectivity_failed,4
7144,reject,Assert_connectivity_failed,4
7149,reject,Assert_connectivity_failed,4
7151,reject,Assert_connectivity_failed,4
7066,accept,ok,32
7155,reject,Assert_connectivity_failed,3
7141,reject,Attacker_not_available
Terminated,7
7055,accept,ok,40
7069,accept,ok,31
7166,reject,Assert_connectivity_failed,5
7168,reject,Assert_connectivity_failed,3
7154,reject,Attacker_not_available
Terminated,8
7180,reject,Assert_connectivity_failed,3
7056,accept,ok,42
7176,reject,Attacker_not_available
Terminated,6
7189,reject,Assert_connectivity_failed,5
7077,accept,ok,36
7078,accept,ok,37
7072,accept,ok,41
7083,accept,ok,39
7202,reject,Assert_connectivity_failed,4
7087,accept,ok,37
7073,accept,ok,43
7205,reject,Assert_connectivity_failed,3
7207,reject,Assert_connectivity_failed,3
7086,accept,ok,42
7211,reject,Assert_connectivity_failed,4
7212,reject,Assert_connectivity_failed,4
7081,accept,ok,44
7213,reject,Assert_connectivity_failed,4
7221,reject,Assert_connectivity_failed,3
7217,reject,Assert_connectivity_failed,5
7223,reject,Assert_connectivity_failed,4
7229,reject,Assert_connectivity_failed,4
7095,accept,ok,42
7097,accept,ok,40
7120,accept,ok,37
7186,reject,Attacker_not_available
Terminated,26
7237,reject,Attacker_not_available
Terminated,7
7131,accept,ok,39
7249,reject,Assert_connectivity_failed,4
7253,reject,Assert_connectivity_failed,4
7167,accept,ok,39
7182,accept,ok,37
7171,accept,ok,41
7181,accept,ok,41
7184,accept,ok,41
7191,accept,ok,38
7261,reject,Assert_connectivity_failed,5
7163,accept,ok,49
7268,reject,Assert_connectivity_failed,4
7196,accept,ok,39
7269,reject,Assert_connectivity_failed,3
7264,reject,Attacker_not_available
Terminated,7
7222,accept,ok,33
7203,accept,ok,40
7194,accept,ok,47
7270,reject,Attacker_not_available
Terminated,7
7293,reject,Assert_connectivity_failed,4
7294,reject,Assert_connectivity_failed,4
7216,accept,ok,39
7276,reject,Attacker_not_available
Terminated,6
7307,reject,Assert_connectivity_failed,3
7232,accept,ok,37
7312,reject,Assert_connectivity_failed,4
7311,reject,Assert_connectivity_failed,4
7225,accept,ok,41
7233,accept,ok,38
7316,reject,Assert_connectivity_failed,5
7318,reject,Assert_connectivity_failed,5
7241,accept,ok,40
7323,reject,Assert_connectivity_failed,3
7230,accept,ok,48
7326,reject,Assert_connectivity_failed,4
7242,accept,ok,43
7328,reject,Assert_connectivity_failed,3
7332,reject,Assert_connectivity_failed,4
7254,accept,ok,38
7331,reject,Assert_connectivity_failed,4
7251,accept,ok,43
7256,accept,ok,36
7240,accept,ok,50
7255,accept,ok,40
7354,reject,Assert_connectivity_failed,3
7347,reject,Assert_connectivity_failed,4
7355,reject,Assert_connectivity_failed,4
7339,reject,Attacker_not_available
Terminated,7
7357,reject,Assert_connectivity_failed,4
7356,reject,Assert_connectivity_failed,4
7360,reject,Assert_connectivity_failed,4
7365,reject,Assert_connectivity_failed,3
7366,reject,Assert_connectivity_failed,4
7379,reject,Assert_connectivity_failed,3
7381,reject,Assert_connectivity_failed,4
7258,accept,ok,42
7370,reject,Assert_connectivity_failed,5
7287,accept,ok,33
7280,accept,ok,37
7394,reject,Assert_connectivity_failed,5
7266,accept,ok,44
7319,accept,ok,29
7401,reject,Attacker_not_available
Terminated,6
7406,reject,Assert_connectivity_failed,5
7413,reject,Assert_connectivity_failed,3
7411,reject,Assert_connectivity_failed,4
7313,accept,ok,39
7277,accept,ok,45
7431,reject,Assert_connectivity_failed,3
7317,accept,ok,38
7324,accept,ok,34
7310,accept,ok,43
7320,accept,ok,37
7436,reject,Assert_connectivity_failed,4
7422,reject,Attacker_not_available
Terminated,7
7315,accept,ok,43
7306,accept,ok,47
7435,reject,Attacker_not_available
Terminated,7
7439,reject,Assert_connectivity_failed,5
7440,reject,Assert_connectivity_failed,4
7450,reject,Assert_connectivity_failed,4
7456,reject,Assert_connectivity_failed,5
7334,accept,ok,34
7473,reject,Assert_connectivity_failed,3
7364,accept,ok,38
7475,reject,Attacker_not_available
Terminated,8
7368,accept,ok,39
7383,accept,ok,37
7479,reject,Assert_connectivity_failed,3
7392,accept,ok,37
7493,reject,Assert_connectivity_failed,4
7487,reject,Assert_connectivity_failed,5
7387,accept,ok,43
7484,reject,Attacker_not_available
Terminated,8
7390,accept,ok,42
7388,accept,ok,43
7399,accept,ok,42
7507,reject,Assert_connectivity_failed,4
7514,reject,Assert_connectivity_failed,4
7515,reject,Assert_connectivity_failed,4
7423,accept,ok,35
7526,reject,Assert_connectivity_failed,4
7522,reject,Assert_connectivity_failed,5
