K,method,variant,classifier,acc_S_test_mean,acc_S_test_std,auc_S_test_mean,auc_S_test_std,acc_M_test_mean,acc_M_test_std,auc_M_test_mean,auc_M_test_std,acc_SM_mean,acc_SM_std,auc_SM_mean,auc_SM_std,acc_MS_mean,acc_MS_std,auc_MS_mean,auc_MS_std,asymmetry_mean,asymmetry_std,n_features,n_features_passing_threshold
33,perm_xgb,soft,xgboost,0.9031655844155845,0.003202588583572486,0.9574329532231006,0.002586224693700281,0.9125187312687313,0.003494501870115014,0.9624634995998008,0.0020196094000418446,0.6872652347652347,0.010018578361338008,0.8403243141723411,0.009039258126620753,0.8481793206793207,0.0019678521369670327,0.8965623785555105,0.0026561631527321707,0.1609140859140859,0.01017857941524163,33.0,33.0
1,perm_xgb,strict,xgboost,,,,,,,,,,,,,,,,,,,0.0,0.0
2,perm_xgb,strict,xgboost,,,,,,,,,,,,,,,,,,,0.0,0.0
3,perm_xgb,strict,xgboost,0.8418956043956044,0.004017286998664741,0.8940297527148177,0.003511875944990842,0.8463598901098901,0.0032609476189082603,0.8975591450881785,0.0036850119624920723,0.8106605894105894,0.003921428664672636,0.8839199979590839,0.0007070978639835006,0.8016995504495504,0.007537949003821896,0.8951685761166905,0.0006946966594182986,0.010054945054945006,0.006255430486765546,1.0,1.0
4,perm_xgb,strict,xgboost,0.8525162337662338,0.004523255587289219,0.9107881394953697,0.003417271741493431,0.8713536463536464,0.003309990558187101,0.9219119151951943,0.0030771364437719604,0.8208841158841158,0.004860623341335356,0.8801578815789606,0.0017705401725454204,0.8107779720279721,0.010582285458428193,0.9022224519985509,0.0009901708479730924,0.010805444555444504,0.009145014505251783,3.0,3.0
5,perm_xgb,strict,xgboost,0.8525162337662338,0.004523255587289219,0.9107881394953697,0.003417271741493431,0.8713536463536464,0.003309990558187101,0.9219119151951943,0.0030771364437719604,0.8208841158841158,0.004860623341335356,0.8801578815789606,0.0017705401725454204,0.8107779720279721,0.010582285458428193,0.9022224519985509,0.0009901708479730924,0.010805444555444504,0.009145014505251783,3.0,3.0
6,perm_xgb,strict,xgboost,0.8525162337662338,0.004523255587289219,0.9107881394953697,0.003417271741493431,0.8713536463536464,0.003309990558187101,0.9219119151951943,0.0030771364437719604,0.8208841158841158,0.004860623341335356,0.8801578815789606,0.0017705401725454204,0.8107779720279721,0.010582285458428193,0.9022224519985509,0.0009901708479730924,0.010805444555444504,0.009145014505251783,3.0,3.0
7,perm_xgb,strict,xgboost,0.8525162337662338,0.004523255587289219,0.9107881394953697,0.003417271741493431,0.8713536463536464,0.003309990558187101,0.9219119151951943,0.0030771364437719604,0.8208841158841158,0.004860623341335356,0.8801578815789606,0.0017705401725454204,0.8107779720279721,0.010582285458428193,0.9022224519985509,0.0009901708479730924,0.010805444555444504,0.009145014505251783,3.0,3.0
8,perm_xgb,strict,xgboost,0.8525162337662338,0.004523255587289219,0.9107881394953697,0.003417271741493431,0.8713536463536464,0.003309990558187101,0.9219119151951943,0.0030771364437719604,0.8208841158841158,0.004860623341335356,0.8801578815789606,0.0017705401725454204,0.8107779720279721,0.010582285458428193,0.9022224519985509,0.0009901708479730924,0.010805444555444504,0.009145014505251783,3.0,3.0
9,perm_xgb,strict,xgboost,0.877353896103896,0.003865140197435442,0.9335248355540562,0.0027397980250868895,0.8940497002997002,0.0035792001073283656,0.947538595582739,0.0021839391245491624,0.7116283716283716,0.011004276378001027,0.8293519229895978,0.0077005554110369705,0.8392245254745255,0.0018729511633941028,0.8868057916109864,0.002867830418736666,0.1275961538461538,0.011765324039702891,6.0,6.0
10,perm_xgb,strict,xgboost,0.877353896103896,0.003865140197435442,0.9335248355540562,0.0027397980250868895,0.8940497002997002,0.0035792001073283656,0.947538595582739,0.0021839391245491624,0.7116283716283716,0.011004276378001027,0.8293519229895978,0.0077005554110369705,0.8392245254745255,0.0018729511633941028,0.8868057916109864,0.002867830418736666,0.1275961538461538,0.011765324039702891,6.0,6.0
11,perm_xgb,strict,xgboost,0.877353896103896,0.003865140197435442,0.9335248355540562,0.0027397980250868895,0.8940497002997002,0.0035792001073283656,0.947538595582739,0.0021839391245491624,0.7116283716283716,0.011004276378001027,0.8293519229895978,0.0077005554110369705,0.8392245254745255,0.0018729511633941028,0.8868057916109864,0.002867830418736666,0.1275961538461538,0.011765324039702891,6.0,6.0
12,perm_xgb,strict,xgboost,0.877353896103896,0.003865140197435442,0.9335248355540562,0.0027397980250868895,0.8940497002997002,0.0035792001073283656,0.947538595582739,0.0021839391245491624,0.7116283716283716,0.011004276378001027,0.8293519229895978,0.0077005554110369705,0.8392245254745255,0.0018729511633941028,0.8868057916109864,0.002867830418736666,0.1275961538461538,0.011765324039702891,6.0,6.0
13,perm_xgb,strict,xgboost,0.8799762737262737,0.0036217808737144313,0.9383445054570805,0.0025894029468275345,0.898233016983017,0.0033262844384223523,0.9513076381036546,0.0018541764903638861,0.7232504995004996,0.013360277073581733,0.8387360015733517,0.006781377008618274,0.8348276723276724,0.0029430789936717066,0.8768237997641719,0.002628291747168059,0.11157717282717279,0.014659694668874443,7.0,7.0
14,perm_xgb,strict,xgboost,0.8922265234765234,0.003478730517933409,0.9516758497496509,0.002781050588160181,0.9008803696303695,0.0031666112636537093,0.9541593880021078,0.0020211572868936525,0.7044155844155844,0.011104675359773773,0.8202283919876328,0.007115538156080905,0.8420791708291707,0.0013453190542068558,0.8912196874678768,0.00265930090335026,0.1376635864135864,0.010893015852916176,8.0,8.0
15,perm_xgb,strict,xgboost,0.9021978021978022,0.0033499183224743826,0.9564688215131522,0.002581030897664329,0.9088536463536464,0.00268833597497157,0.9591413955674695,0.0020309149280092866,0.7110127372627373,0.011286252123790783,0.8396189798588025,0.00695591264512752,0.8486088911088912,0.0014996205751803895,0.8991837710865559,0.0027050334268131147,0.1375961538461538,0.011495125608720028,11.0,11.0
16,perm_xgb,strict,xgboost,0.9021978021978022,0.0033499183224743826,0.9564688215131522,0.002581030897664329,0.9088536463536464,0.00268833597497157,0.9591413955674695,0.0020309149280092866,0.7110127372627373,0.011286252123790783,0.8396189798588025,0.00695591264512752,0.8486088911088912,0.0014996205751803895,0.8991837710865559,0.0027050334268131147,0.1375961538461538,0.011495125608720028,11.0,11.0
17,perm_xgb,strict,xgboost,0.9021978021978022,0.0033499183224743826,0.9564688215131522,0.002581030897664329,0.9088536463536464,0.00268833597497157,0.9591413955674695,0.0020309149280092866,0.7110127372627373,0.011286252123790783,0.8396189798588025,0.00695591264512752,0.8486088911088912,0.0014996205751803895,0.8991837710865559,0.0027050334268131147,0.1375961538461538,0.011495125608720028,11.0,11.0
18,perm_xgb,strict,xgboost,0.903409090909091,0.0028341571605635615,0.9574896850152845,0.0025346702924182894,0.9097902097902099,0.0032058991572654263,0.9601289257695351,0.002025103478640895,0.7046965534465535,0.012949641968122825,0.8412010419026528,0.007367904953340136,0.8503184315684316,0.0012856649076924524,0.8996826069784362,0.0028823325759057055,0.1456218781218781,0.013085751832191506,13.0,13.0
19,perm_xgb,strict,xgboost,0.9034652847152846,0.0030053369566102593,0.9575941291475758,0.002474434894556218,0.910782967032967,0.0031231857506453364,0.9611188932820426,0.0019890468914990087,0.6803471528471529,0.010273483190117024,0.8243837575386651,0.009482648254320297,0.8505669330669331,0.0016948205709549514,0.900472653595156,0.0028978385325662626,0.17021978021978018,0.010479109713696455,14.0,14.0
20,perm_xgb,strict,xgboost,0.903459040959041,0.0031022041626197296,0.957666891362883,0.002433780347552638,0.9105519480519482,0.0031752108823880198,0.9611301878690741,0.0020020774802299575,0.6769443056943057,0.009387890113732847,0.8241216727827616,0.009077456456247517,0.8503933566433567,0.0013474062825568265,0.9002086946520013,0.00259596893380617,0.1734490509490509,0.009219557304686335,15.0,15.0
21,perm_xgb,strict,xgboost,0.903459040959041,0.0031022041626197296,0.957666891362883,0.002433780347552638,0.9105519480519482,0.0031752108823880198,0.9611301878690741,0.0020020774802299575,0.6769443056943057,0.009387890113732847,0.8241216727827616,0.009077456456247517,0.8503933566433567,0.0013474062825568265,0.9002086946520013,0.00259596893380617,0.1734490509490509,0.009219557304686335,15.0,15.0
22,perm_xgb,strict,xgboost,0.903459040959041,0.0031022041626197296,0.957666891362883,0.002433780347552638,0.9105519480519482,0.0031752108823880198,0.9611301878690741,0.0020020774802299575,0.6769443056943057,0.009387890113732847,0.8241216727827616,0.009077456456247517,0.8503933566433567,0.0013474062825568265,0.9002086946520013,0.00259596893380617,0.1734490509490509,0.009219557304686335,15.0,15.0
23,perm_xgb,strict,xgboost,0.903459040959041,0.0031022041626197296,0.957666891362883,0.002433780347552638,0.9105519480519482,0.0031752108823880198,0.9611301878690741,0.0020020774802299575,0.6769443056943057,0.009387890113732847,0.8241216727827616,0.009077456456247517,0.8503933566433567,0.0013474062825568265,0.9002086946520013,0.00259596893380617,0.1734490509490509,0.009219557304686335,15.0,15.0
24,perm_xgb,strict,xgboost,0.903459040959041,0.0031022041626197296,0.957666891362883,0.002433780347552638,0.9105519480519482,0.0031752108823880198,0.9611301878690741,0.0020020774802299575,0.6769443056943057,0.009387890113732847,0.8241216727827616,0.009077456456247517,0.8503933566433567,0.0013474062825568265,0.9002086946520013,0.00259596893380617,0.1734490509490509,0.009219557304686335,15.0,15.0
25,perm_xgb,strict,xgboost,0.9037025474525475,0.0028922815042985725,0.9576188078904113,0.0025075193198537916,0.910989010989011,0.0032833522655373536,0.9609674868712705,0.001982899696136686,0.6854408091908092,0.012131118779501637,0.8252053651892564,0.009344577756840614,0.8498576423576424,0.0014296423702354177,0.8984502610276837,0.002578514472065456,0.16441683316683314,0.012025036359158988,18.0,18.0
26,perm_xgb,strict,xgboost,0.9039522977022978,0.0030343627548443716,0.9575028820455269,0.0025257943711518072,0.9110389610389611,0.0033655129510578594,0.9609620415174236,0.0019808985903057084,0.6853571428571429,0.012013704623849882,0.8273635473542441,0.009571423342959231,0.8497290209790209,0.0016771631908067408,0.8982124573104219,0.002854984224201387,0.1643718781218781,0.01208097780497139,19.0,19.0
27,perm_xgb,strict,xgboost,0.9039522977022978,0.0030343627548443716,0.9575028820455269,0.0025257943711518072,0.9110389610389611,0.0033655129510578594,0.9609620415174236,0.0019808985903057084,0.6853571428571429,0.012013704623849882,0.8273635473542441,0.009571423342959231,0.8497290209790209,0.0016771631908067408,0.8982124573104219,0.002854984224201387,0.1643718781218781,0.01208097780497139,19.0,19.0
28,perm_xgb,strict,xgboost,0.9036775724275724,0.0032313664995825904,0.9574916685462389,0.0024925943612934885,0.9109265734265735,0.003695322150524888,0.9606686551460527,0.00206572615541767,0.689512987012987,0.01182958386084333,0.8357049589396617,0.009278817923681133,0.8500936563436564,0.001754491411374618,0.8990878423524528,0.0024687280988989167,0.16058066933066928,0.0120049356150147,21.0,21.0
29,perm_xgb,strict,xgboost,0.9036775724275724,0.0032313664995825904,0.9574916685462389,0.0024925943612934885,0.9109265734265735,0.003695322150524888,0.9606686551460527,0.00206572615541767,0.689512987012987,0.01182958386084333,0.8357049589396617,0.009278817923681133,0.8500936563436564,0.001754491411374618,0.8990878423524528,0.0024687280988989167,0.16058066933066928,0.0120049356150147,21.0,21.0
30,perm_xgb,strict,xgboost,0.9038274225774225,0.0029241710636627315,0.9575543228624521,0.0025482842154426724,0.9120004995004993,0.0035512592324223927,0.9623154021927125,0.002003869369543705,0.68625,0.007890720395856764,0.8369186689309691,0.00931312041798562,0.8478846153846155,0.002259858094528402,0.8966312958395252,0.002994450724574959,0.16163461538461538,0.008569842762664242,23.0,23.0
31,perm_xgb,strict,xgboost,0.9038211788211787,0.0031854044505101003,0.9576082898744612,0.0025856108497412903,0.9115634365634365,0.003709398605833508,0.962305840076507,0.002021767473775651,0.6871128871128871,0.01057685362834066,0.8381272667766799,0.009493614302252483,0.8473963536463536,0.0026322535798602416,0.8963456837243676,0.003326017413362019,0.1602834665334665,0.010661876897058222,27.0,27.0
32,perm_xgb,strict,xgboost,0.9033903596403597,0.003161527230642799,0.9575213014383219,0.002545920288599742,0.9124687812187812,0.0035734629004507824,0.9626310066057819,0.002007317538397555,0.6889223276723276,0.010805250902967729,0.8410382862641853,0.009254420422574077,0.8487037962037963,0.002233876762153912,0.8973635207200392,0.0025653014210613037,0.15978146853146852,0.010796156025811864,29.0,29.0
33,perm_xgb,strict,xgboost,0.9031655844155845,0.003202588583572486,0.9574329532231006,0.002586224693700281,0.9125187312687313,0.003494501870115014,0.9624634995998008,0.0020196094000418446,0.6872652347652347,0.010018578361338008,0.8403243141723411,0.009039258126620753,0.8481793206793207,0.0019678521369670327,0.8965623785555105,0.0026561631527321707,0.1609140859140859,0.01017857941524163,33.0,33.0
1,perm_catboost,soft,xgboost,0.8418956043956044,0.004017286998664741,0.8940297527148177,0.003511875944990842,0.8463598901098901,0.0032609476189082603,0.8975591450881785,0.0036850119624920723,0.8106605894105894,0.003921428664672636,0.8839199979590839,0.0007070978639835006,0.8016995504495504,0.007537949003821896,0.8951685761166905,0.0006946966594182986,0.010054945054945006,0.006255430486765546,1.0,0.0
2,perm_catboost,soft,xgboost,0.8455107392607392,0.003551530774513005,0.8956606408701189,0.003626262799785677,0.8593406593406593,0.0035258154828333096,0.9099904902789518,0.003435388009745589,0.8154745254745255,0.007395774776448644,0.8920842027602767,0.0007684079812690708,0.7949825174825175,0.010108175496830416,0.8915785867479175,0.0005030783572793489,0.021153846153846127,0.013595483819119937,2.0,0.0
3,perm_catboost,soft,xgboost,0.8525162337662338,0.004523255587289219,0.9107881394953697,0.003417271741493431,0.8713536463536464,0.003309990558187101,0.9219119151951943,0.0030771364437719604,0.8208841158841158,0.004860623341335356,0.8801578815789606,0.0017705401725454204,0.8107779720279721,0.010582285458428193,0.9022224519985509,0.0009901708479730924,0.010805444555444504,0.009145014505251783,3.0,1.0
4,perm_catboost,soft,xgboost,0.8736201298701299,0.003575529355432907,0.9416938440555448,0.0026231146240795456,0.8728334165834166,0.003218387078572992,0.923586083933549,0.0028809587193391085,0.8131868131868132,0.004397426358344858,0.8526939922589897,0.004322372931790803,0.8247964535464536,0.006527448908522992,0.9118287040756445,0.0012776007475513336,0.01194180819180814,0.005940775893390344,4.0,1.0
5,perm_catboost,soft,xgboost,0.896284965034965,0.0033985346908519953,0.9524257336070523,0.002541715573515202,0.8750686813186814,0.002631118397626654,0.9261974492166175,0.002689016875087472,0.6802485014985015,0.011554077504107774,0.8163040912010068,0.003638989018267889,0.8204720279720279,0.007158751500298988,0.9157258701588123,0.0009482105564355305,0.1402235264735264,0.01583151691437316,5.0,3.0
6,perm_catboost,soft,xgboost,0.8995442057942059,0.0034942670000933373,0.9546825754789665,0.0024299863236802235,0.8779220779220779,0.003284301998649692,0.9307502016589805,0.00285383365672625,0.6952922077922078,0.014010194680050696,0.8169071529743983,0.005014755715512572,0.8290659340659341,0.006099692423953797,0.9134333563539357,0.0016810114326317686,0.13377372627372622,0.01682159020669699,6.0,3.0
7,perm_catboost,soft,xgboost,0.8990821678321679,0.0037357835617833584,0.9546171033636692,0.0025108942359411937,0.8933066933066932,0.0030858906899576535,0.9451565745069116,0.0023245273957142425,0.7055769230769231,0.01564635530644266,0.8337067628924523,0.005878567924425586,0.8398039460539459,0.00196534772438287,0.8894190539106248,0.0029861462051390866,0.13422702297702294,0.015620999889195105,7.0,3.0
8,perm_catboost,soft,xgboost,0.9,0.003327302083672594,0.9548916009689611,0.0025086330214045757,0.8966283716283716,0.0027836378551788867,0.950693697848106,0.0023983709722597106,0.6994105894105894,0.011614991858040385,0.8249302471379769,0.006874355204946196,0.8448214285714286,0.0015806245944788929,0.8969815748686878,0.0030980088848999512,0.1454108391608391,0.011654248256479269,8.0,3.0
9,perm_catboost,soft,xgboost,0.8994505494505495,0.0035191051409215837,0.9546033293629448,0.00256513058688273,0.897209040959041,0.002777638779767339,0.9505616246266222,0.0023184691162917927,0.7006980519480519,0.01251563024792323,0.828099126585203,0.007418017286022828,0.8447652347652348,0.0018610455684708806,0.8969605160074691,0.003139174341157043,0.14406718281718278,0.0125419274879287,9.0,3.0
10,perm_catboost,soft,xgboost,0.8999188311688313,0.0036179718487890323,0.9547404019556867,0.00251090465340595,0.9003184315684315,0.0028787996563280085,0.9535142164903029,0.002253022433237857,0.6685576923076924,0.009706562603756262,0.807667723510256,0.008220823036156188,0.846637112887113,0.0019211601632123042,0.8981172798854493,0.0034211630663998826,0.17807942057942056,0.009597948085604477,10.0,4.0
11,perm_catboost,soft,xgboost,0.8996565934065934,0.003036039250771028,0.9553221394614377,0.0024317355410263856,0.9048326673326674,0.0031303843313966614,0.9574764068972985,0.0023099051088185966,0.6681618381618382,0.0073922459031445665,0.8176084713862561,0.007758301714010142,0.8491658341658341,0.0015642380617530327,0.9001054463144248,0.0034362595807250935,0.18100399600399594,0.007605236234803337,11.0,4.0
12,perm_catboost,soft,xgboost,0.9005182317682318,0.003129171511020807,0.9561002730411448,0.002327402063454237,0.9049325674325674,0.0028998834904094503,0.9573860860667803,0.0022214252596170114,0.666003996003996,0.007701292941409982,0.8161264779176868,0.008522775417914777,0.8492582417582417,0.0017592232328201634,0.9002298779517186,0.0030302453605350567,0.1832542457542457,0.007868893649292752,12.0,5.0
13,perm_catboost,soft,xgboost,0.9028846153846153,0.002953445724318793,0.9574580108951987,0.002372866193709991,0.908297952047952,0.0033508185722950405,0.9597913341029599,0.0019363756177035582,0.6681443556443557,0.008920950195806823,0.809351136563237,0.009549437361838298,0.8482554945054945,0.0014325138946686248,0.8976816100981935,0.0025848109998699194,0.18011113886113886,0.008935411064870584,13.0,6.0
14,perm_catboost,soft,xgboost,0.9034652847152846,0.002946037674422122,0.9578012740256746,0.0023965804706013124,0.910708041958042,0.003459567658020335,0.9611274885828458,0.001969879184636627,0.6783728771228772,0.0103585172116983,0.8237250727544184,0.00890726165254115,0.850201048951049,0.0013263268014467795,0.8998835591231945,0.002643919485143319,0.1718281718281718,0.010058652653587193,14.0,6.0
15,perm_catboost,soft,xgboost,0.9036775724275724,0.0029737106312251304,0.9578913328804063,0.0024083055017168186,0.9105332167832169,0.003693183832116992,0.9610690929325421,0.0019428942199375622,0.6778134365634365,0.00930146365203387,0.8232307535745973,0.009578309239540382,0.85003996003996,0.0017716320237511527,0.8997775068338255,0.0027915186898683497,0.17222652347652345,0.009298767467764642,15.0,7.0
16,perm_catboost,soft,xgboost,0.9035402097902099,0.003087771789715357,0.9579696807937317,0.0024014968629141225,0.9110077422577423,0.0038583393153476257,0.9612868057267407,0.0020050125367130894,0.6863074425574426,0.012165075545577764,0.8347889364631372,0.008317810015740367,0.8510214785214785,0.0014854068838388295,0.9008799466018497,0.0026374095602945337,0.16471403596403592,0.011822928183756836,16.0,7.0
17,perm_catboost,soft,xgboost,0.9032280219780219,0.002979280492777,0.9578617873135855,0.0023874516362393846,0.9112574925074926,0.0038474755626590126,0.9613042271165397,0.001950682496619378,0.6835901598401598,0.011268054768666397,0.8342716249784182,0.008944580122173536,0.8509502997002997,0.0017422789930585515,0.9008777751968312,0.0027108516418065526,0.1673601398601398,0.01103764618826387,17.0,7.0
18,perm_catboost,soft,xgboost,0.9034403096903096,0.0030339840630385926,0.9579302191315179,0.002403798968526263,0.9111638361638361,0.0036387650104046645,0.9613256795028148,0.002022782652546568,0.6878971028971029,0.011429415005431015,0.8345342489054403,0.00935451318111559,0.850889110889111,0.0016299538746409675,0.9006254721177923,0.002457200177943351,0.16299200799200797,0.01133063730666607,18.0,9.0
19,perm_catboost,soft,xgboost,0.9032654845154845,0.0030246098996942455,0.9577062828530112,0.0024158457622189215,0.9108266733266733,0.003288672229565491,0.9611115127380112,0.002014333379958694,0.6854632867132867,0.010403796008383197,0.8386518808364463,0.008903926414751864,0.8506718281718282,0.0017216261714535438,0.900332511269949,0.0025792375603236983,0.1652085414585414,0.010345619718776,19.0,10.0
20,perm_catboost,soft,xgboost,0.9037774725274726,0.0031610599197046253,0.9577402180736346,0.00236712438081792,0.9108953546453546,0.003483681459981453,0.9610241095068768,0.001986350263517001,0.6958491508491509,0.012688770946242515,0.8407567698909482,0.008862780545945564,0.8508553946053945,0.0020862251519885764,0.900576589931048,0.002920185672151095,0.15500624375624372,0.013150489312389373,20.0,11.0
21,perm_catboost,soft,xgboost,0.9033216783216783,0.0031045050010510447,0.9576750328841988,0.0024345705908463727,0.910683066933067,0.003713218833488556,0.9610521393566474,0.002001755354098436,0.6926386113886114,0.010531969341143912,0.8409145113128631,0.008106118954872068,0.8505894105894105,0.0017763879523302528,0.9002847316270144,0.0029192226251730327,0.15795079920079919,0.010732341544134862,21.0,11.0
22,perm_catboost,soft,xgboost,0.9034652847152846,0.003034687310208763,0.9577287176484853,0.002462167240880918,0.9108766233766235,0.003408572061252062,0.9610165932968131,0.00200670972020014,0.6939697802197802,0.011959650063952679,0.8398891771315597,0.008766306311432676,0.8505956543456543,0.0018635994269104116,0.9002873742141974,0.0028088540935655823,0.1566258741258741,0.01175565892765983,22.0,14.0
23,perm_catboost,soft,xgboost,0.9031093906093905,0.0031085471721819615,0.957698495310883,0.0024705497624493717,0.9114697802197803,0.0034808532125135223,0.9614692687432449,0.0020471244167277634,0.6936925574425574,0.012211894667776769,0.8418830643008339,0.008845233356029927,0.8507105394605394,0.0015654354504190426,0.9004665901655786,0.002609436536078969,0.15701798201798198,0.011965642303578716,23.0,16.0
24,perm_catboost,soft,xgboost,0.9036900599400599,0.0031502405305701567,0.9576731912567951,0.0024125527846425706,0.9116133866133866,0.0036236668979872312,0.9614621876001122,0.0020140547465187864,0.696707042957043,0.012724310570664032,0.84106341267374,0.008896313964092517,0.8510252247752248,0.0013888845408573313,0.9006199482959598,0.00255961528354394,0.15431818181818177,0.012770639919329562,24.0,17.0
25,perm_catboost,soft,xgboost,0.9032904595404595,0.0029834098007284547,0.9577278942960137,0.0024982779757870086,0.9119443056943057,0.003967409415009866,0.9626546031391185,0.002053010401921045,0.6948464035964036,0.012271950587093653,0.8425971055667609,0.008926955551886124,0.8489185814185815,0.002300916227362518,0.8979149131338193,0.0028573311353751215,0.1540721778221778,0.012928537546630035,25.0,19.0
26,perm_catboost,soft,xgboost,0.9034777722277723,0.002962428676708016,0.9575602750146956,0.002554713052896955,0.912194055944056,0.0037263247807672534,0.9626831538217028,0.0020146290960306934,0.6918106893106893,0.010609749608470553,0.8409755788043126,0.008854438049147515,0.8490384615384615,0.0019360753172949089,0.8972487305401892,0.0024048531019393573,0.1572277722277722,0.010558557324636142,26.0,20.0
27,perm_catboost,soft,xgboost,0.9033778721278722,0.0032558092306559094,0.9575338856323496,0.002561834035974138,0.9122127872127871,0.003516398746761587,0.9627292927477118,0.0020039120695234318,0.6911438561438562,0.01046083890950056,0.8413629433129308,0.009262200972292457,0.8487425074925075,0.0016907513296197834,0.897318364078479,0.00248052644599126,0.1575986513486513,0.010424602680843371,27.0,20.0
28,perm_catboost,soft,xgboost,0.9032280219780221,0.003120293777479566,0.9575490318871938,0.002548249829382854,0.9124250749250749,0.0037247441457818058,0.9626863100061775,0.002053542035534828,0.6907717282717283,0.012729421155406997,0.8421635600288822,0.008223886514505575,0.8486500999000999,0.001996711341771289,0.8972568120565748,0.0025559991736206523,0.1578783716283716,0.011973753709775582,28.0,20.0
29,perm_catboost,soft,xgboost,0.9030594405594405,0.0032882229880868267,0.957373475363298,0.002587065580056889,0.9123126873126873,0.0033667808030339156,0.9625102872277573,0.002030239912423728,0.6888361638361638,0.011763349790798735,0.8412697409982626,0.00840790387627882,0.8481193806193806,0.0016647231920937041,0.8966981869903323,0.002450034157768718,0.15928321678321675,0.011652868519455567,29.0,21.0
30,perm_catboost,soft,xgboost,0.9034340659340658,0.003154204576696712,0.9573484270474781,0.00253054142190393,0.9125437062937063,0.0034376251219008186,0.9624786318202277,0.0020578723046278434,0.6864073426573427,0.009231463980769676,0.8411803499322854,0.008906290385982419,0.8481555944055945,0.00207770080144848,0.8962820075778367,0.002382697438105992,0.1617482517482517,0.009110267596686546,30.0,22.0
31,perm_catboost,soft,xgboost,0.9033966033966034,0.0031677838415425917,0.9573335443278002,0.0025470088712757468,0.9125187312687313,0.003494501870115014,0.9624634995998008,0.0020196094000418446,0.6849725274725275,0.00830490232916002,0.8406305969879272,0.009098964467614138,0.8481793206793207,0.0019678521369670327,0.8965623785555105,0.0026561631527321707,0.16320679320679318,0.00803896766768894,31.0,25.0
32,perm_catboost,soft,xgboost,0.903402847152847,0.003184599185910937,0.9573796068442049,0.002612962969917294,0.9125187312687313,0.003494501870115014,0.9624634995998008,0.0020196094000418446,0.6875462037962038,0.00996352526344139,0.8402372229418933,0.00829775411943812,0.8481793206793207,0.0019678521369670327,0.8965623785555105,0.0026561631527321707,0.16063311688311682,0.009635440597273849,32.0,30.0
33,perm_catboost,soft,xgboost,0.9031655844155845,0.003202588583572486,0.9574329532231006,0.002586224693700281,0.9125187312687313,0.003494501870115014,0.9624634995998008,0.0020196094000418446,0.6872652347652347,0.010018578361338008,0.8403243141723411,0.009039258126620753,0.8481793206793207,0.0019678521369670327,0.8965623785555105,0.0026561631527321707,0.1609140859140859,0.01017857941524163,33.0,33.0
1,perm_catboost,strict,xgboost,,,,,,,,,,,,,,,,,,,0.0,0.0
2,perm_catboost,strict,xgboost,,,,,,,,,,,,,,,,,,,0.0,0.0
3,perm_catboost,strict,xgboost,0.8418956043956044,0.004017286998664741,0.8940297527148177,0.003511875944990842,0.8463598901098901,0.0032609476189082603,0.8975591450881785,0.0036850119624920723,0.8106605894105894,0.003921428664672636,0.8839199979590839,0.0007070978639835006,0.8016995504495504,0.007537949003821896,0.8951685761166905,0.0006946966594182986,0.010054945054945006,0.006255430486765546,1.0,1.0
4,perm_catboost,strict,xgboost,0.8418956043956044,0.004017286998664741,0.8940297527148177,0.003511875944990842,0.8463598901098901,0.0032609476189082603,0.8975591450881785,0.0036850119624920723,0.8106605894105894,0.003921428664672636,0.8839199979590839,0.0007070978639835006,0.8016995504495504,0.007537949003821896,0.8951685761166905,0.0006946966594182986,0.010054945054945006,0.006255430486765546,1.0,1.0
5,perm_catboost,strict,xgboost,0.8525162337662338,0.004523255587289219,0.9107881394953697,0.003417271741493431,0.8713536463536464,0.003309990558187101,0.9219119151951943,0.0030771364437719604,0.8208841158841158,0.004860623341335356,0.8801578815789606,0.0017705401725454204,0.8107779720279721,0.010582285458428193,0.9022224519985509,0.0009901708479730924,0.010805444555444504,0.009145014505251783,3.0,3.0
6,perm_catboost,strict,xgboost,0.8525162337662338,0.004523255587289219,0.9107881394953697,0.003417271741493431,0.8713536463536464,0.003309990558187101,0.9219119151951943,0.0030771364437719604,0.8208841158841158,0.004860623341335356,0.8801578815789606,0.0017705401725454204,0.8107779720279721,0.010582285458428193,0.9022224519985509,0.0009901708479730924,0.010805444555444504,0.009145014505251783,3.0,3.0
7,perm_catboost,strict,xgboost,0.8525162337662338,0.004523255587289219,0.9107881394953697,0.003417271741493431,0.8713536463536464,0.003309990558187101,0.9219119151951943,0.0030771364437719604,0.8208841158841158,0.004860623341335356,0.8801578815789606,0.0017705401725454204,0.8107779720279721,0.010582285458428193,0.9022224519985509,0.0009901708479730924,0.010805444555444504,0.009145014505251783,3.0,3.0
8,perm_catboost,strict,xgboost,0.8525162337662338,0.004523255587289219,0.9107881394953697,0.003417271741493431,0.8713536463536464,0.003309990558187101,0.9219119151951943,0.0030771364437719604,0.8208841158841158,0.004860623341335356,0.8801578815789606,0.0017705401725454204,0.8107779720279721,0.010582285458428193,0.9022224519985509,0.0009901708479730924,0.010805444555444504,0.009145014505251783,3.0,3.0
