K,method,variant,acc_S_test_mean,auc_S_test_mean,acc_M_test_mean,auc_M_test_mean,acc_SM_mean,auc_SM_mean,acc_MS_mean,auc_MS_mean,asymmetry_mean
3,perm_xgb,soft,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
4,perm_xgb,soft,0.8756618381618381,0.9330279340206914,0.8730124042624042,0.9241310616622805,0.7376981351981352,0.8260994476718753,0.8133699633699635,0.9036441901214004,0.07567182817182813
5,perm_xgb,soft,0.8766192141192141,0.9335679492834837,0.8944409756909758,0.9471289496592319,0.7371357808857809,0.8340728445297625,0.8361663336663336,0.8790424728659619,0.09903055278055273
6,perm_xgb,soft,0.8778617216117216,0.9346478010001986,0.8949529637029636,0.9481347906173081,0.7252830502830502,0.8275209763180542,0.8387658175158176,0.8872440089464315,0.11348276723276722
7,perm_xgb,soft,0.900834582084582,0.9550894519441598,0.896062271062271,0.9493344650687309,0.6813203463203464,0.8022626927060618,0.8401290376290377,0.8923802629064242,0.15880869130869127
8,perm_xgb,soft,0.9035526973026973,0.9576432012667652,0.9041458541458542,0.9540958126122961,0.6954283216783216,0.827137713331457,0.8418939393939394,0.892098522523098,0.14646561771561767
9,perm_xgb,soft,0.9038045288045288,0.9578658453393093,0.9085497835497836,0.9573303548765587,0.6976356976356977,0.8294855155251009,0.8406135531135531,0.8885534965991385,0.14297785547785544
10,perm_xgb,soft,0.9045308857808859,0.9580920957372631,0.9087808025308025,0.9590620163843816,0.7206218781218782,0.8410617206844105,0.8464806027306028,0.8969691010787414,0.12585872460872458
11,perm_xgb,soft,0.903971028971029,0.9578502250330422,0.9092969530469531,0.9595665308093505,0.7288848651348653,0.8551477533663473,0.8476386113886113,0.8986263282172372,0.11875374625374623
12,perm_xgb,soft,0.9040626040626041,0.9580235495648207,0.9097777222777222,0.9595053932497738,0.73122335997336,0.8561227463429012,0.8478858641358641,0.898232568401462,0.11666250416250412
13,perm_xgb,soft,0.9041708291708291,0.9578940321666346,0.9099046786546786,0.9601308360096447,0.6918327505827505,0.8398158713164957,0.8474950049950051,0.89812930099787,0.15566225441225437
14,perm_xgb,soft,0.9040979853479852,0.9579370518134879,0.9098255910755911,0.9600734705895171,0.6927439227439227,0.839880593931543,0.8474221611721612,0.8981421712860899,0.15467823842823838
15,perm_xgb,soft,0.9041895604395606,0.9578581674735521,0.9106560106560107,0.9609632437991579,0.6811401098901099,0.8353437728812979,0.8495895770895769,0.8997478655003005,0.16844946719946718
16,perm_xgb,soft,0.9046203796203797,0.9579645145688477,0.9105498667998667,0.9609880046693234,0.6833312520812521,0.8337419377367553,0.849546287046287,0.8998334743636317,0.16621503496503492
17,perm_xgb,soft,0.9043373293373292,0.9579037372259775,0.9105477855477856,0.9609395609801453,0.6882975357975357,0.8353213834533765,0.8493514818514818,0.8996043882233318,0.16105394605394602
18,perm_xgb,soft,0.9043602231102231,0.9580618307766159,0.9108537296037297,0.960879923024029,0.6863823676323676,0.8344872675193603,0.8491708291708292,0.8996201473559741,0.1627884615384615
19,perm_xgb,soft,0.9041958041958043,0.9579838259268204,0.9110014985014985,0.9608368903823449,0.6876452713952714,0.8358037869972185,0.8492986180486181,0.8994751162922991,0.1616533466533466
20,perm_xgb,soft,0.9043560606060606,0.9580110506168823,0.9109307359307359,0.9608287644548259,0.6905973193473193,0.8360674149152546,0.8490571928071929,0.8990814273971117,0.15845987345987342
21,perm_xgb,soft,0.9043831168831168,0.9580595764333902,0.9121274558774558,0.9625173200301197,0.6851873126873128,0.837146225756428,0.8467453379953379,0.896904167718728,0.1615580253080253
22,perm_xgb,soft,0.9040064102564102,0.9581137820304902,0.9123251748251748,0.9625100569593577,0.6850424575424575,0.8371395217336776,0.8467644855144855,0.8972300082950682,0.16172202797202795
23,perm_xgb,soft,0.9041874791874792,0.957776627510019,0.9125291375291376,0.9625268260086566,0.6833695471195472,0.8361618499507486,0.8469501332001332,0.8963886690648679,0.16358058608058604
24,perm_xgb,soft,0.9043602231102231,0.9578004044116057,0.9124084249084249,0.9624683544685416,0.6852289377289377,0.8364462554594922,0.8468477355977355,0.8962899136536125,0.16161879786879782
25,perm_xgb,soft,0.9040105727605727,0.9577596281923205,0.9121420246420247,0.9624072195079313,0.6833666333666334,0.83970824394969,0.8470679320679322,0.8961309823834175,0.16370129870129865
26,perm_xgb,soft,0.9044642857142856,0.957839475189313,0.9121732434232435,0.9623838147782954,0.6839156676656678,0.8407140033418129,0.8465588578088578,0.8957703046204545,0.16264319014319012
27,perm_xgb,soft,0.9041833166833166,0.9577732129883104,0.9121878121878121,0.962325683182951,0.6842082917082917,0.8412113850185778,0.8465913253413254,0.8958954507239348,0.1623830336330336
28,perm_xgb,soft,0.9037545787545788,0.9576740899792847,0.9119401431901432,0.962230244988112,0.6812745587745588,0.8396371579843732,0.8462970362970363,0.8954492145591672,0.16502247752247748
29,perm_xgb,soft,0.9037129537129537,0.9575883116217782,0.9121669996669995,0.962249714883019,0.6817403429903429,0.8401060067138988,0.846198384948385,0.8954738020678956,0.16445804195804192
30,perm_xgb,soft,0.9041312853812854,0.957630535984994,0.9121982184482184,0.9623048545485483,0.6805740093240092,0.8389630809999192,0.84631327006327,0.8954705863567002,0.16573926073926068
31,perm_xgb,soft,0.9040168165168166,0.9575561769648931,0.9121649184149184,0.9622016766325583,0.6822365134865134,0.8402649639945469,0.8465397102897102,0.8953681881513424,0.1643031968031968
32,perm_xgb,soft,0.9039314851814851,0.9575770570588252,0.9121898934398934,0.9621988364823655,0.6820970695970696,0.8402391070260077,0.8463540626040627,0.8954155564507088,0.16425699300699298
33,perm_xgb,soft,0.9039294039294039,0.9576355405541844,0.911865218115218,0.9622231524095285,0.6802281052281053,0.8391533205805183,0.8462204462204461,0.8952290609823077,0.16599234099234098
1,perm_xgb,strict,,,,,,,,,
2,perm_xgb,strict,,,,,,,,,
3,perm_xgb,strict,0.8420350482850484,0.8949067275756212,0.8465846653346653,0.8982414033269427,0.8122756410256411,0.885788479003514,0.802588245088245,0.8954858858881711,0.01174700299700295
4,perm_xgb,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
5,perm_xgb,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
6,perm_xgb,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
7,perm_xgb,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
8,perm_xgb,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
9,perm_xgb,strict,0.8778617216117216,0.9346478010001986,0.8949529637029636,0.9481347906173081,0.7252830502830502,0.8275209763180542,0.8387658175158176,0.8872440089464315,0.11348276723276722
10,perm_xgb,strict,0.8778617216117216,0.9346478010001986,0.8949529637029636,0.9481347906173081,0.7252830502830502,0.8275209763180542,0.8387658175158176,0.8872440089464315,0.11348276723276722
11,perm_xgb,strict,0.8778617216117216,0.9346478010001986,0.8949529637029636,0.9481347906173081,0.7252830502830502,0.8275209763180542,0.8387658175158176,0.8872440089464315,0.11348276723276722
12,perm_xgb,strict,0.8778617216117216,0.9346478010001986,0.8949529637029636,0.9481347906173081,0.7252830502830502,0.8275209763180542,0.8387658175158176,0.8872440089464315,0.11348276723276722
13,perm_xgb,strict,0.8811771561771562,0.9395770287612821,0.8984848484848484,0.9510942926121498,0.7348563936063935,0.8348983794884769,0.8347077922077922,0.8789049465145244,0.09985139860139856
14,perm_xgb,strict,0.8928051115551116,0.9518443833472555,0.9004599567099566,0.9537888949836377,0.7041816516816516,0.8243996842942272,0.8404187479187479,0.891833408952852,0.1362370962370962
15,perm_xgb,strict,0.9030386280386281,0.9568201736658279,0.9090118215118216,0.9591524240203686,0.7164910089910089,0.8371721382180922,0.8462037962037963,0.8976556754933379,0.12971278721278717
16,perm_xgb,strict,0.9030386280386281,0.9568201736658279,0.9090118215118216,0.9591524240203686,0.7164910089910089,0.8371721382180922,0.8462037962037963,0.8976556754933379,0.12971278721278717
17,perm_xgb,strict,0.9030386280386281,0.9568201736658279,0.9090118215118216,0.9591524240203686,0.7164910089910089,0.8371721382180922,0.8462037962037963,0.8976556754933379,0.12971278721278717
18,perm_xgb,strict,0.9040979853479855,0.9579606551041366,0.9096778221778221,0.9599896799213109,0.7011988011988013,0.8371617845815523,0.8484952547452548,0.8987330644713262,0.14729645354645352
19,perm_xgb,strict,0.9044393106893107,0.9578560009753816,0.9103542291042291,0.9607650456020836,0.6737183649683649,0.8206993366274086,0.8481993006993007,0.8987165530107588,0.17448093573093568
20,perm_xgb,strict,0.9044122544122545,0.9579387967593513,0.9103126040626041,0.9607247049695227,0.6699346486846487,0.8192980195794881,0.8479399766899767,0.8984090844220715,0.17800532800532798
21,perm_xgb,strict,0.9044122544122545,0.9579387967593513,0.9103126040626041,0.9607247049695227,0.6699346486846487,0.8192980195794881,0.8479399766899767,0.8984090844220715,0.17800532800532798
22,perm_xgb,strict,0.9044122544122545,0.9579387967593513,0.9103126040626041,0.9607247049695227,0.6699346486846487,0.8192980195794881,0.8479399766899767,0.8984090844220715,0.17800532800532798
23,perm_xgb,strict,0.9044122544122545,0.9579387967593513,0.9103126040626041,0.9607247049695227,0.6699346486846487,0.8192980195794881,0.8479399766899767,0.8984090844220715,0.17800532800532798
24,perm_xgb,strict,0.9044122544122545,0.9579387967593513,0.9103126040626041,0.9607247049695227,0.6699346486846487,0.8192980195794881,0.8479399766899767,0.8984090844220715,0.17800532800532798
25,perm_xgb,strict,0.9041999666999668,0.9577952683347289,0.9105561105561106,0.9605444313220911,0.6761097236097235,0.8211041326721896,0.84740675990676,0.8968543591357028,0.17129703629703627
26,perm_xgb,strict,0.9043997668997669,0.9577087097675884,0.9105394605394604,0.9605204002416166,0.6778767066267065,0.8223858025715544,0.8473310023310022,0.896751777048293,0.16945429570429568
27,perm_xgb,strict,0.9043997668997669,0.9577087097675884,0.9105394605394604,0.9605204002416166,0.6778767066267065,0.8223858025715544,0.8473310023310022,0.896751777048293,0.16945429570429568
28,perm_xgb,strict,0.9042561605061605,0.95766980792268,0.910493672993673,0.9603769617412224,0.6844980019980019,0.8350399517440601,0.8481489343989344,0.8972737558811484,0.16365093240093234
29,perm_xgb,strict,0.9042561605061605,0.95766980792268,0.910493672993673,0.9603769617412224,0.6844980019980019,0.8350399517440601,0.8481489343989344,0.8972737558811484,0.16365093240093234
30,perm_xgb,strict,0.9043602231102231,0.9577754824055398,0.9115800865800865,0.9619708863605592,0.6806776556776558,0.835684026866407,0.845701381951382,0.8953557104941346,0.16502372627372622
31,perm_xgb,strict,0.9044955044955044,0.9578915761436365,0.9115155677655679,0.9620129771369156,0.6801190476190476,0.8360288529527415,0.8455365467865468,0.8950198350808366,0.16541749916749915
32,perm_xgb,strict,0.9042041292041292,0.9577649732260746,0.9123230935730936,0.9623351122320903,0.6818489843489842,0.8395518980686313,0.846558857808858,0.8958410196197408,0.16470987345987342
33,perm_xgb,strict,0.9039294039294039,0.9576355405541844,0.911865218115218,0.9622231524095285,0.6802281052281053,0.8391533205805183,0.8462204462204461,0.8952290609823077,0.16599234099234098
1,perm_catboost,soft,0.8420350482850484,0.8949067275756212,0.8465846653346653,0.8982414033269427,0.8122756410256411,0.885788479003514,0.802588245088245,0.8954858858881711,0.01174700299700295
2,perm_catboost,soft,0.8472132034632035,0.8973986558105564,0.8605498667998668,0.9112778190216376,0.8200670163170164,0.8912041115935346,0.795982350982351,0.8921441377678265,0.024305278055278018
3,perm_catboost,soft,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
4,perm_catboost,soft,0.8754433066933068,0.9430339666369262,0.8733225108225109,0.9248237698240821,0.809251998001998,0.8440187956607161,0.8225320512820513,0.9115994487738369,0.013584748584748547
5,perm_catboost,soft,0.8995837495837495,0.9545972992417173,0.8758200133200132,0.9272388643033622,0.6792440892440892,0.804834311480228,0.8196474358974358,0.9152452878041041,0.1404033466533466
6,perm_catboost,soft,0.9018086080586082,0.9556740607876971,0.8787212787212787,0.9318134917238939,0.7028583916083916,0.8154084625206628,0.8245383782883783,0.9145563276841373,0.12167998667998663
7,perm_catboost,soft,0.9015026640026641,0.955689572976973,0.8942266067266068,0.9461928753480952,0.7113615551115551,0.828283725598411,0.8386792374292374,0.8918413874046367,0.12731768231768226
8,perm_catboost,soft,0.9017316017316017,0.9556614391685571,0.8968406593406594,0.950418069172752,0.704855561105561,0.8229539117850182,0.8424146686646686,0.897295336635559,0.13755910755910752
9,perm_catboost,soft,0.9015879953379953,0.955486552658131,0.897086247086247,0.9503660467072056,0.7051007326007325,0.8240834846347459,0.8420375457875459,0.896331248941701,0.13693681318681317
10,perm_catboost,soft,0.9017149517149518,0.9554986253756234,0.8994443056943057,0.9527522994196945,0.6641246253746254,0.8022167458332543,0.8427468364968366,0.8962992694534903,0.1786222111222111
11,perm_catboost,soft,0.9016795704295705,0.9561020741246765,0.904268648018648,0.9567764829659184,0.6578692141192142,0.8107412971435823,0.8469434731934732,0.8996345211357074,0.18907425907425904
12,perm_catboost,soft,0.9020874958374958,0.956593272486754,0.9045225607725608,0.9566335361899173,0.6557471694971695,0.8082747466486229,0.8470054945054946,0.8994880523031746,0.19125832500832496
13,perm_catboost,soft,0.9037025474525474,0.9578223402055821,0.9071428571428571,0.9589337371336621,0.6583766233766234,0.8046669508688115,0.845819180819181,0.8970024137118292,0.18744255744255742
14,perm_catboost,soft,0.9044039294039293,0.9580425563239624,0.9103146853146854,0.9605682747572107,0.6694726107226107,0.8180179137379437,0.8478758741258741,0.8983046424105364,0.17840326340326337
15,perm_catboost,soft,0.9045600233100233,0.9581151527252302,0.9100191475191476,0.9604894746237779,0.6687000499500498,0.8179468203499797,0.8475894938394939,0.897857412609036,0.17888944388944386
16,perm_catboost,soft,0.904349816849817,0.9581009566524052,0.910989010989011,0.9609772070046171,0.6823447385947387,0.833023361524423,0.8492748917748917,0.8996504625494386,0.16693015318015314
17,perm_catboost,soft,0.9043081918081919,0.9580686005636055,0.910757992007992,0.9609783848560696,0.679858474858475,0.8330254108612002,0.8491100566100567,0.8993467786376127,0.1692515817515817
18,perm_catboost,soft,0.9045933233433233,0.9581564560148476,0.9109182484182484,0.960976648226898,0.681519314019314,0.8331957718438737,0.8491966366966368,0.8990450495433637,0.16767732267732263
19,perm_catboost,soft,0.9040979853479852,0.9579534653242195,0.9106809856809858,0.9608092555754268,0.6821099733599733,0.8382208021748481,0.8489131701631702,0.8988023381671608,0.16680319680319675
20,perm_catboost,soft,0.9044143356643358,0.9579350344959735,0.910649766899767,0.9607288009401521,0.6888632201132201,0.839676060265908,0.8488149350649351,0.8988935865790886,0.15995171495171492
21,perm_catboost,soft,0.9042062104562104,0.957945209968187,0.9106560106560107,0.9606889541111568,0.6885377122877122,0.8404150932525684,0.8488449050949051,0.8987268622569572,0.16030719280719277
22,perm_catboost,soft,0.9043747918747919,0.957976882528893,0.9105977355977357,0.9607098929417237,0.6880132367632368,0.8393676914577264,0.8486942224442225,0.8987535204139849,0.16068098568098566
23,perm_catboost,soft,0.9040896603396603,0.9578943565176083,0.9111679986679987,0.9610210453258031,0.689203712953713,0.8405581892716009,0.8489069264069263,0.8987753138262004,0.1597032134532134
24,perm_catboost,soft,0.9043456543456543,0.9579911456550443,0.9110098235098235,0.9610106572581598,0.6893652181152182,0.8399021938975112,0.8489926739926741,0.8987541106703819,0.15962745587745583
25,perm_catboost,soft,0.9042998667998668,0.9580371161680477,0.9120233932733933,0.962430948588541,0.6831418581418581,0.8400854448373805,0.8467969530469531,0.8967461806841177,0.16365509490509486
26,perm_catboost,soft,0.9043581418581419,0.9577797805757347,0.912210705960706,0.9623872667251163,0.6839148351648352,0.8396754583661427,0.8470109057609058,0.8958968597170395,0.16309607059607056
27,perm_catboost,soft,0.9042374292374293,0.9577932582943197,0.9122918747918748,0.9623697891976488,0.6848126873126873,0.8407034119726428,0.8468535631035631,0.8960133844260967,0.16204087579087575
28,perm_catboost,soft,0.904054279054279,0.9578170767793645,0.9120983183483183,0.9623708537341779,0.6833641358641359,0.8402651893976819,0.8467399267399266,0.89585174384806,0.16337579087579082
29,perm_catboost,soft,0.9038794538794539,0.9576519150804241,0.911979686979687,0.9622625963987727,0.6813782051282051,0.8398920909468487,0.8461617549117548,0.8954436500687125,0.16478354978354973
30,perm_catboost,soft,0.9040917415917415,0.9575740744852883,0.9120754245754247,0.9622358249684049,0.6805935730935732,0.8394787142802252,0.8462733100233101,0.895257272738916,0.1656797369297369
31,perm_catboost,soft,0.9040480352980355,0.9575973165196442,0.9118777056277056,0.9622199026622728,0.6790984015984017,0.8392032359498643,0.8462749750249751,0.8952466999367599,0.1671765734265734
32,perm_catboost,soft,0.9040521978021978,0.9576088886762588,0.9120192307692307,0.9622192570790847,0.6806543456543457,0.839084604040648,0.8462475024975026,0.8952697781738741,0.16559315684315679
33,perm_catboost,soft,0.9039294039294039,0.9576355405541844,0.911865218115218,0.9622231524095285,0.6802281052281053,0.8391533205805183,0.8462204462204461,0.8952290609823077,0.16599234099234098
1,perm_catboost,strict,,,,,,,,,
2,perm_catboost,strict,,,,,,,,,
3,perm_catboost,strict,0.8420350482850484,0.8949067275756212,0.8465846653346653,0.8982414033269427,0.8122756410256411,0.885788479003514,0.802588245088245,0.8954858858881711,0.01174700299700295
4,perm_catboost,strict,0.8420350482850484,0.8949067275756212,0.8465846653346653,0.8982414033269427,0.8122756410256411,0.885788479003514,0.802588245088245,0.8954858858881711,0.01174700299700295
5,perm_catboost,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
6,perm_catboost,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
7,perm_catboost,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
8,perm_catboost,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
9,perm_catboost,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
10,perm_catboost,strict,0.8756618381618381,0.9330279340206914,0.8730124042624042,0.9241310616622805,0.7376981351981352,0.8260994476718753,0.8133699633699635,0.9036441901214004,0.07567182817182813
11,perm_catboost,strict,0.8756618381618381,0.9330279340206914,0.8730124042624042,0.9241310616622805,0.7376981351981352,0.8260994476718753,0.8133699633699635,0.9036441901214004,0.07567182817182813
12,perm_catboost,strict,0.8774413086913087,0.9347995754245755,0.8918643856143856,0.942359925809289,0.7402847152847153,0.8423012826126589,0.8356023143523142,0.8763557781504211,0.09531759906759901
13,perm_catboost,strict,0.8904345654345655,0.9509584805179836,0.8936417748917749,0.9453468001154691,0.710839160839161,0.8321940143605978,0.8385069097569097,0.8890133768994909,0.12766774891774887
14,perm_catboost,strict,0.8904345654345655,0.9509584805179836,0.8936417748917749,0.9453468001154691,0.710839160839161,0.8321940143605978,0.8385069097569097,0.8890133768994909,0.12766774891774887
15,perm_catboost,strict,0.8905365467865467,0.9508982229683404,0.893577256077256,0.9453716602661407,0.7118672993672993,0.835506555486638,0.8383287545787544,0.8883950121432015,0.12646145521145516
16,perm_catboost,strict,0.8905365467865467,0.9508982229683404,0.893577256077256,0.9453716602661407,0.7118672993672993,0.835506555486638,0.8383287545787544,0.8883950121432015,0.12646145521145516
17,perm_catboost,strict,0.8905365467865467,0.9508982229683404,0.893577256077256,0.9453716602661407,0.7118672993672993,0.835506555486638,0.8383287545787544,0.8883950121432015,0.12646145521145516
18,perm_catboost,strict,0.8925449550449551,0.9517692929780841,0.8964285714285714,0.9492797864597939,0.6746853146853148,0.8055893056327621,0.8415805028305027,0.8932207517133216,0.1668951881451881
19,perm_catboost,strict,0.8933524808524808,0.9520578832173489,0.8995317182817183,0.9523502902982798,0.6674895937395937,0.7931765050841598,0.8431501831501832,0.8953498995801068,0.17566058941058937
20,perm_catboost,strict,0.9018543956043956,0.9559492304856315,0.8996482683982684,0.9528802912247593,0.6589785214785215,0.7987009355529585,0.8428625541125543,0.8968697139523814,0.1838840326340326
21,perm_catboost,strict,0.9018543956043956,0.9559492304856315,0.8996482683982684,0.9528802912247593,0.6589785214785215,0.7987009355529585,0.8428625541125543,0.8968697139523814,0.1838840326340326
22,perm_catboost,strict,0.9044684482184482,0.9580859881668449,0.9101627539127538,0.9605682544852749,0.6705344655344655,0.8190199176032094,0.8477580752580752,0.8978999054974329,0.1772236097236097
23,perm_catboost,strict,0.9044580419580419,0.9579302945015358,0.9102751415251414,0.9604914300858981,0.6752818015318015,0.8327937220954205,0.8486963036963037,0.8989465265628477,0.17341450216450216
24,perm_catboost,strict,0.9042769730269731,0.9579530307770817,0.9101502664002664,0.9605175621705966,0.6772960372960372,0.8338344434037491,0.8486476023976023,0.8987501455628952,0.17135156510156505
25,perm_catboost,strict,0.904747335997336,0.9580772384874533,0.9104312354312354,0.9604194777084388,0.6781414418914419,0.8332930735390152,0.8485439560439559,0.8984318975854316,0.17040251415251415
26,perm_catboost,strict,0.9047119547119548,0.958053711606409,0.9103729603729604,0.9604235606842376,0.685304279054279,0.8349028230968166,0.8484382284382285,0.8987077518718377,0.16313394938394934
27,perm_catboost,strict,0.9047119547119548,0.958053711606409,0.9103729603729604,0.9604235606842376,0.685304279054279,0.8349028230968166,0.8484382284382285,0.8987077518718377,0.16313394938394934
28,perm_catboost,strict,0.9047119547119548,0.958053711606409,0.9103729603729604,0.9604235606842376,0.685304279054279,0.8349028230968166,0.8484382284382285,0.8987077518718377,0.16313394938394934
29,perm_catboost,strict,0.9043872793872794,0.958005481032454,0.9106726606726606,0.9606911138520154,0.6877439227439227,0.8402693508414663,0.8488103563103563,0.8990283302486723,0.16106643356643352
30,perm_catboost,strict,0.9043040293040293,0.9579178917153444,0.9121878121878121,0.9622640201124217,0.6871291208791209,0.8414738478928664,0.8463973526473527,0.8969793950430188,0.15926823176823177
31,perm_catboost,strict,0.9041312853812854,0.9577755135931335,0.9124105061605062,0.9623651282117817,0.6842162004662004,0.8398291552561657,0.8463773726273726,0.8960314399220494,0.16216117216117212
32,perm_catboost,strict,0.904532967032967,0.9577846635133099,0.9122773060273061,0.9623230618657067,0.680332167832168,0.8398493464369463,0.8465850815850816,0.8958525014778761,0.1662529137529137
33,perm_catboost,strict,0.9039294039294039,0.9576355405541844,0.911865218115218,0.9622231524095285,0.6802281052281053,0.8391533205805183,0.8462204462204461,0.8952290609823077,0.16599234099234098
