K,method,variant,acc_S_test_mean,auc_S_test_mean,acc_M_test_mean,auc_M_test_mean,acc_SM_mean,auc_SM_mean,acc_MS_mean,auc_MS_mean,asymmetry_mean
21,xgb_gain,soft,0.9045558608058607,0.9581664360448077,0.9122897935397937,0.9621616504748998,0.7027722277722278,0.8520326182309198,0.8469438894438895,0.896304844610102,0.14417166167166162
22,xgb_gain,soft,0.9046307858807859,0.9581157234581935,0.912210705960706,0.9621132223795185,0.699722360972361,0.8504498477504846,0.8469293206793207,0.8961113205808511,0.14720695970695966
23,xgb_gain,soft,0.9044871794871795,0.9581831998961744,0.9119297369297369,0.9620480798131273,0.7034811022311023,0.8493629947932521,0.8467594905094905,0.8962845244582258,0.14327838827838824
24,xgb_gain,soft,0.9044226606726605,0.9578634620873632,0.9119526307026308,0.9620381678760799,0.6999991674991675,0.8468049663456756,0.8469971694971695,0.8957095325171,0.14699800199800195
25,xgb_gain,soft,0.9042707292707292,0.9578492374259108,0.9120629370629371,0.9620752228956525,0.7033795371295372,0.8481414973429834,0.8472910422910424,0.8961712758187533,0.1439115051615051
26,xgb_gain,soft,0.9040334665334666,0.9578078317370275,0.9124105061605062,0.9624169323641727,0.6840505328005327,0.8399311864875051,0.846991341991342,0.8958915222514748,0.16294080919080914
27,xgb_gain,soft,0.9042374292374293,0.9577932582943197,0.9122918747918748,0.9623697891976488,0.6848126873126873,0.8407034119726428,0.8468535631035631,0.8960133844260967,0.16204087579087575
28,xgb_gain,soft,0.9041187978687978,0.9577886295356325,0.912194055944056,0.962357385891664,0.682234015984016,0.8400993316748187,0.8467211954711954,0.8959442292639096,0.16448717948717947
29,xgb_gain,soft,0.904285298035298,0.9577940837259643,0.9123147685647686,0.9623619190083975,0.6826219613719614,0.8404853351776428,0.8465455377955379,0.8958478399930073,0.1639235764235764
30,xgb_gain,soft,0.9042499167499168,0.9577748612526334,0.9121898934398933,0.9623445823448945,0.6838969363969364,0.8403972738051159,0.8464818514818515,0.8957349992248843,0.16258491508491504
31,xgb_gain,soft,0.9040480352980355,0.9575973165196442,0.9118777056277056,0.9622199026622728,0.6790984015984017,0.8392032359498643,0.8462749750249751,0.8952466999367599,0.1671765734265734
32,xgb_gain,soft,0.9040521978021978,0.9576088886762588,0.9120192307692307,0.9622192570790847,0.6806543456543457,0.839084604040648,0.8462475024975026,0.8952697781738741,0.16559315684315679
33,xgb_gain,soft,0.9039294039294039,0.9576355405541844,0.911865218115218,0.9622231524095285,0.6802281052281053,0.8391533205805183,0.8462204462204461,0.8952290609823077,0.16599234099234098
1,xgb_gain,strict,,,,,,,,,
2,xgb_gain,strict,,,,,,,,,
3,xgb_gain,strict,,,,,,,,,
4,xgb_gain,strict,,,,,,,,,
5,xgb_gain,strict,0.842322261072261,0.8971099278260867,0.8729541292041292,0.9273633230738625,0.8068231768231767,0.8712517713305675,0.8276843989343989,0.8670331077305976,0.024815601065601017
6,xgb_gain,strict,0.842322261072261,0.8971099278260867,0.8729541292041292,0.9273633230738625,0.8068231768231767,0.8712517713305675,0.8276843989343989,0.8670331077305976,0.024815601065601017
7,xgb_gain,strict,0.842322261072261,0.8971099278260867,0.8729541292041292,0.9273633230738625,0.8068231768231767,0.8712517713305675,0.8276843989343989,0.8670331077305976,0.024815601065601017
8,xgb_gain,strict,0.842322261072261,0.8971099278260867,0.8729541292041292,0.9273633230738625,0.8068231768231767,0.8712517713305675,0.8276843989343989,0.8670331077305976,0.024815601065601017
9,xgb_gain,strict,0.8505889943389944,0.9016940529084635,0.8795496170496171,0.9322428638003689,0.8065064102564102,0.8674299261968468,0.8323780386280387,0.8770216076381162,0.025986513486513426
10,xgb_gain,strict,0.8505889943389944,0.9016940529084635,0.8795496170496171,0.9322428638003689,0.8065064102564102,0.8674299261968468,0.8323780386280387,0.8770216076381162,0.025986513486513426
11,xgb_gain,strict,0.8505889943389944,0.9016940529084635,0.8795496170496171,0.9322428638003689,0.8065064102564102,0.8674299261968468,0.8323780386280387,0.8770216076381162,0.025986513486513426
12,xgb_gain,strict,0.8505889943389944,0.9016940529084635,0.8795496170496171,0.9322428638003689,0.8065064102564102,0.8674299261968468,0.8323780386280387,0.8770216076381162,0.025986513486513426
13,xgb_gain,strict,0.8609515484515485,0.9292298756022532,0.8910506160506161,0.9428927497327847,0.8017557442557443,0.8676057323254501,0.8389339826839827,0.8771247437627308,0.037178238428238385
14,xgb_gain,strict,0.8619900932400931,0.929432471769822,0.8987325174825175,0.9486456813457939,0.8234686147186148,0.8789522618573568,0.8437142024642025,0.885307765307453,0.02154012654012648
15,xgb_gain,strict,0.8619900932400931,0.929432471769822,0.8987325174825175,0.9486456813457939,0.8234686147186148,0.8789522618573568,0.8437142024642025,0.885307765307453,0.02154012654012648
16,xgb_gain,strict,0.8778533966033967,0.9399341672521618,0.8988823676323676,0.9489608117074401,0.7192307692307692,0.8557964949219944,0.8446665834165833,0.8885308591050974,0.12543581418581415
17,xgb_gain,strict,0.8827464202464202,0.9453904809393071,0.9071241258741258,0.9554820148632586,0.7227397602397603,0.8622429828122261,0.8464360639360639,0.8910761382723171,0.12369630369630365
18,xgb_gain,strict,0.8827464202464202,0.9453904809393071,0.9071241258741258,0.9554820148632586,0.7227397602397603,0.8622429828122261,0.8464360639360639,0.8910761382723171,0.12369630369630365
19,xgb_gain,strict,0.8827464202464202,0.9453904809393071,0.9071241258741258,0.9554820148632586,0.7227397602397603,0.8622429828122261,0.8464360639360639,0.8910761382723171,0.12369630369630365
20,xgb_gain,strict,0.886451048951049,0.947970080618682,0.9078796203796204,0.9574886054047518,0.7276003163503164,0.858272584620674,0.8456043956043956,0.8884728039817326,0.11800407925407923
21,xgb_gain,strict,0.8943140193140193,0.9538261839101624,0.9081772394272395,0.958280603948998,0.7123168498168498,0.8492347603902924,0.8466375291375291,0.8924095459152902,0.1343206793206793
22,xgb_gain,strict,0.9042582417582418,0.9579695040640345,0.9086871461871461,0.9589438668640716,0.7160930735930736,0.855313874063,0.847401764901765,0.894929404158113,0.13130869130869127
23,xgb_gain,strict,0.904664085914086,0.9580312378264426,0.9087724775224775,0.9589206227505428,0.7197527472527473,0.8553811367204224,0.8474995837495838,0.8947544103623649,0.12774683649683646
24,xgb_gain,strict,0.9045662670662672,0.9580566671506981,0.9090492840492841,0.9589884999491018,0.7204507992007992,0.8566204497300901,0.847561605061605,0.8948006473213767,0.1271108058608058
25,xgb_gain,strict,0.9041520979020979,0.9580840924809456,0.9114073426573427,0.9613158881577962,0.717578255078255,0.8594982931030009,0.846446053946054,0.8928174819685809,0.12886779886779884
26,xgb_gain,strict,0.9041021478521478,0.9580667578966154,0.9114801864801865,0.961439386870206,0.7144005994005994,0.8581612471985225,0.8466013153513154,0.892930154656366,0.13220071595071592
27,xgb_gain,strict,0.9042332667332668,0.9580046088194191,0.9115738428238428,0.9615141310570882,0.7073692973692974,0.8541877894624523,0.8459515484515485,0.8936067407866858,0.13858225108225106
28,xgb_gain,strict,0.9038523976023977,0.9577004034718196,0.912029637029637,0.9621260134512507,0.7019505494505495,0.8483005219680418,0.8469938394938396,0.8962937333021624,0.14504329004329
29,xgb_gain,strict,0.9041250416250417,0.9577875187375061,0.9121274558774558,0.962029957742058,0.7032800532800533,0.8492636298308751,0.8470175657675658,0.895999973760838,0.14373751248751246
30,xgb_gain,strict,0.9040667665667667,0.9577457003328007,0.912194055944056,0.9623594962521661,0.6825990675990675,0.8417748251374001,0.846773643023643,0.8959006301931502,0.1641745754245754
31,xgb_gain,strict,0.9039897602397602,0.9575904937137455,0.9122377622377623,0.9622108125183174,0.6818593906093907,0.8403775303742211,0.8464518814518814,0.8954385417903774,0.1645924908424908
32,xgb_gain,strict,0.9040168165168166,0.9575561769648931,0.9121649184149184,0.9622016766325583,0.6822365134865134,0.8402649639945469,0.8465397102897102,0.8953681881513424,0.1643031968031968
33,xgb_gain,strict,0.9039294039294039,0.9576355405541844,0.911865218115218,0.9622231524095285,0.6802281052281053,0.8391533205805183,0.8462204462204461,0.8952290609823077,0.16599234099234098
1,catboost_pvc,soft,0.7682359307359308,0.8222146141820218,0.8186334498834499,0.8751368262107523,0.8015180652680652,0.8659507731279709,0.7495288045288045,0.8239893863420962,0.0519892607392607
2,catboost_pvc,soft,0.8472132034632035,0.8973986558105564,0.8605498667998668,0.9112778190216376,0.8200670163170164,0.8912041115935346,0.795982350982351,0.8921441377678265,0.024305278055278018
3,catboost_pvc,soft,0.8672494172494173,0.9216779760158257,0.8616924741924743,0.9120972678462064,0.7034307359307359,0.8353438875061002,0.7920350482850482,0.8923853491871099,0.08860431235431232
4,catboost_pvc,soft,0.8948280885780885,0.949967395969831,0.8640879953379953,0.9161207928144117,0.6387741425241426,0.8018612103846868,0.8096782384282385,0.908168795656558,0.17090409590409586
5,catboost_pvc,soft,0.8995837495837495,0.9545972992417173,0.8758200133200132,0.9272388643033622,0.6792440892440892,0.804834311480228,0.8196474358974358,0.9152452878041041,0.1404033466533466
6,catboost_pvc,soft,0.901544289044289,0.9564976773143606,0.8990821678321678,0.951200455700643,0.7038519813519813,0.8462487908362034,0.8552605727605728,0.9161568822660856,0.15140859140859136
7,catboost_pvc,soft,0.9012945387945388,0.956243995868434,0.9040272227772229,0.9535237120729754,0.7036176323676324,0.8545095340681629,0.8543731268731268,0.9132316377844599,0.15075549450549447
8,catboost_pvc,soft,0.9026057276057275,0.9567640697838625,0.9039085914085914,0.9548923271200994,0.7293577256077256,0.862026386388337,0.8543460705960705,0.9161760206576641,0.12498834498834495
9,catboost_pvc,soft,0.9022789710289709,0.9565969385883846,0.9061979686979686,0.9568181864963208,0.7100216450216449,0.860744502313371,0.8521482683982683,0.9095216772488252,0.14212662337662332
10,catboost_pvc,soft,0.9022831335331336,0.9566716541866391,0.9066329503829503,0.9577165913922907,0.7118310855810855,0.8598058683740502,0.8516562604062604,0.9094004588485108,0.1398251748251748
11,catboost_pvc,soft,0.9019605394605396,0.9565059997237194,0.9086163836163835,0.9587272976149723,0.7143498168498169,0.8639304618957467,0.8505877455877456,0.9045914034766432,0.1362379287379287
12,catboost_pvc,soft,0.902212370962371,0.9565622678603448,0.9087308524808524,0.958726603171221,0.7156018981018981,0.8637438665646707,0.8503729603729604,0.9038772824744354,0.13477106227106223
13,catboost_pvc,soft,0.9022102897102897,0.9564082250583249,0.9087953712953712,0.9586546778230095,0.7178459040959041,0.8643357714546527,0.8505311355311355,0.9034611259120499,0.13268523143523142
14,catboost_pvc,soft,0.9021645021645023,0.9565391240669089,0.9097319347319347,0.9589865933475449,0.7159523809523809,0.8643654841453916,0.8492457542457542,0.9001530459633607,0.13329337329337324
15,catboost_pvc,soft,0.902072927072927,0.956355210307508,0.9098713786213786,0.9594304099580073,0.6845271395271396,0.8540198251008065,0.8493260905760905,0.9000497374337284,0.164798951048951
16,catboost_pvc,soft,0.9022165334665334,0.9563825462333204,0.9098151848151849,0.9594331118432017,0.6851344488844489,0.8530495227591256,0.8491262903762905,0.8995469809494535,0.16399184149184146
17,catboost_pvc,soft,0.9021769896769897,0.956308126397412,0.9101315351315352,0.959374734385661,0.6948971861471862,0.8547202921745255,0.8488698801198802,0.8994399269145772,0.15397269397269395
18,catboost_pvc,soft,0.9040709290709291,0.9578018270856683,0.9103084415584415,0.9604149253593559,0.7002768065268065,0.8491360301162375,0.8478667166167165,0.8968352320132414,0.14758991008991004
19,catboost_pvc,soft,0.90380661005661,0.9577413787719107,0.9106893106893107,0.961140714721509,0.6909165834165835,0.8433023616202312,0.8491233766233766,0.8992778235334429,0.15820679320679318
20,catboost_pvc,soft,0.904227022977023,0.9579030666927145,0.9109994172494172,0.961119619952974,0.6951315351315351,0.8424514870535725,0.8492574092574093,0.8991837523739997,0.15412587412587408
21,catboost_pvc,soft,0.9040584415584415,0.9579794087239767,0.9109432234432235,0.9610714486354471,0.6914031801531801,0.8409884051388173,0.8488557276057276,0.8992180071842909,0.15745254745254741
22,catboost_pvc,soft,0.904079254079254,0.9577650751055472,0.9110618548118548,0.9610486614201649,0.6862837162837163,0.8396038598431206,0.848465700965701,0.8980199895841755,0.16218198468198464
23,catboost_pvc,soft,0.9041292041292041,0.9576956234533033,0.9110181485181487,0.9610592049059831,0.6886138861138861,0.8406242284813089,0.8488344988344988,0.8980208221889665,0.1602206127206127
24,catboost_pvc,soft,0.9039918414918415,0.957605952364319,0.9109786047286047,0.9610261814026799,0.6891795704295705,0.8393605713508935,0.848490675990676,0.8977656847606273,0.15931110556110553
25,catboost_pvc,soft,0.9040022477522478,0.9576856808484555,0.9110243922743922,0.9610110393061818,0.6879749417249418,0.8393118357874227,0.8487429237429237,0.8977993458215111,0.160767982017982
26,catboost_pvc,soft,0.9040001665001665,0.9574881214772574,0.9107163669663669,0.9607920337862271,0.6846253746253746,0.837466805567892,0.8482409257409258,0.8974197733460345,0.16361555111555107
27,catboost_pvc,soft,0.9040501165501166,0.9576092738430401,0.9121669996669998,0.9623022134791617,0.6816716616716616,0.8382956475342839,0.8466358641358642,0.8956533815626598,0.16496420246420243
28,catboost_pvc,soft,0.9039502164502166,0.9576090913956173,0.9122648185148186,0.9622474012833653,0.68250999000999,0.839175160399873,0.8464835164835165,0.8955154005792743,0.16397352647352645
29,catboost_pvc,soft,0.9038003663003663,0.9576192310020981,0.9119734432234431,0.9622345530343782,0.6815959040959041,0.8397993588579253,0.8461480186480186,0.8953583431012877,0.16455211455211452
30,catboost_pvc,soft,0.9039231601731602,0.9576081630449139,0.9118402430902431,0.9622494347144697,0.6804433066933067,0.840005468599,0.8462325174825175,0.8952372155816212,0.16578921078921074
31,catboost_pvc,soft,0.9040480352980355,0.9575973165196442,0.9118777056277056,0.9622199026622728,0.6790984015984017,0.8392032359498643,0.8462749750249751,0.8952466999367599,0.1671765734265734
32,catboost_pvc,soft,0.9040521978021978,0.9576088886762588,0.9120192307692307,0.9622192570790847,0.6806543456543457,0.839084604040648,0.8462475024975026,0.8952697781738741,0.16559315684315679
33,catboost_pvc,soft,0.9039294039294039,0.9576355405541844,0.911865218115218,0.9622231524095285,0.6802281052281053,0.8391533205805183,0.8462204462204461,0.8952290609823077,0.16599234099234098
1,catboost_pvc,strict,,,,,,,,,
2,catboost_pvc,strict,0.7682359307359308,0.8222146141820218,0.8186334498834499,0.8751368262107523,0.8015180652680652,0.8659507731279709,0.7495288045288045,0.8239893863420962,0.0519892607392607
3,catboost_pvc,strict,0.7682359307359308,0.8222146141820218,0.8186334498834499,0.8751368262107523,0.8015180652680652,0.8659507731279709,0.7495288045288045,0.8239893863420962,0.0519892607392607
4,catboost_pvc,strict,0.7682359307359308,0.8222146141820218,0.8186334498834499,0.8751368262107523,0.8015180652680652,0.8659507731279709,0.7495288045288045,0.8239893863420962,0.0519892607392607
5,catboost_pvc,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
6,catboost_pvc,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
7,catboost_pvc,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
8,catboost_pvc,strict,0.8578837828837829,0.9162616921248915,0.8717532467532468,0.9233009472004851,0.8061509324009325,0.8625330819072703,0.8141092241092241,0.9029158688256466,0.015676406926406886
9,catboost_pvc,strict,0.8657259407259407,0.9306204945362663,0.8951652514152514,0.9463597560032375,0.8619667832167832,0.9018535466573053,0.8584398934398935,0.919218635032134,0.005505744255744196
10,catboost_pvc,strict,0.8677947052947053,0.9378160233664105,0.897779304029304,0.9499306907711004,0.8600312187812188,0.8980898137618292,0.8522431734931736,0.9064326925987766,0.009130869130869081
11,catboost_pvc,strict,0.8677947052947053,0.9378160233664105,0.897779304029304,0.9499306907711004,0.8600312187812188,0.8980898137618292,0.8522431734931736,0.9064326925987766,0.009130869130869081
12,catboost_pvc,strict,0.8677947052947053,0.9378160233664105,0.897779304029304,0.9499306907711004,0.8600312187812188,0.8980898137618292,0.8522431734931736,0.9064326925987766,0.009130869130869081
13,catboost_pvc,strict,0.8684960872460872,0.9382642634172355,0.9032176157176157,0.9537354212554012,0.8543747918747918,0.8976158173952254,0.847096237096237,0.8930965978119451,0.008938561438561397
14,catboost_pvc,strict,0.8684960872460872,0.9382642634172355,0.9032176157176157,0.9537354212554012,0.8543747918747918,0.8976158173952254,0.847096237096237,0.8930965978119451,0.008938561438561397
15,catboost_pvc,strict,0.8899704462204463,0.9516187005635057,0.906786963036963,0.9572547291203635,0.7103155178155177,0.8630016943803782,0.8487987012987013,0.9020012043193236,0.13848318348318345
16,catboost_pvc,strict,0.8899704462204463,0.9516187005635057,0.906786963036963,0.9572547291203635,0.7103155178155177,0.8630016943803782,0.8487987012987013,0.9020012043193236,0.13848318348318345
17,catboost_pvc,strict,0.8915438727938728,0.9522394168435627,0.907240675990676,0.9575546976333689,0.6857371794871795,0.8409019840673811,0.8494126706626707,0.9023420130485565,0.16367549117549116
18,catboost_pvc,strict,0.8915438727938728,0.9522394168435627,0.907240675990676,0.9575546976333689,0.6857371794871795,0.8409019840673811,0.8494126706626707,0.9023420130485565,0.16367549117549116
19,catboost_pvc,strict,0.8919705294705295,0.9522850952327726,0.9085497835497836,0.9594370591529682,0.6787987012987013,0.831826693453067,0.8523289210789211,0.9052845185949582,0.17353021978021976
20,catboost_pvc,strict,0.8919705294705295,0.9522850952327726,0.9085497835497836,0.9594370591529682,0.6787987012987013,0.831826693453067,0.8523289210789211,0.9052845185949582,0.17353021978021976
21,catboost_pvc,strict,0.9019438894438894,0.9565826650663688,0.9107122044622046,0.9607463262885966,0.6758928571428572,0.8431248870801195,0.8506805694305695,0.9027664505408012,0.17478771228771225
22,catboost_pvc,strict,0.9024600399600399,0.9565343949881288,0.911005661005661,0.9608276359837299,0.6789689477189477,0.8442602129181175,0.850255994005994,0.9024484854971867,0.17128704628704625
23,catboost_pvc,strict,0.9019334831834832,0.9564945180111265,0.9106684981684982,0.9606796097883136,0.6779678654678655,0.8447787390764415,0.8502505827505827,0.901971412162596,0.17228271728271727
24,catboost_pvc,strict,0.9038981851481852,0.9575092817397387,0.9110764235764236,0.9610665682968379,0.6891774891774892,0.841487892186069,0.8489531302031302,0.8985393794101336,0.159775641025641
25,catboost_pvc,strict,0.9042977855477856,0.95762404896552,0.9108558108558108,0.961050813364125,0.6931327006327006,0.8415059935277842,0.8490351315351315,0.8982586290665712,0.15590243090243086
26,catboost_pvc,strict,0.9041458541458542,0.9576237542427603,0.9110077422577422,0.961003127013679,0.6909632034632035,0.8408430501400032,0.8490001665001664,0.8979423521658162,0.158036963036963
27,catboost_pvc,strict,0.9039918414918415,0.957605952364319,0.9109786047286047,0.9610261814026799,0.6891795704295705,0.8393605713508935,0.848490675990676,0.8977656847606273,0.15931110556110553
28,catboost_pvc,strict,0.9039918414918415,0.957605952364319,0.9109786047286047,0.9610261814026799,0.6891795704295705,0.8393605713508935,0.848490675990676,0.8977656847606273,0.15931110556110553
29,catboost_pvc,strict,0.9040438727938728,0.9575326360494317,0.9106872294372295,0.9608133281553611,0.6835893273393273,0.8377074386860226,0.8483175158175159,0.8973850538613899,0.16472818847818846
30,catboost_pvc,strict,0.9040272227772227,0.9575205924403601,0.9119484681984682,0.96215515929708,0.6806938894438894,0.8389999647788109,0.8463540626040627,0.8955977026428449,0.16566017316017312
31,catboost_pvc,strict,0.9039897602397602,0.9575904937137455,0.9122377622377623,0.9622108125183174,0.6818593906093907,0.8403775303742211,0.8464518814518814,0.8954385417903774,0.1645924908424908
32,catboost_pvc,strict,0.9040168165168166,0.9575561769648931,0.9121649184149184,0.9622016766325583,0.6822365134865134,0.8402649639945469,0.8465397102897102,0.8953681881513424,0.1643031968031968
33,catboost_pvc,strict,0.9039294039294039,0.9576355405541844,0.911865218115218,0.9622231524095285,0.6802281052281053,0.8391533205805183,0.8462204462204461,0.8952290609823077,0.16599234099234098
