# Aggregated over 20 seeds
# Accuracy: 0.8804 +/- 0.0012
# AUC: 0.9458 +/- 0.0003
# Total samples (sum of seeds): 40000
,pred_0,pred_1
true_0,19125,875
true_1,3908,16092

# Percentages
,pred_0,pred_1
true_0,47.81%,2.19%
true_1,9.77%,40.23%
