config,dropped_feature,mean_acc_drop,std_acc_drop,t_stat,p_value
static,AverageAdvertisedLinksPerTCMessage,0.022945804195804175,0.002596344245206574,38.522796756415545,1.6841562472372545e-19
static,AverageMprCount,0.010639360639360624,0.0026281986675477063,17.645506948730482,3.063298072629674e-13
static,DataPacketRate,0.006418581418581398,0.0022966161703441867,12.18224800720239,2.007726066250005e-10
static,FlowThroughputStd,0.021640859140859132,0.0022018781453565033,42.840843961022415,2.2868565703041844e-20
mobile,AverageAdvertisedLinksPerTCMessage,0.020535714285714286,0.0023800016192593275,37.61052201834644,2.6406121870152383e-19
mobile,AverageMprCount,0.006018981018981029,0.0024216117007765984,10.834160570174808,1.4262491121297749e-09
mobile,DataPacketRate,0.02336413586413589,0.002639831785847916,38.578938128139484,1.6387402061579828e-19
mobile,FlowThroughputStd,0.00890359640359641,0.0023305525885053695,16.65265016921952,8.637615033181109e-13
