seed,verdict,reason,seconds
Terminated,6
2303,accept,ok,28
2300,accept,ok,34
2349,reject,Assert_connectivity_failed,3
2291,accept,ok,38
2298,accept,ok,38
2354,reject,Attacker_not_available
Terminated,6
2301,accept,ok,39
2322,accept,ok,32
2365,reject,Attacker_not_available
Terminated,7
2318,accept,ok,37
2327,accept,ok,34
2334,accept,ok,29
2308,accept,ok,40
2323,accept,ok,35
2332,accept,ok,34
2378,reject,Assert_connectivity_failed,4
2376,reject,Attacker_not_available
Terminated,7
2375,reject,Attacker_not_available
Terminated,8
2338,accept,ok,31
2333,accept,ok,39
2382,reject,Assert_connectivity_failed,3
2336,accept,ok,37
2345,accept,ok,35
2339,accept,ok,36
2347,accept,ok,34
2337,accept,ok,40
2355,accept,ok,34
2396,reject,Assert_connectivity_failed,3
2353,accept,ok,35
2393,reject,Attacker_not_available
Terminated,6
2358,accept,ok,32
2394,reject,Attacker_not_available
Terminated,7
2357,accept,ok,35
2401,reject,Assert_connectivity_failed,4
2362,accept,ok,37
2363,accept,ok,37
2406,reject,Assert_connectivity_failed,4
2366,accept,ok,33
2422,reject,Assert_connectivity_failed,3
2425,reject,Assert_connectivity_failed,2
2368,accept,ok,37
2416,reject,Attacker_not_available
Terminated,6
2369,accept,ok,37
2380,accept,ok,31
2374,accept,ok,37
2379,accept,ok,36
2389,accept,ok,29
2430,reject,Attacker_not_available
Terminated,6
2388,accept,ok,35
2391,accept,ok,32
2448,reject,Attacker_not_available
Terminated,7
2381,accept,ok,41
2385,accept,ok,38
2390,accept,ok,38
2402,accept,ok,29
2399,accept,ok,32
2452,reject,Attacker_not_available
Terminated,7
2455,reject,Attacker_not_available
Terminated,7
2400,accept,ok,34
2407,accept,ok,31
2403,accept,ok,36
2462,reject,Attacker_not_available
Terminated,6
2395,accept,ok,42
2409,accept,ok,35
2397,accept,ok,43
2429,accept,ok,33
2443,accept,ok,32
2482,reject,Attacker_not_available
Terminated,7
2427,accept,ok,39
2435,accept,ok,37
2446,accept,ok,35
2447,accept,ok,37
2450,accept,ok,34
2449,accept,ok,37
2457,accept,ok,31
2451,accept,ok,36
2454,accept,ok,35
2458,accept,ok,32
2463,accept,ok,31
2500,reject,Attacker_not_available
Terminated,6
2453,accept,ok,38
2506,reject,Attacker_not_available
Terminated,7
2472,accept,ok,31
2467,accept,ok,36
2469,accept,ok,34
2471,accept,ok,32
2468,accept,ok,37
2485,accept,ok,32
2477,accept,ok,38
2518,reject,Attacker_not_available
Terminated,6
2483,accept,ok,35
2486,accept,ok,35
2488,accept,ok,35
2489,accept,ok,35
2499,accept,ok,33
2492,accept,ok,39
2508,accept,ok,31
2498,accept,ok,41
2491,accept,ok,44
2557,reject,Attacker_not_available
Terminated,7
2509,accept,ok,36
2504,accept,ok,39
2507,accept,ok,41
2512,accept,ok,39
2514,accept,ok,35
2511,accept,ok,42
2522,accept,ok,33
2540,accept,ok,32
2513,accept,ok,40
2515,accept,ok,40
2538,accept,ok,35
2571,reject,Attacker_not_available
Terminated,9
2572,reject,Attacker_not_available
Terminated,9
2543,accept,ok,38
2516,accept,ok,44
2554,accept,ok,34
2549,accept,ok,42
2552,accept,ok,38
2594,reject,Assert_connectivity_failed,4
2555,accept,ok,40
2556,accept,ok,38
2598,reject,Attacker_not_available
Terminated,5
2565,accept,ok,32
2558,accept,ok,38
2600,reject,Attacker_not_available
Terminated,7
2605,reject,Assert_connectivity_failed,4
2559,accept,ok,40
2608,reject,Assert_connectivity_failed,3
2568,accept,ok,33
2560,accept,ok,42
2567,accept,ok,38
2577,accept,ok,36
2578,accept,ok,37
2584,accept,ok,32
2590,accept,ok,30
2582,accept,ok,36
2589,accept,ok,36
2591,accept,ok,33
2592,accept,ok,35
2586,accept,ok,39
2579,accept,ok,42
2563,accept,ok,53
2632,reject,Assert_connectivity_failed,5
2595,accept,ok,32
2597,accept,ok,36
2603,accept,ok,35
2602,accept,ok,39
2604,accept,ok,36
2619,accept,ok,32
2613,accept,ok,35
2616,accept,ok,35
2617,accept,ok,34
2615,accept,ok,36
2623,accept,ok,34
2610,accept,ok,41
2633,accept,ok,30
2638,accept,ok,28
2624,accept,ok,39
2637,accept,ok,32
2631,accept,ok,36
2656,reject,Assert_connectivity_failed,4
2622,accept,ok,44
2634,accept,ok,35
2635,accept,ok,36
2642,accept,ok,29
2639,accept,ok,36
2626,accept,ok,45
2674,reject,Assert_connectivity_failed,3
2629,accept,ok,47
2643,accept,ok,32
2683,reject,Assert_connectivity_failed,4
2646,accept,ok,30
2645,accept,ok,33
2650,accept,ok,29
2644,accept,ok,36
2651,accept,ok,30
2648,accept,ok,32
2653,accept,ok,27
2649,accept,ok,34
2654,accept,ok,33
2704,reject,Attacker_not_available
Terminated,6
2666,accept,ok,31
2667,accept,ok,34
2677,accept,ok,29
2673,accept,ok,32
2668,accept,ok,34
2665,accept,ok,36
2659,accept,ok,37
2675,accept,ok,34
2676,accept,ok,33
2671,accept,ok,38
2711,reject,Attacker_not_available
Terminated,6
2733,reject,Assert_connectivity_failed,4
2681,accept,ok,36
2687,accept,ok,28
2682,accept,ok,38
2695,accept,ok,31
2699,accept,ok,33
2706,accept,ok,33
2701,accept,ok,37
2698,accept,ok,38
2702,accept,ok,37
2750,reject,Attacker_not_available
Terminated,7
2708,accept,ok,32
2690,accept,ok,42
2707,accept,ok,33
2717,accept,ok,26
2716,accept,ok,30
2710,accept,ok,31
2724,accept,ok,33
2737,accept,ok,27
2714,accept,ok,36
2709,accept,ok,41
2741,accept,ok,35
2736,accept,ok,39
2742,accept,ok,36
2735,accept,ok,40
2748,accept,ok,32
2743,accept,ok,35
2727,accept,ok,47
2759,accept,ok,31
2760,accept,ok,31
2751,accept,ok,33
2757,accept,ok,32
2772,accept,ok,31
2801,reject,Assert_connectivity_failed,3
2770,accept,ok,34
2773,accept,ok,33
2762,accept,ok,40
2779,accept,ok,33
2781,accept,ok,32
2775,accept,ok,37
2786,accept,ok,32
2774,accept,ok,43
2821,reject,Attacker_not_available
Terminated,6
2785,accept,ok,34
2787,accept,ok,35
2834,reject,Assert_connectivity_failed,4
2791,accept,ok,28
2794,accept,ok,31
2795,accept,ok,30
2836,reject,Attacker_not_available
Terminated,7
2790,accept,ok,35
2789,accept,ok,37
2793,accept,ok,36
2844,reject,Attacker_not_available
Terminated,7
2808,accept,ok,31
2799,accept,ok,33
2815,accept,ok,30
2798,accept,ok,39
2856,reject,Attacker_not_available
Terminated,5
2810,accept,ok,34
2817,accept,ok,32
2860,reject,Attacker_not_available
Terminated,7
2814,accept,ok,36
2803,accept,ok,42
2868,reject,Attacker_not_available
Terminated,6
2826,accept,ok,32
2822,accept,ok,35
2824,accept,ok,35
2874,reject,Attacker_not_available
Terminated,7
2830,accept,ok,35
2876,reject,Attacker_not_available
Terminated,7
2833,accept,ok,37
2846,accept,ok,30
2842,accept,ok,34
2829,accept,ok,41
2838,accept,ok,39
2849,accept,ok,33
2853,accept,ok,33
2847,accept,ok,34
2854,accept,ok,35
2858,accept,ok,35
2866,accept,ok,32
2895,reject,Assert_connectivity_failed,4
2861,accept,ok,33
2896,reject,Assert_connectivity_failed,3
2872,accept,ok,30
2898,reject,Assert_connectivity_failed,4
2863,accept,ok,38
2870,accept,ok,36
2875,accept,ok,30
2871,accept,ok,39
2862,accept,ok,43
2908,reject,Attacker_not_available
Terminated,5
2878,accept,ok,31
2879,accept,ok,31
2880,accept,ok,33
2887,accept,ok,30
2882,accept,ok,33
2877,accept,ok,41
2881,accept,ok,35
2885,accept,ok,36
2890,accept,ok,33
2920,reject,Attacker_not_available
Terminated,7
2892,accept,ok,33
2894,accept,ok,35
2891,accept,ok,37
2900,accept,ok,28
2931,reject,Assert_connectivity_failed,4
2899,accept,ok,34
2897,accept,ok,35
2905,accept,ok,32
2902,accept,ok,33
2934,reject,Attacker_not_available
Terminated,8
2912,accept,ok,30
2941,reject,Assert_connectivity_failed,4
2915,accept,ok,31
2910,accept,ok,36
2909,accept,ok,38
2945,reject,Assert_connectivity_failed,4
2917,accept,ok,35
2918,accept,ok,34
2925,accept,ok,30
2919,accept,ok,32
2923,accept,ok,32
2927,accept,ok,29
2921,accept,ok,34
2963,reject,Assert_connectivity_failed,4
2966,reject,Assert_connectivity_failed,3
2929,accept,ok,33
2933,accept,ok,31
2928,accept,ok,36
2911,accept,ok,50
2930,accept,ok,35
2972,reject,Attacker_not_available
Terminated,6
2971,reject,Attacker_not_available
Terminated,7
2990,reject,Assert_connectivity_failed,3
2936,accept,ok,32
2991,reject,Attacker_not_available
Terminated,6
2997,reject,Assert_connectivity_failed,4
2932,accept,ok,39
2998,reject,Assert_connectivity_failed,3
2942,accept,ok,30
2944,accept,ok,30
2937,accept,ok,36
2949,accept,ok,28
2940,accept,ok,37
2953,accept,ok,29
2961,accept,ok,31
2943,accept,ok,38
2964,accept,ok,29
2952,accept,ok,35
2957,accept,ok,34
3025,reject,Assert_connectivity_failed,4
2978,accept,ok,27
2968,accept,ok,35
2970,accept,ok,35
2975,accept,ok,28
2992,accept,ok,27
3028,reject,Attacker_not_available
Terminated,7
3002,accept,ok,28
2973,accept,ok,38
3001,accept,ok,32
3045,reject,Assert_connectivity_failed,3
3004,accept,ok,32
3003,accept,ok,34
3055,reject,Assert_connectivity_failed,2
2995,accept,ok,44
3006,accept,ok,37
3011,accept,ok,36
3017,accept,ok,34
3015,accept,ok,37
3014,accept,ok,38
3007,accept,ok,39
3020,accept,ok,34
3026,accept,ok,35
3029,accept,ok,36
3075,reject,Assert_connectivity_failed,4
3042,accept,ok,31
3031,accept,ok,33
3038,accept,ok,33
3023,accept,ok,45
3037,accept,ok,37
3039,accept,ok,38
3050,accept,ok,30
3047,accept,ok,33
3052,accept,ok,32
3044,accept,ok,41
3056,accept,ok,31
3061,accept,ok,32
3058,accept,ok,34
3062,accept,ok,35
3065,accept,ok,34
3068,accept,ok,33
3102,reject,Attacker_not_available
Terminated,6
3071,accept,ok,34
3063,accept,ok,40
3066,accept,ok,37
3109,reject,Attacker_not_available
Terminated,6
3081,accept,ok,30
3072,accept,ok,38
3089,accept,ok,27
3086,accept,ok,33
3085,accept,ok,35
3084,accept,ok,36
3087,accept,ok,35
3088,accept,ok,34
3095,accept,ok,30
3097,accept,ok,29
3099,accept,ok,30
3090,accept,ok,35
3096,accept,ok,35
3101,accept,ok,29
3100,accept,ok,36
3104,accept,ok,28
3103,accept,ok,34
3117,accept,ok,29
3131,accept,ok,27
3158,reject,Assert_connectivity_failed,3
3108,accept,ok,35
3115,accept,ok,31
3111,accept,ok,37
3167,reject,Assert_connectivity_failed,4
3143,accept,ok,26
3160,reject,Attacker_not_available
Terminated,6
3127,accept,ok,32
3126,accept,ok,35
3172,reject,Attacker_not_available
Terminated,6
3134,accept,ok,32
3120,accept,ok,36
3177,reject,Assert_connectivity_failed,4
3135,accept,ok,32
3140,accept,ok,32
3147,accept,ok,31
3194,reject,Attacker_not_available
Terminated,5
3146,accept,ok,34
3195,reject,Attacker_not_available
Terminated,6
3150,accept,ok,35
3153,accept,ok,33
3145,accept,ok,42
3148,accept,ok,40
3149,accept,ok,41
3155,accept,ok,33
3157,accept,ok,35
3173,accept,ok,30
3175,accept,ok,28
3178,accept,ok,29
3165,accept,ok,35
3230,reject,Attacker_not_available
Terminated,6
3188,accept,ok,31
3181,accept,ok,34
3200,accept,ok,28
3186,accept,ok,35
3176,accept,ok,38
3182,accept,ok,37
3183,accept,ok,37
3201,accept,ok,31
3197,accept,ok,36
3242,reject,Attacker_not_available
Terminated,6
3203,accept,ok,35
3222,accept,ok,27
3251,reject,Attacker_not_available
Terminated,6
3198,accept,ok,42
3212,accept,ok,34
3211,accept,ok,35
3216,accept,ok,34
3224,accept,ok,32
3225,accept,ok,30
3217,accept,ok,36
3232,accept,ok,34
3269,reject,Attacker_not_available
Terminated,7
3278,reject,Assert_connectivity_failed,3
3241,accept,ok,30
3233,accept,ok,37
3235,accept,ok,34
3234,accept,ok,37
3280,reject,Attacker_not_available
Terminated,6
3236,accept,ok,36
3282,reject,Attacker_not_available
Terminated,6
3284,reject,Attacker_not_available
Terminated,5
3249,accept,ok,32
3246,accept,ok,35
3244,accept,ok,36
3252,accept,ok,31
3247,accept,ok,36
3254,accept,ok,31
3250,accept,ok,39
3259,accept,ok,31
3260,accept,ok,31
3258,accept,ok,33
3310,reject,Attacker_not_available
Terminated,8
3270,accept,ok,30
3255,accept,ok,38
3256,accept,ok,38
3266,accept,ok,34
3321,reject,Assert_connectivity_failed,3
3265,accept,ok,36
3316,reject,Attacker_not_available
Terminated,6
3277,accept,ok,28
3337,reject,Attacker_not_available
Terminated,5
3333,reject,Attacker_not_available
Terminated,7
3290,accept,ok,26
3295,accept,ok,30
3288,accept,ok,33
3286,accept,ok,36
3297,accept,ok,30
3343,reject,Attacker_not_available
Terminated,7
3309,accept,ok,31
3301,accept,ok,33
3353,reject,Assert_connectivity_failed,3
3304,accept,ok,33
3305,accept,ok,33
3296,accept,ok,38
3291,accept,ok,41
3314,accept,ok,32
3360,reject,Attacker_not_available
Terminated,6
3319,accept,ok,32
3324,accept,ok,33
3323,accept,ok,34
3331,accept,ok,34
3330,accept,ok,38
3315,accept,ok,42
3336,accept,ok,35
3332,accept,ok,38
3341,accept,ok,31
3340,accept,ok,36
3351,accept,ok,30
3345,accept,ok,32
3349,accept,ok,31
3344,accept,ok,36
3357,accept,ok,32
3356,accept,ok,34
3354,accept,ok,34
3358,accept,ok,34
3361,accept,ok,30
3365,accept,ok,29
3366,accept,ok,29
3364,accept,ok,36
3359,accept,ok,43
3378,accept,ok,34
3373,accept,ok,35
3382,accept,ok,34
3394,accept,ok,29
3385,accept,ok,34
3431,reject,Attacker_not_available
Terminated,6
3429,reject,Attacker_not_available
Terminated,7
3384,accept,ok,36
3387,accept,ok,35
3383,accept,ok,38
3403,accept,ok,26
3395,accept,ok,34
3447,reject,Assert_connectivity_failed,4
3445,reject,Attacker_not_available
Terminated,7
3401,accept,ok,36
3449,reject,Attacker_not_available
Terminated,5
3398,accept,ok,37
3412,accept,ok,29
3397,accept,ok,38
3410,accept,ok,33
3405,accept,ok,35
3404,accept,ok,38
3408,accept,ok,38
3415,accept,ok,35
3472,reject,Assert_connectivity_failed,3
3416,accept,ok,33
3413,accept,ok,38
3468,reject,Attacker_not_available
Terminated,7
3435,accept,ok,29
3428,accept,ok,31
3481,reject,Attacker_not_available
Terminated,6
3421,accept,ok,39
3441,accept,ok,30
3439,accept,ok,34
3492,reject,Attacker_not_available
Terminated,5
3436,accept,ok,40
3498,reject,Assert_connectivity_failed,4
3438,accept,ok,38
3453,accept,ok,33
3462,accept,ok,30
3456,accept,ok,32
3459,accept,ok,33
3501,reject,Attacker_not_available
Terminated,6
3443,accept,ok,44
3454,accept,ok,36
3500,reject,Attacker_not_available
Terminated,7
3458,accept,ok,35
3513,reject,Assert_connectivity_failed,3
3463,accept,ok,37
3474,accept,ok,29
3467,accept,ok,34
3473,accept,ok,33
3484,accept,ok,31
3485,accept,ok,36
3489,accept,ok,34
3528,reject,Attacker_not_available
Terminated,7
3482,accept,ok,38
3496,accept,ok,31
3490,accept,ok,35
3488,accept,ok,39
3549,reject,Assert_connectivity_failed,3
3511,accept,ok,27
3506,accept,ok,31
3503,accept,ok,32
3499,accept,ok,34
3509,accept,ok,34
3516,accept,ok,32
3521,accept,ok,29
3520,accept,ok,32
3517,accept,ok,33
3497,accept,ok,46
3522,accept,ok,34
3519,accept,ok,37
3525,accept,ok,35
3529,accept,ok,30
3523,accept,ok,35
3571,reject,Assert_connectivity_failed,3
3532,accept,ok,29
3534,accept,ok,30
3581,reject,Attacker_not_available
Terminated,7
3544,accept,ok,32
3590,reject,Assert_connectivity_failed,4
3530,accept,ok,38
3552,accept,ok,35
3531,accept,ok,40
3553,accept,ok,36
3558,accept,ok,32
3557,accept,ok,34
3602,reject,Attacker_not_available
Terminated,6
3565,accept,ok,30
3563,accept,ok,33
3556,accept,ok,40
3560,accept,ok,35
3604,reject,Attacker_not_available
Terminated,7
3562,accept,ok,35
3566,accept,ok,35
3559,accept,ok,42
3572,accept,ok,33
3568,accept,ok,36
3619,reject,Attacker_not_available
Terminated,6
3578,accept,ok,36
3621,reject,Attacker_not_available
Terminated,6
3588,accept,ok,31
3580,accept,ok,37
3587,accept,ok,37
3579,accept,ok,44
3597,accept,ok,34
3601,accept,ok,31
3598,accept,ok,34
3591,accept,ok,38
3600,accept,ok,36
3617,accept,ok,27
3611,accept,ok,29
3613,accept,ok,31
3606,accept,ok,37
3608,accept,ok,36
3623,accept,ok,28
3659,reject,Assert_connectivity_failed,3
3609,accept,ok,39
3615,accept,ok,36
3620,accept,ok,36
3624,accept,ok,33
3628,accept,ok,33
3670,reject,Attacker_not_available
Terminated,7
3627,accept,ok,38
3636,accept,ok,32
3634,accept,ok,36
3629,accept,ok,38
3682,reject,Attacker_not_available
Terminated,7
3650,accept,ok,32
3638,accept,ok,35
3651,accept,ok,33
3630,accept,ok,44
3642,accept,ok,38
3695,reject,Attacker_not_available
Terminated,5
3652,accept,ok,34
3654,accept,ok,32
3656,accept,ok,30
3661,accept,ok,31
3704,reject,Assert_connectivity_failed,4
3647,accept,ok,44
3655,accept,ok,38
3662,accept,ok,34
3664,accept,ok,33
3668,accept,ok,34
3674,accept,ok,32
3681,accept,ok,33
3718,reject,Attacker_not_available
Terminated,6
3690,accept,ok,30
3686,accept,ok,33
3687,accept,ok,32
3694,accept,ok,30
3729,reject,Assert_connectivity_failed,4
3684,accept,ok,41
3688,accept,ok,37
3691,accept,ok,35
3696,accept,ok,31
3703,accept,ok,28
3702,accept,ok,35
3700,accept,ok,39
3714,accept,ok,30
3706,accept,ok,36
3711,accept,ok,33
3707,accept,ok,35
3698,accept,ok,46
3753,reject,Assert_connectivity_failed,3
3710,accept,ok,38
3719,accept,ok,31
3713,accept,ok,38
3715,accept,ok,36
3717,accept,ok,36
3723,accept,ok,28
3764,reject,Attacker_not_available
Terminated,6
3726,accept,ok,32
3769,reject,Assert_connectivity_failed,4
3720,accept,ok,34
3730,accept,ok,30
3773,reject,Assert_connectivity_failed,3
3777,reject,Assert_connectivity_failed,4
3734,accept,ok,31
3770,reject,Attacker_not_available
Terminated,7
3735,accept,ok,34
3731,accept,ok,36
3740,accept,ok,33
3742,accept,ok,32
3739,accept,ok,36
3746,accept,ok,34
3747,accept,ok,33
3758,accept,ok,30
3748,accept,ok,35
3761,accept,ok,32
3763,accept,ok,31
3757,accept,ok,38
3803,reject,Attacker_not_available
Terminated,6
3767,accept,ok,32
3809,reject,Assert_connectivity_failed,3
3768,accept,ok,34
3754,accept,ok,42
3781,accept,ok,25
3778,accept,ok,31
3771,accept,ok,35
3779,accept,ok,32
3765,accept,ok,43
3814,reject,Attacker_not_available
Terminated,8
3786,accept,ok,30
3780,accept,ok,34
3799,accept,ok,29
3782,accept,ok,35
3791,accept,ok,34
3825,reject,Attacker_not_available
Terminated,8
3783,accept,ok,36
3834,reject,Assert_connectivity_failed,3
3795,accept,ok,35
3842,reject,Assert_connectivity_failed,4
3800,accept,ok,32
3811,accept,ok,27
3808,accept,ok,31
3805,accept,ok,32
3802,accept,ok,35
3804,accept,ok,34
3844,reject,Attacker_not_available
Terminated,7
3849,reject,Assert_connectivity_failed,3
3855,reject,Assert_connectivity_failed,3
3812,accept,ok,35
3853,reject,Attacker_not_available
Terminated,7
3823,accept,ok,28
3822,accept,ok,31
3820,accept,ok,35
3816,accept,ok,36
3819,accept,ok,36
3858,reject,Attacker_not_available
Terminated,7
3866,reject,Attacker_not_available
Terminated,5
3831,accept,ok,32
3828,accept,ok,34
3833,accept,ok,33
3867,reject,Attacker_not_available
Terminated,7
3826,accept,ok,36
3837,accept,ok,31
3830,accept,ok,37
3838,accept,ok,31
3836,accept,ok,34
3840,accept,ok,34
3843,accept,ok,35
3846,accept,ok,36
3848,accept,ok,37
3854,accept,ok,38
3857,accept,ok,34
3851,accept,ok,40
3868,accept,ok,29
3864,accept,ok,32
3870,accept,ok,32
3911,reject,Attacker_not_available
Terminated,6
3882,accept,ok,30
3888,accept,ok,28
3875,accept,ok,33
3887,accept,ok,33
3872,accept,ok,37
3892,accept,ok,31
3918,reject,Attacker_not_available
Terminated,6
3890,accept,ok,33
3860,accept,ok,44
3886,accept,ok,35
3880,accept,ok,38
3894,accept,ok,35
3896,accept,ok,32
3946,reject,Attacker_not_available
Terminated,6
3895,accept,ok,38
3950,reject,Attacker_not_available
Terminated,7
3900,accept,ok,29
3897,accept,ok,39
3899,accept,ok,35
3906,accept,ok,33
3903,accept,ok,33
3913,accept,ok,33
3914,accept,ok,32
3923,accept,ok,29
3905,accept,ok,39
3919,accept,ok,33
3915,accept,ok,35
3966,reject,Attacker_not_available
Terminated,7
3928,accept,ok,32
3931,accept,ok,33
3948,accept,ok,32
3952,accept,ok,34
3936,accept,ok,37
3955,accept,ok,35
3943,accept,ok,38
3956,accept,ok,34
3958,accept,ok,34
3933,accept,ok,44
3957,accept,ok,36
3959,accept,ok,31
3961,accept,ok,34
3962,accept,ok,34
3963,accept,ok,31
3970,accept,ok,26
3965,accept,ok,35
3974,accept,ok,26
3968,accept,ok,32
3971,accept,ok,34
3964,accept,ok,42
3972,accept,ok,33
3973,accept,ok,32
3983,accept,ok,28
3988,accept,ok,27
3985,accept,ok,29
4013,reject,Attacker_not_available
Terminated,6
3980,accept,ok,36
3979,accept,ok,38
4019,reject,Attacker_not_available
Terminated,6
3994,accept,ok,29
3992,accept,ok,30
4030,reject,Assert_connectivity_failed,3
3989,accept,ok,36
3993,accept,ok,32
4029,reject,Attacker_not_available
Terminated,6
3990,accept,ok,37
3991,accept,ok,34
4040,reject,Assert_connectivity_failed,3
3995,accept,ok,32
4035,reject,Attacker_not_available
Terminated,7
3996,accept,ok,32
4000,accept,ok,31
3999,accept,ok,35
4001,accept,ok,33
4006,accept,ok,33
4002,accept,ok,34
4025,accept,ok,27
4011,accept,ok,32
4024,accept,ok,30
4009,accept,ok,34
4014,accept,ok,39
4027,accept,ok,37
4031,accept,ok,32
4026,accept,ok,38
4032,accept,ok,33
4042,accept,ok,30
4033,accept,ok,35
4077,reject,Assert_connectivity_failed,4
4044,accept,ok,35
4045,accept,ok,37
4046,accept,ok,34
4049,accept,ok,32
4051,accept,ok,34
4038,accept,ok,46
4050,accept,ok,38
4092,reject,Attacker_not_available
Terminated,6
4053,accept,ok,34
4048,accept,ok,42
4055,accept,ok,34
4056,accept,ok,32
4066,accept,ok,33
4054,accept,ok,40
4061,accept,ok,35
4063,accept,ok,40
4070,accept,ok,35
4081,accept,ok,30
4074,accept,ok,34
4085,accept,ok,32
4083,accept,ok,36
4089,accept,ok,34
4087,accept,ok,35
4090,accept,ok,35
4091,accept,ok,33
4093,accept,ok,36
4106,accept,ok,28
4101,accept,ok,32
4108,accept,ok,34
4141,reject,Assert_connectivity_failed,4
4104,accept,ok,36
4140,reject,Attacker_not_available
Terminated,7
4097,accept,ok,39
4098,accept,ok,38
4115,accept,ok,31
4111,accept,ok,35
4116,accept,ok,32
4113,accept,ok,37
4118,accept,ok,35
4149,reject,Attacker_not_available
Terminated,6
4150,reject,Attacker_not_available
Terminated,7
4120,accept,ok,30
4160,reject,Attacker_not_available
Terminated,6
4165,reject,Attacker_not_available
Terminated,6
4122,accept,ok,34
4119,accept,ok,39
4125,accept,ok,34
4131,accept,ok,30
4128,accept,ok,34
4129,accept,ok,34
4172,reject,Attacker_not_available
Terminated,6
4133,accept,ok,33
4121,accept,ok,48
4132,accept,ok,38
4145,accept,ok,29
4146,accept,ok,31
4135,accept,ok,38
4190,reject,Attacker_not_available
Terminated,6
4148,accept,ok,35
4193,reject,Attacker_not_available
Terminated,6
4161,accept,ok,31
4159,accept,ok,35
4154,accept,ok,37
4152,accept,ok,37
4143,accept,ok,39
4166,accept,ok,34
4164,accept,ok,36
4171,accept,ok,34
4170,accept,ok,38
4179,accept,ok,30
4177,accept,ok,35
4173,accept,ok,35
4176,accept,ok,36
4220,reject,Assert_connectivity_failed,4
4178,accept,ok,35
4189,accept,ok,27
4215,reject,Attacker_not_available
Terminated,6
4182,accept,ok,36
4184,accept,ok,31
4183,accept,ok,35
4232,reject,Attacker_not_available
Terminated,6
4229,reject,Attacker_not_available
Terminated,8
4201,accept,ok,28
4194,accept,ok,34
4195,accept,ok,32
4196,accept,ok,31
4205,accept,ok,30
4206,accept,ok,31
4204,accept,ok,32
4208,accept,ok,33
4199,accept,ok,38
4217,accept,ok,30
4209,accept,ok,37
4211,accept,ok,38
4222,accept,ok,32
4230,accept,ok,32
4296,reject,Assert_connectivity_failed,4
4294,reject,Attacker_not_available
Terminated,6
4236,accept,ok,36
4238,accept,ok,33
4241,accept,ok,33
4237,accept,ok,37
4297,reject,Attacker_not_available
Terminated,7
4245,accept,ok,34
4299,reject,Attacker_not_available
Terminated,6
4221,accept,ok,43
4253,accept,ok,36
4249,accept,ok,37
4307,reject,Attacker_not_available
Terminated,6
4287,accept,ok,27
4256,accept,ok,35
4260,accept,ok,34
4258,accept,ok,36
4279,accept,ok,32
4281,accept,ok,32
4278,accept,ok,34
4319,reject,Attacker_not_available
Terminated,7
4262,accept,ok,39
4329,reject,Assert_connectivity_failed,4
4325,reject,Attacker_not_available
Terminated,6
4333,reject,Attacker_not_available
Terminated,5
4289,accept,ok,35
4293,accept,ok,31
4291,accept,ok,33
4304,accept,ok,32
4301,accept,ok,35
4321,accept,ok,28
4309,accept,ok,35
4312,accept,ok,34
4302,accept,ok,37
4314,accept,ok,34
4306,accept,ok,38
4322,accept,ok,31
4326,accept,ok,29
4328,accept,ok,29
4300,accept,ok,43
4331,accept,ok,31
4351,reject,Attacker_not_available
Terminated,8
4365,reject,Attacker_not_available
Terminated,6
4317,accept,ok,39
4330,accept,ok,33
4336,accept,ok,29
4368,reject,Attacker_not_available
Terminated,7
4334,accept,ok,32
4338,accept,ok,33
4374,reject,Attacker_not_available
Terminated,5
4379,reject,Attacker_not_available
Terminated,7
4343,accept,ok,33
4339,accept,ok,38
4340,accept,ok,39
4341,accept,ok,38
4347,accept,ok,33
4367,accept,ok,30
4362,accept,ok,32
4363,accept,ok,33
4344,accept,ok,39
4404,reject,Assert_connectivity_failed,4
4369,accept,ok,33
4381,accept,ok,29
4350,accept,ok,38
4355,accept,ok,39
4348,accept,ok,41
4382,accept,ok,30
4378,accept,ok,32
4380,accept,ok,35
4427,reject,Assert_connectivity_failed,3
4394,accept,ok,26
4383,accept,ok,33
4416,reject,Attacker_not_available
Terminated,6
4373,accept,ok,37
4417,reject,Attacker_not_available
Terminated,6
4384,accept,ok,36
4434,reject,Attacker_not_available
Terminated,6
4393,accept,ok,35
4392,accept,ok,37
4402,accept,ok,35
4395,accept,ok,40
4401,accept,ok,39
4403,accept,ok,31
4407,accept,ok,32
4405,accept,ok,36
4457,reject,Attacker_not_available
Terminated,7
4409,accept,ok,34
4410,accept,ok,34
4408,accept,ok,37
4430,accept,ok,30
4464,reject,Assert_connectivity_failed,3
4425,accept,ok,34
4428,accept,ok,32
4460,reject,Attacker_not_available
Terminated,7
4429,accept,ok,33
4444,accept,ok,27
4473,reject,Assert_connectivity_failed,3
4412,accept,ok,40
4433,accept,ok,34
4438,accept,ok,31
4479,reject,Assert_connectivity_failed,2
4437,accept,ok,36
4440,accept,ok,32
4442,accept,ok,33
4424,accept,ok,44
4435,accept,ok,40
4490,reject,Attacker_not_available
Terminated,6
4449,accept,ok,29
4447,accept,ok,34
4450,accept,ok,31
4493,reject,Attacker_not_available
Terminated,7
4500,reject,Attacker_not_available
Terminated,6
4465,accept,ok,29
4459,accept,ok,33
4505,reject,Assert_connectivity_failed,3
4510,reject,Assert_connectivity_failed,4
4466,accept,ok,32
4471,accept,ok,32
