iteration,perm_diff_mahalanobis,perm_diff_lda_ratio
63,0.013040528824490139,0.013753824679106241
64,0.026823451913335905,0.028971977858144538
65,-0.03544465443640732,-0.037549353826459075
66,-0.014412087154935804,-0.015560904385224061
67,0.029015075832181658,0.030314145452069008
68,-0.031086571812207087,-0.033163766483875756
69,0.008175095998260495,0.008706431392071723
70,-0.007590320270613127,-0.00829771992520234
71,0.002170464675960826,0.0018516544465452256
72,-0.016724440058848877,-0.018039469139362163
73,-0.010664176470017939,-0.011404328107628148
74,-0.03259443963800379,-0.03516441874318099
75,0.04166837901492393,0.04495164834132792
76,0.001915243389247312,0.0013871933958911065
77,0.022584871969173914,0.02364050418554653
78,-0.032259102801782014,-0.03471167430149702
79,-0.03619302309258554,-0.03836311226742395
80,-0.007084526207084441,-0.008266778311632361
81,-0.0014179431778211793,-0.001524642877743343
82,0.015195233560843846,0.015752739601952337
83,0.04429709946083138,0.04720027524441872
84,0.013360148206195355,0.014009365809698027
85,-0.05652444018975,-0.059844345503096585
86,-0.025558641116484537,-0.026860911384754882
87,0.014366082567792482,0.01620827733480601
88,0.00203548279802801,0.0017689901778159545
89,-0.014490016462171518,-0.015282691166540685
90,0.02013296738111059,0.02131317609538641
91,0.039280227635615006,0.04244512410307122
92,-0.00823790468241592,-0.008735150948768533
93,-0.005363493411779441,-0.005476254248484302
94,0.020863381643353662,0.02240865926660862
95,0.02691423822128014,0.028937698310457893
96,0.017045745237692422,0.018136096030550997
97,0.006128599828837622,0.006253634508840422
98,-0.0023179418769929683,-0.0019383049617707204
99,0.0359312608817044,0.038840889632598685
100,-0.007294127936702477,-0.007507028183490361
101,0.0015069156639335723,0.002124146744202582
102,-0.01689591071409202,-0.0174987688408188
103,0.005628920333042409,0.005708972969971526
104,-0.01958718838619733,-0.020453279487816278
105,-0.021221568621788034,-0.0222820724413757
106,-0.0011448819059824977,-0.0016878567187119664
107,0.0453053974832045,0.04807178997135386
108,-0.02804096508673215,-0.03009448564127637
109,0.01863894282626033,0.019921661753513398
110,0.030078152788251433,0.03200523249386755
111,-0.007329830061116649,-0.006945484030025817
112,0.0016109451255208462,0.001635995614267749
113,-0.004874044046381254,-0.004738952268719343
114,0.048433118467670955,0.0507143914672199
115,-0.010634765665782808,-0.011939584101542833
116,-0.029084457606098457,-0.0307893768411156
117,-0.021059367078610336,-0.022001276457628283
118,0.011858681301810226,0.013168030152656884
119,0.014672244194666284,0.015736093750339908
120,0.007415208113009886,0.007797988064942141
121,-0.009776818922130559,-0.010519442978570437
122,-0.016024987816543934,-0.01665157208546586
123,0.0009769108317039255,0.0008760314874565189
124,-0.011714661767073142,-0.012340350695307478
125,0.0008494321222940471,0.0011229865100654823
126,0.033002381792612834,0.035363254132949606
127,0.003983574561329917,0.0036969505820780846
128,-0.006543730992320196,-0.006921123606493218
129,0.021320262279204805,0.023084820056596955
130,0.002966332526533222,0.0028025627297163513
131,-0.0012520711336274637,-0.001211319517745446
132,0.004727326179622349,0.005094732541670588
133,0.005016694307895975,0.0047630756046190825
134,0.028467428777532167,0.029960082532668464
135,0.016510851304960994,0.017407753127020476
136,-0.020189928465715656,-0.021324992806056597
137,0.004869627333655924,0.005673237791173458
138,-0.0027598407186602003,-0.002500767625141398
139,-0.034566449717935654,-0.03683531592781453
140,0.021500690696238944,0.023247427987831193
141,0.023531819796466458,0.025394044592141007
142,0.026012304709974288,0.02771298192071514
143,0.003852456340151189,0.0031750226782443214
144,-0.022305398756550243,-0.02408880759733889
145,0.009014246696320338,0.00897186279295914
146,-0.01755172217806722,-0.01858039843573933
147,0.016332463169680622,0.01768418718112974
148,0.041451585489332476,0.043774351854943605
149,0.01333610036280719,0.013852424995973722
150,-0.01867567715500984,-0.01987493369197102
151,-0.007677723074086984,-0.008434250401422094
152,-0.007253567259626337,-0.007571513300903554
153,-0.015335798241670417,-0.01601906801526365
154,-0.051450775528664394,-0.054907037522493596
155,-0.024896339872665596,-0.02613335851553833
156,-0.001422890345079697,-0.002540159195563163
157,0.0364882787512939,0.038678738312746486
158,0.020365442820935886,0.021677787905191037
159,-0.01116211301187331,-0.012185729586168037
160,-0.014457727014988375,-0.014466691843307844
161,-0.04194304821629302,-0.04426184077323203
162,0.005823607860417024,0.005947990726261176
163,-0.0016880023235845698,-0.0017310630137874483
164,-0.005122328343064808,-0.00559384517771222
165,0.005575618723905773,0.006205367793085559
166,-0.031997888833403376,-0.035019119144811484
167,0.027872407540410205,0.029297564797760467
168,-0.027763971278166544,-0.02976348466114742
169,-0.004687838137423128,-0.005488417748705787
170,0.0014658679652899131,0.0009113539650629221
171,-0.018932778693410146,-0.02022457110125897
172,-0.00694226979021817,-0.007305412849326842
173,0.024887249700074943,0.026559972773564366
174,0.006067958184750921,0.006001975209054988
175,-0.053483006467638816,-0.05752136565652011
176,-0.038204207993366435,-0.04089161371023686
177,0.043573274281527574,0.04570048306400554
178,0.0029582608705842617,0.0029329058124141216
179,0.025517729855292437,0.027965972799551597
180,0.0029277482056193627,0.002903261941535451
181,0.0240697053787855,0.026217299631212
182,0.007318848893933527,0.0075932183575906365
183,0.021237457389068126,0.022644790425594863
184,0.025378319303871244,0.027082157347750657
185,-0.016039478649553907,-0.016910556383564312
186,-0.002511399512966417,-0.0033302090834970155
187,-0.004490799698813053,-0.004651797681427761
188,0.04074615978308049,0.043484422975366144
189,-0.03031070544751513,-0.032225965600458206
190,-0.025263147639222883,-0.027695318366507626
191,0.012084273246002919,0.013304990943066475
192,-0.03164401561116703,-0.033769824698165474
193,0.020762907557672072,0.022614672796049673
194,0.002926940658487087,0.0036911638088825693
195,0.04374986806898784,0.0464044042671079
196,0.021190243245475582,0.022059795384774317
197,0.01326410768700148,0.014956685242191847
198,-0.026829021835229394,-0.028653739650797316
199,0.019173013010002737,0.021077128471431505
200,-0.030336253153787407,-0.03254754580164643
201,-0.011490503333511093,-0.01268824379258171
202,-0.0031371667491635336,-0.003018061515538406
203,0.009227089304807201,0.010600378224616014
204,-0.014433001035285997,-0.016140417708620625
205,-0.01427929328982902,-0.01515793094043838
206,-0.017344293792275423,-0.017970559113245743
207,-0.009569878777820673,-0.0102647716993296
208,0.01905534228358219,0.02005161108320186
209,0.046645343544670315,0.05001317146156703
210,-0.01303975194735063,-0.013863807106691661
211,0.0023237207229960255,0.0019924583054342637
212,0.03670273850654571,0.03847000187424099
213,0.060694362854433415,0.06400064945980977
214,-0.0078078638495431285,-0.007824290813283064
215,0.0183852857924931,0.019190707900456294
216,0.03656574596287676,0.038659294214782314
217,0.016901546390776012,0.018179432943818963
218,0.0026093523735282176,0.0029815197647224956
219,-0.022844308112618616,-0.024592298494013676
220,0.007735367219900979,0.00900997348608068
221,0.0018551899296257446,0.00254278446712064
222,0.0515663142909224,0.05515572204430752
223,0.024907390399312224,0.026254187568023557
224,-0.02064258381236561,-0.02212105152041488
225,0.00040005252597197227,8.675149357317835e-05
226,0.003820824134809442,0.00417400095885645
227,0.008695518406630853,0.009186310124710939
228,0.046461430790906366,0.04897095651874328
229,-0.018846852092261113,-0.020298565222407694
230,-0.017801043597811983,-0.018576988035079456
231,0.03673750721297653,0.038929949854845436
232,-0.022615836756237684,-0.02435219504548547
233,-0.004710297685906362,-0.004827206720741106
234,0.016428161506087946,0.017547389178441897
235,0.01695362458697014,0.018025403288041586
236,0.007684035869876205,0.007044715014882463
237,-0.0016442733697519252,-0.0018287030790962167
238,-0.01100066828849533,-0.011115490487293433
239,-0.009047645910618574,-0.0100482507067301
240,0.056370391927952124,0.06030766062149495
241,0.0003174515715347326,5.355392200767639e-05
242,0.0017630761250608806,0.002047764508011918
243,0.03311236672255191,0.0354798617984986
244,-0.003670278535115923,-0.004317521365065691
245,0.0027236691034411287,0.003038511704107627
246,-0.009248242960508968,-0.010442746407403725
247,0.02348389208493762,0.024831982584550882
248,0.031176819400396294,0.03280631260049516
249,-0.048836270740476806,-0.05199929761417743
250,0.02016083724804618,0.021208103142898338
251,0.006961654902927439,0.007695109177564108
252,0.004262106436609958,0.004185140022398448
253,0.00042589280618310354,0.00090076445111964
254,0.02417847108823823,0.02538778766546379
255,-0.0035420088698843166,-0.003658364857945129
256,7.6136171441199e-05,0.00016304151528512278
257,-0.004832926827119888,-0.005209813814274877
258,-0.05152920486140733,-0.05538936765116231
259,0.03092632019959085,0.03308584827997074
260,-0.019163149809584556,-0.020940146718569697
261,0.04915686937711472,0.05170002596116641
262,-0.008731366651970163,-0.008718695478125538
263,0.0245913840915728,0.02570468834676043
264,0.0008176233596621785,0.0010203392059584537
265,-0.00317883846994782,-0.0035132263254722407
266,-0.0058583515741288394,-0.0056220980714283275
267,-0.009518556752510676,-0.009850815450359596
268,-0.0026898759374112124,-0.0027333260684527794
269,-0.009123355842159064,-0.009288366632455913
270,0.020839410728525465,0.02154583544731592
271,-0.010141171241835334,-0.010251945817556729
272,-0.0012364030370846102,-0.001405275958964225
273,0.0029082763492400687,0.003274068305152422
274,-0.003940403529715919,-0.004167787434341097
275,-0.05616203200299852,-0.06003753816966895
276,-0.04881345174796703,-0.05229362320297226
277,0.022730288095666573,0.02450677237289156
278,0.024908781485339482,0.026520290397054724
279,-0.0085540780841451,-0.008350073249505652
280,-0.008932588174136225,-0.009904124898343802
281,-0.0020193752896124906,-0.003058828171362604
282,0.013306894804569591,0.013602844430733008
283,-0.014135285085362437,-0.015323959578989577
284,0.009541845567320184,0.010654441841559281
285,0.02533035476875911,0.027341073133971827
286,-0.010583255307423212,-0.010956749084293893
287,-0.005441768258114266,-0.005486086864259221
288,-0.011651968085848452,-0.013350346656770817
289,-0.009443490868860316,-0.010906825673876686
290,0.0014210420677329694,0.0011464954939059968
291,0.0066264730798648586,0.0069520759318819625
292,0.009917872418815143,0.010791889209887495
293,-0.011391013208924772,-0.011487451907218338
294,0.008868783549025316,0.009159714672882346
295,-0.03978622660566833,-0.04229615997222469
296,0.018195390062288208,0.019248702116972938
297,0.023824595818089378,0.025141839697429447
298,-0.002608934653044237,-0.0023189657410647158
299,-0.011924568048967021,-0.013089261327164925
300,0.013441489028236386,0.014423841889412703
301,0.0053039538363193195,0.006509166713040138
302,-0.028533841319649422,-0.03023763253046985
303,-0.018430278928631694,-0.019961754154071087
304,0.02204383673128074,0.02381138713515596
305,0.023049364233239444,0.025427786517357998
306,0.025591951309086536,0.026911139376432747
307,0.03034007102759917,0.032416498688002005
308,-0.009399526184944218,-0.010509956472450455
309,0.027315769671428125,0.029468935325645207
310,0.009305041403043113,0.009917155728074167
311,0.008830280158401926,0.009774729583175823
312,-0.040126827667625875,-0.042717470028649895
313,0.00448373900710175,0.004916834446662799
314,0.02564636301677936,0.026784334858955594
315,0.033631938937592754,0.03647738254404276
316,0.014301331929690075,0.014704367427128329
317,-0.044925656253072876,-0.04761563517017575
318,0.012326501953494162,0.012822871138914893
319,0.0027994514495115475,0.0025490586756968803
320,0.006382679522944024,0.006357701646707126
321,-0.03420463521252204,-0.035989305265292426
322,0.032813808859148974,0.03499019743577314
323,0.00010645876857307002,0.0001916614848085363
324,0.0065608243230883545,0.006572213013712247
325,-0.033134822157572685,-0.03530164016250814
326,-0.0016056873079226541,-0.002045906703071143
327,-0.02110596943656784,-0.022189896700771206
328,0.007596964410786278,0.0077361217362197365
329,-0.01749139318088133,-0.01808014571615213
330,-0.04259109117065352,-0.045575764170716626
331,-0.01268298168092219,-0.012656696380308308
332,-0.00785732635620695,-0.008624980902797397
333,0.0006563817367086777,0.0005755646035894291
334,0.027122789403835945,0.029028533006279833
335,0.004724417860295205,0.004988907153297362
336,0.005076104375573376,0.005082816034938986
337,0.0063174048001783945,0.006681439889356211
338,0.01641706201893367,0.017636633854685613
339,0.007394733435535095,0.008030386433349523
340,0.01375881043745908,0.014089718325033251
341,0.005168889955186717,0.005068689873634291
342,-0.009074856851276625,-0.009204574612930116
343,0.014800183893442398,0.015574286197765685
344,-0.030455433476295646,-0.03228775110474058
345,-0.01349785177872187,-0.014449662903382343
346,0.025312478585204357,0.02678918027099919
347,-0.004775345078060322,-0.005090894341375218
348,0.000766060317663797,0.000521851834787812
349,0.037615541908848193,0.040169655036622176
350,-0.01629464907301026,-0.016912095752624978
351,0.015265066154405371,0.01598982619730549
352,-0.013545448205648736,-0.01374923811872053
353,-0.006089022891748286,-0.00598957730633054
354,0.003955793709383482,0.004946019120289469
355,-0.005506667515905672,-0.005134712734751856
356,-0.015052903576073362,-0.015997400545943563
357,-0.026941373786763645,-0.02891133916395372
358,-0.00942119983438161,-0.009738750235878335
359,-0.00826904059789868,-0.00826691832593407
360,0.004958407151886224,0.005752475812649482
361,0.004702673235868815,0.004382267451619404
362,-0.0022609912758446704,-0.0021696375768651688
363,0.014937619847369188,0.016400278911037347
364,-0.011847267547552054,-0.012246923956187983
365,-0.01758906076251865,-0.019356424915052406
366,0.0008103505296066515,0.00043353395217748947
367,0.013088063489801627,0.014097346689565082
368,-0.011893165162778718,-0.012633313074587038
369,0.04195043873433324,0.04490363327382951
370,-0.03193798089721733,-0.03436298852450381
371,0.005342782896319953,0.006341897741171776
372,-0.0010127797609853495,-0.0014830779357046797
373,0.015225112068080193,0.01575878843892342
374,0.006810705351549373,0.007927190033234721
375,-0.021741692168622873,-0.022634454568515094
376,-0.03154393385969234,-0.0334766749094233
377,0.00289600534815726,0.003176612740131146
378,0.027876688522206816,0.02866709679690027
379,-0.01770496651831399,-0.01839463965124799
380,0.010819128300648906,0.011233643104838986
381,-0.02630639622685127,-0.028494277150419745
382,0.026412661716038066,0.02816165601941356
383,-0.028969055939231936,-0.030563782212052137
384,-0.021112812400077008,-0.022722140901864085
385,-0.010049443679400749,-0.010637090197628485
386,-0.024227498740891473,-0.02549873362565558
387,0.03737081381828444,0.03986280056510294
388,-0.03976384939989197,-0.0427724784022947
389,0.0014384782638674487,0.0009627691428162333
390,-0.006333855324310633,-0.006139765632911631
391,-7.750716134724556e-05,0.0003107373093915733
392,0.0017731335699937567,0.0018456540692082246
393,-0.01628418104384588,-0.016633752236237864
394,0.0008877199454451201,0.0004652759381911231
395,0.032335097116760636,0.034259455020910545
396,0.05353900439295689,0.057540674894973165
397,0.03502468216297494,0.03778851736131883
398,0.026665082499691906,0.02806884375581853
399,-0.022388701906110864,-0.024296808815206905
400,-0.007663312228175734,-0.00872236623773448
401,-0.02128270112442543,-0.022337664287551462
402,-0.006638362684955101,-0.006541034424756509
403,0.032699575544420156,0.034828304261965926
404,0.02783116960022136,0.029004637169732783
405,-0.015455503784929103,-0.016381532867335125
406,-0.001197531536726082,-0.0013311419659949308
407,-0.016622068517256228,-0.01764270797652978
408,-0.01185241067399545,-0.011650642205076833
409,-0.01233620612691011,-0.0131277898635902
410,-0.024078818095617294,-0.02589168752079063
411,0.010522938203190613,0.011925986223732643
412,0.0011914141910245313,0.0012314016797723148
413,0.005877206183176664,0.006040622049060529
414,-0.012090316083212649,-0.012907065631161618
415,0.019042180631100525,0.02062588560417189
416,-0.006579902961953099,-0.006617931210351369
417,0.011391536586776052,0.013251743410934491
418,0.005815507756894878,0.0060409998661181685
419,0.02756854187612401,0.02981601354429353
420,-0.0051994674078987835,-0.005193364251057542
421,-0.003272165368458424,-0.0032800025788382037
422,-0.014789891482327455,-0.01601468565822728
423,0.05371532124222833,0.05751843266311418
424,0.010430082405950447,0.011132215830525816
425,-0.010688047723024674,-0.010975038587778041
426,-0.0059209212031015035,-0.006100731275675786
427,0.010467087772910943,0.011471890030842813
428,-0.004981037635804153,-0.005270705265068454
429,-0.04763430812406799,-0.050491720079473
430,-0.03874705826831626,-0.04130907792640692
431,-0.023751133621713993,-0.025871335336066004
432,-0.016926299484784302,-0.018212282966501236
433,0.002770446285842443,0.0030599718772275075
434,0.02026049375456518,0.021824994516436602
435,-0.017952086477734053,-0.01906915000591991
436,-0.01739909138981366,-0.018366930058674402
437,-0.006326924577096715,-0.006696430662549879
438,0.003999757151587513,0.003935700505727668
439,0.007030179248517232,0.006629321810644573
440,0.02374061809745509,0.024921338727762032
441,0.00978771747676177,0.01070869795048246
442,0.010380004111619545,0.011031144662342562
443,0.006393802253030323,0.007021433983413816
444,0.002554895420076253,0.0031219247204195
445,0.021369733570502536,0.02259229271690999
446,-0.017791370705391607,-0.018952031976079198
447,-0.006518480689630124,-0.00676436301488903
448,0.0034935580956299006,0.004185063388865373
449,-0.027041997773625592,-0.028770789492271076
450,0.017285625069138888,0.019328448154587674
451,-0.008770581147256262,-0.009352268856427148
452,0.016773277747733406,0.01792898378530494
453,-0.01575451709159026,-0.01694507548268187
454,-0.004091708515782777,-0.004212372406998455
455,0.008778939971500144,0.009075669374728701
456,0.0007049936911984744,0.0008718293680154421
457,-0.004348247297788266,-0.004882819798625704
458,-0.02815579707268734,-0.029798456237227766
459,-0.01820222671453875,-0.018667638577712253
460,0.046977041287264765,0.05000783290345878
461,-0.0089550952965598,-0.009783824350197978
462,-0.008456143160738172,-0.009250123608726346
463,0.006161258936418168,0.006734095269083529
464,0.01887708499101315,0.021021722790291575
465,-0.0006453678207933855,-0.0006113492065673576
466,0.03889256551064646,0.041029458447796596
467,-0.04266343184883947,-0.04461288887597048
468,0.019862875424492277,0.02072271662299241
469,0.024945491141070253,0.026653450587196703
470,0.004690192126818538,0.004959773179178839
471,-0.005483054913680174,-0.006186684694621691
472,0.013039148533480205,0.014968484128086823
473,0.005027022866017639,0.004895717367802588
474,-0.008901343010683238,-0.009890044022092592
475,-0.03321626139129075,-0.036027078643602994
476,0.003413736040277726,0.003332431228831645
477,-0.01776302021375953,-0.018380680919340975
478,0.009881213703878178,0.010669548739892454
479,0.01927890281984901,0.020013714002507177
480,-0.022556669297603804,-0.023758415459739668
481,0.01783462756441434,0.01940485256617519
482,-0.016526317738922547,-0.017703041536160313
483,-0.0059969211020378665,-0.006629370830218528
484,0.009433866898006293,0.00946262607859416
485,-0.024559355176927866,-0.025706243796499884
486,0.024205968565241154,0.025851087319649357
487,-0.022398759627179743,-0.024094601441670083
488,0.005974812495210813,0.006275535954284983
489,-0.049665231993434755,-0.05303489121669114
490,-0.012698811721990833,-0.013726338005078942
491,-0.004249579256436764,-0.005209312112195219
492,-0.022144397122304316,-0.02364472748324986
493,-0.0008909145824431697,-0.0014794572452552224
494,-0.006989971983416776,-0.007227599163722065
495,0.006531792147001614,0.006055565657631323
496,-0.0020970823668702288,-0.001967616544696904
497,-0.04249094594222047,-0.045058277422581394
498,-0.00907062358213162,-0.009033500304453934
499,-0.02292541084047439,-0.024512365891623755
500,0.02425215055864216,0.026456354592703235
501,0.004145487201450582,0.0038301511135288013
502,0.05309358147247911,0.05670337451529406
503,-0.03358753446371443,-0.0358181730071625
504,0.013410946055923745,0.013903099410896846
505,0.0007404033840208157,0.0008788803795014566
506,0.006618190247602573,0.006782022927751541
507,0.03501544038556981,0.03679926969007896
508,0.007574843098526962,0.008179365394553884
509,0.014978978043013402,0.016217998950732948
510,0.021142900236878592,0.022649491828425017
511,-0.017874252240412503,-0.019440161964639602
512,-0.01494206971849632,-0.015613882300432591
513,-0.02866383527462668,-0.030701890385905317
514,-0.007912918808307356,-0.008936622078219436
515,-0.026149739665694227,-0.028036117919285175
516,-0.055734606514247886,-0.059340965465525475
517,0.022461039312032582,0.023802107412961737
518,0.014459767200024842,0.015694557257099895
519,0.0011479564247021123,0.001230028446197906
520,-0.026392730332536196,-0.028061812874685454
521,-0.025955206201469405,-0.02754333436563794
522,-0.02202361683797749,-0.0226145556671824
523,-0.009536537159758662,-0.010314063995575218
524,0.02410497044153903,0.025471711876188907
525,-0.03413347892700003,-0.03677452585651397
526,-0.0021393675974983317,-0.0024399590632293577
527,-0.008753742963835354,-0.008990601166670942
528,-0.060954142555367685,-0.065436066487087
529,-0.0028891749393298305,-0.003718689009170939
530,0.01868970003376136,0.019981921559048876
531,0.02076364181876844,0.022339927099213286
532,-0.007293581297612928,-0.007704219928530209
533,0.016543706879638798,0.018437720818974546
534,0.0002946771984007057,0.0005970825090801934
535,-0.022556187936978667,-0.023757583934949533
536,-0.007598271285134128,-0.008564357688325863
537,0.009796863704420122,0.01081674085125317
538,-0.011454858259560385,-0.012504242471755855
539,0.002771282085503035,0.002363730182372459
540,-0.021848566069922803,-0.023850992369285118
541,0.02312718224257404,0.024113947912958844
542,-0.028176951048945575,-0.030609966418557732
543,-0.024207779586419065,-0.025506880589633685
544,-0.0392087466770672,-0.04190361914187157
545,-0.011509612946680292,-0.011785434950281282
546,-0.0017836009053793234,-0.0021230093495325786
547,-0.007742531776138151,-0.008260105958839192
548,-0.013272452408302993,-0.01376947176520038
549,-0.005851378262793805,-0.00638795915275292
550,0.011960861211691931,0.012441186551379602
551,-0.01660777078389053,-0.017568886287972374
552,0.020654435345853095,0.02211689858764876
553,0.029487315009515846,0.030979582126444027
554,-0.0020507465342181064,-0.0019112547366610944
555,-0.033137251287910896,-0.034766262278195015
556,-0.010173316341700822,-0.010388543380789095
557,0.023070769074447828,0.024628671443684524
558,0.022407487999636544,0.022879618911720412
559,-0.012518059899506273,-0.01305696923944022
560,-0.03011819033716101,-0.03216675281016168
561,-0.02891238000363039,-0.03147532057855629
562,-0.01290881858617654,-0.01354405390349478
563,0.036030804962569274,0.0389445431230564
564,0.016813560428072805,0.017949197480770174
565,-0.020090949579493422,-0.021451195462667938
566,-0.02480813955461958,-0.025905472914024008
567,-0.0027668255686599252,-0.003719082128039064
568,0.007516878070769728,0.00782876219556905
569,0.004604956525185333,0.0046149855390640315
570,0.014336166232694847,0.015072971074796548
571,0.00561859674085996,0.006617047718608493
572,-0.007834458690195945,-0.008272583501998776
573,-0.015128238899711377,-0.015836302180450623
574,-0.013919280627944008,-0.014870604073209837
575,-0.01538988055532764,-0.01627609642782568
576,-0.01902722216130126,-0.020247069663983375
577,-0.025402997503225055,-0.02767083590232544
578,0.002007218254403309,0.0012233716384497662
579,0.02720646685086603,0.029227539777916034
580,0.022530830385687928,0.023792292287922123
581,0.010189503812514378,0.010529671260591789
582,0.00016985594208263066,0.0002877317447296246
583,0.021153285016286105,0.02222968549669968
584,0.012729649029687984,0.013753431709389918
585,-0.013685058588347232,-0.014763841852183601
586,0.001988837296562629,0.001885342468975315
587,0.021274245877330955,0.0226666774223665
588,0.03203226342666632,0.03459805438851693
589,0.01852738710972801,0.019378918262114464
590,0.022876810897504374,0.024499248124314477
591,0.026153960587616876,0.027880310258777907
592,-0.006882592967813572,-0.00630439893326451
593,0.010418705954875485,0.010649015264813544
594,0.011192894746683724,0.011576591251098334
595,0.015748155748110726,0.01707361290021625
596,-0.020495487228976206,-0.021664326226544794
597,0.004943225298201348,0.0051750344280669935
598,0.015712891370850635,0.01678304405840092
599,0.03323771631941819,0.03547434353116041
600,0.011893152163103604,0.0121245683784863
601,0.007415830986216676,0.0075691511264934785
602,0.024807217325494513,0.02608662785812843
603,0.018145103113018646,0.019610320417289717
604,0.04205739268735931,0.04492962423981939
605,-0.012508775952618567,-0.013834033165464499
606,-0.006293637342432934,-0.006250575474492592
607,0.0009995872724881671,0.001054771433360413
608,-0.005833257758644184,-0.00620288998299201
609,0.0043834138172220705,0.004908009779090783
610,0.025041420396486824,0.027080647191604745
611,0.022888809784183728,0.024795961253508247
612,-0.01863778547393169,-0.020071657110606322
613,0.016214520963709678,0.017385637571692536
614,0.01069286157826399,0.011954556779509629
615,-0.01821516409893409,-0.019073876001026502
616,0.013221237842472089,0.014088792193952315
617,-0.0008786791844959119,-0.0009936456071955035
618,0.015975774987239344,0.01767169493605758
619,0.019237016498041548,0.019968133567039192
620,0.00015852196399634977,0.0006635391078151365
621,-0.003268152627219134,-0.0031440136356331028
622,0.00011258605530395371,0.00033186585392597223
623,-0.02295197857591269,-0.024348445999639923
624,-0.0139715857833691,-0.014959336135976331
625,-0.0007346876266405289,-0.0006033235261870828
626,0.013060247664664182,0.013701399761214317
627,-0.014973478346300695,-0.016249960601204982
628,-0.028819017584285955,-0.030754565115679755
629,0.014313580210919774,0.015310360780669052
630,-0.0043194615193629105,-0.004752495852036187
631,-0.013714668056403756,-0.014903044697382795
632,0.006417633457030281,0.006034935923447504
633,-0.012919423751802217,-0.014323685360170035
634,0.011367426032087291,0.012340686379641364
635,-0.0049754351838235955,-0.006022612254113602
636,0.0040091074131205495,0.0038622471453324536
637,0.012156148244614418,0.012460998446876204
638,0.032967011953906944,0.035298468448850207
639,0.0057490777531290504,0.006718960706078025
640,-0.007457246454066091,-0.008310345770019989
641,0.009350078662534678,0.00999765749666004
642,0.010454475117396278,0.010351124945142454
643,-0.024085496016557073,-0.02542038110277356
644,0.01180526558157613,0.013689667817929907
645,0.011207631770449922,0.011927655617484989
646,0.016104092236964185,0.01737257068341469
647,-0.05539620695707015,-0.05895202176239711
648,0.0025105211524318882,0.0025991101209072998
649,-0.011202210901783083,-0.011933450673367263
650,0.011079625533889192,0.011533160035332557
651,-0.022032602008387858,-0.023264514932657576
652,-0.015299028370070467,-0.01658884718516984
653,0.013222280647180007,0.013486294567006674
654,0.016088121448150527,0.016907629936740554
655,-0.03362624830011196,-0.03528691506386861
