k,features,s2m,m2s,cross_mean,in_static,in_mobile,coverage,has_dead,degenerate,is_selected
2,MidMessageRate;AverageMprCount,0.7334999999999999,0.8142416666666668,0.7738708333333333,0.8572083333333333,0.8662083333333334,exhaustive,True,False,False
2,MidMessageRate;AvgFlowDuration,0.5016249999999999,0.5077999999999999,0.5047124999999999,0.5383749999999999,0.5054583333333333,exhaustive,True,False,False
2,MidMessageRate;AvgFlowThroughput,0.7131333333333334,0.6697083333333333,0.6914208333333334,0.6771666666666666,0.7189583333333333,exhaustive,True,False,False
2,MidMessageRate;AvgTxBytesPerFlow,0.7131333333333334,0.6697083333333333,0.6914208333333334,0.6771666666666666,0.7189583333333333,exhaustive,True,False,False
2,MidMessageRate;AvgTxPacketSize,0.7717749999999999,0.7130583333333332,0.7424166666666665,0.7252083333333332,0.7776666666666667,exhaustive,True,False,False
2,MidMessageRate;AvgTxPacketsPerFlow,0.5841583333333333,0.5720083333333333,0.5780833333333333,0.5827916666666667,0.6069166666666667,exhaustive,True,False,False
2,MidMessageRate;DataPacketRate,0.54095,0.5339916666666666,0.5374708333333333,0.5379166666666667,0.5335416666666667,exhaustive,True,False,False
2,MidMessageRate;FlowDurationStd,0.5015916666666667,0.5111416666666666,0.5063666666666666,0.5407083333333332,0.5021666666666667,exhaustive,True,False,False
2,MidMessageRate;FlowThroughputStd,0.6293083333333334,0.65515,0.6422291666666666,0.6531250000000001,0.6324583333333333,exhaustive,True,False,False
2,MidMessageRate;HnaMessageRate,0.5,0.5,0.5,0.5,0.5,exhaustive,True,True,False
2,MidMessageRate;NormalizedRoutingLoad,0.5109916666666666,0.545,0.5279958333333333,0.5596666666666666,0.510875,exhaustive,True,False,False
2,MidMessageRate;RoutingOverheadBytesRatio,0.5132166666666667,0.5407166666666666,0.5269666666666666,0.5581666666666667,0.5165416666666666,exhaustive,True,False,False
2,MidMessageRate;Throughput,0.621525,0.5964999999999999,0.6090125,0.601,0.6222083333333334,exhaustive,True,False,False
2,NormalizedRoutingLoad;AvgFlowDuration,0.51005,0.5191083333333334,0.5145791666666667,0.5556666666666666,0.51575,exhaustive,False,False,False
2,NormalizedRoutingLoad;AvgFlowThroughput,0.7091083333333333,0.6630416666666666,0.686075,0.6737083333333334,0.73075,exhaustive,False,False,False
2,NormalizedRoutingLoad;AvgTxBytesPerFlow,0.7091083333333333,0.6630416666666666,0.686075,0.6737083333333334,0.73075,exhaustive,False,False,False
2,NormalizedRoutingLoad;AvgTxPacketSize,0.7544749999999999,0.7112666666666666,0.7328708333333332,0.7268333333333333,0.7860416666666667,exhaustive,False,False,False
2,NormalizedRoutingLoad;AvgTxPacketsPerFlow,0.5705833333333333,0.56885,0.5697166666666666,0.5943333333333333,0.6054583333333333,exhaustive,False,False,False
2,NormalizedRoutingLoad;FlowDurationStd,0.5054916666666666,0.5286,0.5170458333333332,0.5550416666666668,0.514625,exhaustive,False,False,False
2,NormalizedRoutingLoad;FlowThroughputStd,0.6038166666666668,0.6451833333333333,0.6245,0.672,0.6305,exhaustive,False,False,False
2,RoutingOverheadBytesRatio;AverageHopCount,0.5365583333333334,0.55035,0.5434541666666667,0.5612499999999999,0.5509166666666667,exhaustive,False,False,False
2,RoutingOverheadBytesRatio;AverageMprCount,0.7148333333333333,0.8129166666666666,0.763875,0.8619166666666667,0.8666666666666667,exhaustive,False,False,False
2,RoutingOverheadBytesRatio;AvgFlowDuration,0.5109333333333334,0.5278583333333332,0.5193958333333333,0.5553750000000001,0.5210833333333333,exhaustive,False,False,False
2,RoutingOverheadBytesRatio;AvgFlowThroughput,0.7139833333333333,0.6660583333333333,0.6900208333333333,0.6752916666666667,0.7348750000000001,exhaustive,False,False,False
2,RoutingOverheadBytesRatio;AvgTxBytesPerFlow,0.7139833333333333,0.6660583333333333,0.6900208333333333,0.6752916666666667,0.7348750000000001,exhaustive,False,False,False
2,RoutingOverheadBytesRatio;AvgTxPacketSize,0.7588666666666666,0.7109583333333335,0.7349125000000001,0.7254999999999999,0.78625,exhaustive,False,False,False
2,RoutingOverheadBytesRatio;AvgTxPacketsPerFlow,0.5686583333333334,0.5698583333333332,0.5692583333333333,0.5940833333333334,0.612875,exhaustive,False,False,False
2,RoutingOverheadBytesRatio;DataPacketRate,0.5381416666666666,0.5432,0.5406708333333333,0.5898333333333333,0.549625,exhaustive,False,False,False
2,RoutingOverheadBytesRatio;FlowDurationStd,0.5064916666666667,0.5405833333333333,0.5235375,0.55625,0.5278333333333334,exhaustive,False,False,False
2,RoutingOverheadBytesRatio;FlowThroughputStd,0.6126,0.6495583333333332,0.6310791666666666,0.6750833333333333,0.6468333333333334,exhaustive,False,False,False
2,RoutingOverheadBytesRatio;NormalizedRoutingLoad,0.5737916666666667,0.5739583333333332,0.5738749999999999,0.5852083333333334,0.6154583333333333,exhaustive,False,False,False
2,RoutingOverheadBytesRatio;Throughput,0.5855,0.5881583333333333,0.5868291666666667,0.6075833333333334,0.6337499999999999,exhaustive,False,False,False
2,TcMessageRate;AverageAdvertisedLinksPerTCMessage,0.7557333333333333,0.8056416666666667,0.7806875,0.8298333333333333,0.858375,exhaustive,False,False,False
2,TcMessageRate;AverageHopCount,0.6254416666666667,0.6138833333333333,0.6196625,0.6975416666666666,0.7745000000000001,exhaustive,False,False,False
