seed,run_id,source,hop_category
1015,250,main,3
1026,248,main,3
1029,1001029,rerun,2
1035,1001035,rerun,1
1038,243,main,3
1039,254,main,3
1046,252,main,3
1051,251,main,3
1055,255,main,3
1057,1001057,rerun,2
1063,261,main,3
1066,258,main,3
1069,259,main,3
1083,260,main,3
1090,1001090,rerun,2
1105,267,main,3
1107,272,main,3
1114,273,main,3
1118,274,main,3
1120,1001120,rerun,2
1138,1001138,rerun,2
1141,278,main,3
1143,277,main,3
1149,1001149,rerun,2
1157,279,main,3
1162,280,main,3
1174,281,main,3
1187,286,main,3
1192,287,main,3
1197,1001197,rerun,1
1198,290,main,3
1203,1001203,rerun,2
1212,291,main,3
1219,1001219,rerun,2
1222,289,main,3
1230,1001230,rerun,2
1232,294,main,3
1240,297,main,3
1242,295,main,3
1246,300,main,3
1249,298,main,3
1250,302,main,3
1253,303,main,3
1255,305,main,3
1273,1001273,rerun,2
1276,307,main,3
1305,1001305,rerun,2
1309,1001309,rerun,2
1310,1001310,rerun,2
1314,311,main,3
1335,1001335,rerun,2
1338,315,main,3
1361,1001361,rerun,1
1376,326,main,3
1381,322,main,3
1386,331,main,3
1387,327,main,3
1389,329,main,3
1399,332,main,3
1400,330,main,3
1403,335,main,3
1406,333,main,3
1422,339,main,3
1427,1001427,rerun,2
1432,1001432,rerun,2
1451,346,main,3
1460,342,main,3
1463,343,main,3
1473,345,main,3
1481,1001481,rerun,2
1486,347,main,3
1494,357,main,3
1497,356,main,3
1515,354,main,3
1517,358,main,3
1525,352,main,3
1526,355,main,3
1537,360,main,3
1544,363,main,3
1545,1001545,rerun,2
1559,364,main,3
1560,1001560,rerun,2
1589,367,main,3
1592,371,main,3
1597,1001597,rerun,2
1607,373,main,3
1611,370,main,3
1613,369,main,3
1645,378,main,3
1647,380,main,3
1649,381,main,3
1650,382,main,3
1658,383,main,3
1668,384,main,3
1671,1001671,rerun,2
1673,388,main,3
1674,1001674,rerun,2
1705,1001705,rerun,2
1709,397,main,3
1714,393,main,3
1716,392,main,3
1717,398,main,3
1729,400,main,3
1736,399,main,3
1741,401,main,3
1742,1001742,rerun,1
1743,404,main,3
1745,402,main,3
1750,406,main,3
1760,1001760,rerun,1
1761,403,main,3
1764,405,main,3
1765,407,main,3
1768,1001768,rerun,2
1776,414,main,3
1782,413,main,3
1783,1001783,rerun,2
1788,412,main,3
1789,411,main,3
1793,415,main,3
1798,1001798,rerun,1
1801,418,main,3
1802,416,main,3
1804,421,main,3
1811,419,main,3
1822,424,main,3
1838,427,main,3
1839,1001839,rerun,2
1853,428,main,3
1869,1001869,rerun,2
1880,433,main,3
1882,434,main,3
1883,438,main,3
1884,436,main,3
1904,439,main,3
1906,445,main,3
1914,443,main,3
1916,442,main,3
1918,444,main,3
1927,446,main,3
1930,1001930,rerun,2
1931,452,main,3
1932,447,main,3
1941,451,main,3
1945,448,main,3
1948,457,main,3
1950,454,main,3
1956,455,main,3
1960,1001960,rerun,1
1963,453,main,3
1968,458,main,3
1972,462,main,3
1975,465,main,3
1982,467,main,3
1996,469,main,3
2002,468,main,3
2006,478,main,3
2010,473,main,3
2015,479,main,3
2019,476,main,3
2035,484,main,3
2046,1002046,rerun,2
2048,485,main,3
2050,487,main,3
2052,489,main,3
2054,488,main,3
2055,490,main,3
2080,1002080,rerun,2
2086,498,main,3
2095,505,main,3
2104,502,main,3
2108,501,main,3
2111,497,main,3
2116,506,main,3
2125,503,main,3
2136,509,main,3
2154,1002154,rerun,2
2156,510,main,3
2168,516,main,3
2169,518,main,3
2173,519,main,3
2174,514,main,3
2179,517,main,3
2180,513,main,3
2191,1002191,rerun,2
2192,1002192,rerun,2
2193,521,main,3
2205,1002205,rerun,2
2230,528,main,3
2237,1002237,rerun,2
2238,1002238,rerun,2
2253,536,main,3
2263,530,main,3
2264,1002264,rerun,1
2268,538,main,3
2269,535,main,3
2287,539,main,3
2291,1002291,rerun,2
2293,1002293,rerun,2
2299,541,main,3
2303,543,main,3
2308,545,main,3
2318,1002318,rerun,1
2345,549,main,3
2353,1002353,rerun,2
2358,550,main,3
2379,558,main,3
2385,554,main,3
2400,1002400,rerun,2
2402,556,main,3
2427,568,main,3
2443,563,main,3
2454,565,main,3
2467,569,main,3
2469,567,main,3
2471,1002471,rerun,1
2472,1002472,rerun,2
2483,573,main,3
2508,574,main,3
2509,579,main,3
2516,581,main,3
2538,585,main,3
2552,590,main,3
2554,584,main,3
2559,588,main,3
2560,1002560,rerun,2
2561,582,main,3
2565,587,main,3
2577,1002577,rerun,2
2579,1002579,rerun,2
2582,596,main,3
2586,595,main,3
2598,1002598,rerun,1
2617,600,main,3
2634,1002634,rerun,1
2635,608,main,3
2637,602,main,3
2638,603,main,3
2641,610,main,3
2642,609,main,3
2648,613,main,3
2653,1002653,rerun,2
2663,611,main,3
2665,616,main,3
2666,612,main,3
2675,1002675,rerun,2
2681,1002681,rerun,2
2695,617,main,3
2702,1002702,rerun,2
2706,618,main,3
2709,628,main,3
2717,620,main,3
2732,626,main,3
2741,630,main,3
2751,632,main,3
2760,633,main,3
2762,639,main,3
2769,1002769,rerun,2
2773,1002773,rerun,2
2775,1002775,rerun,2
2791,640,main,3
2793,644,main,3
2794,1002794,rerun,2
2799,642,main,3
2801,643,main,3
2803,651,main,3
2808,1002808,rerun,1
2810,648,main,3
2817,647,main,3
2829,662,main,3
2830,652,main,3
2833,654,main,3
2838,653,main,3
2849,658,main,3
2863,1002863,rerun,2
2866,661,main,3
2870,1002870,rerun,2
2871,665,main,3
2880,1002880,rerun,2
2891,667,main,3
2901,673,main,3
2910,1002910,rerun,2
2912,1002912,rerun,2
2913,1002913,rerun,2
2917,677,main,3
2918,679,main,3
2920,1002920,rerun,1
2921,676,main,3
2925,675,main,3
2927,678,main,3
2929,684,main,3
2930,680,main,3
2931,682,main,3
2933,681,main,3
2944,683,main,3
2966,1002966,rerun,2
2968,696,main,3
2970,698,main,3
2975,689,main,3
2978,693,main,3
2992,695,main,3
3001,701,main,3
3006,1003006,rerun,2
3011,1003011,rerun,2
3015,705,main,3
3017,702,main,3
3019,709,main,3
3020,1003020,rerun,2
3025,706,main,3
3037,711,main,3
3039,708,main,3
3041,710,main,3
3042,1003042,rerun,2
3044,1003044,rerun,2
3058,714,main,3
3062,712,main,3
3063,716,main,3
3065,715,main,3
3066,720,main,3
3068,717,main,3
3081,719,main,3
3084,725,main,3
3087,724,main,3
3089,721,main,3
3096,1003096,rerun,2
3099,726,main,3
3101,722,main,3
3102,1003102,rerun,1
3117,731,main,3
3131,733,main,3
3132,736,main,3
3145,1003145,rerun,2
3147,737,main,3
3155,739,main,3
3157,740,main,3
3178,742,main,3
3183,744,main,3
3197,748,main,3
3201,747,main,3
3211,750,main,3
3216,1003216,rerun,2
3217,753,main,3
3224,1003224,rerun,2
3232,752,main,3
3246,758,main,3
3247,1003247,rerun,2
3249,757,main,3
3256,1003256,rerun,1
3258,1003258,rerun,2
3260,759,main,3
3266,1003266,rerun,1
3277,766,main,3
3286,770,main,3
3295,768,main,3
3296,774,main,3
3301,771,main,3
3304,772,main,3
3305,773,main,3
3319,777,main,3
3325,1003325,rerun,2
3330,1003330,rerun,2
3340,1003340,rerun,2
3349,783,main,3
3351,781,main,3
3353,786,main,3
3354,785,main,3
3356,787,main,3
3359,788,main,3
3378,1003378,rerun,2
3384,792,main,3
3404,797,main,3
3414,798,main,3
3415,800,main,3
3416,795,main,3
3420,802,main,3
3421,803,main,3
3428,1003428,rerun,2
3438,806,main,3
3439,805,main,3
3441,801,main,3
3443,1003443,rerun,2
3454,807,main,3
3455,1003455,rerun,2
3456,1003456,rerun,2
3458,811,main,3
3467,809,main,3
3482,814,main,3
3497,1003497,rerun,2
3509,817,main,3
3517,822,main,3
3521,821,main,3
3522,823,main,3
3530,828,main,3
3532,824,main,3
3544,827,main,3
3552,1003552,rerun,2
3556,835,main,3
3562,833,main,3
3566,836,main,3
3568,838,main,3
3587,1003587,rerun,2
3588,1003588,rerun,1
3589,841,main,3
3606,846,main,3
3608,845,main,3
3609,849,main,3
3611,1003611,rerun,2
3615,851,main,3
3628,847,main,3
3629,854,main,3
3630,858,main,3
3636,848,main,3
3638,852,main,3
3651,850,main,3
3652,1003652,rerun,2
3661,855,main,3
3664,862,main,3
3667,861,main,3
3668,859,main,3
3677,863,main,3
3684,869,main,3
3687,866,main,3
3698,878,main,3
3700,872,main,3
3714,870,main,3
3715,875,main,3
3717,868,main,3
3719,877,main,3
3720,1003720,rerun,2
3726,879,main,3
3730,874,main,3
3734,882,main,3
3739,1003739,rerun,2
3747,1003747,rerun,2
3748,883,main,3
3757,885,main,3
3758,884,main,3
3760,886,main,3
3765,896,main,3
3771,1003771,rerun,2
3779,887,main,3
3780,891,main,3
3800,897,main,3
3806,894,main,3
3812,898,main,3
3813,1003813,rerun,2
3819,901,main,3
3820,899,main,3
3823,900,main,3
3833,905,main,3
3836,902,main,3
3838,906,main,3
3840,1003840,rerun,2
3848,914,main,3
3851,1003851,rerun,1
3872,920,main,3
3875,916,main,3
3886,921,main,3
3887,922,main,3
3896,1003896,rerun,2
3899,923,main,3
3900,919,main,3
3906,927,main,3
3919,928,main,3
3928,929,main,3
3933,1003933,rerun,2
3948,932,main,3
3952,933,main,3
3957,1003957,rerun,2
3961,1003961,rerun,2
3962,936,main,3
3964,941,main,3
3965,946,main,3
3972,942,main,3
3994,945,main,3
4002,949,main,3
4038,1004038,rerun,2
4040,953,main,3
4044,952,main,3
4045,955,main,3
4053,1004053,rerun,2
4059,1004059,rerun,2
4060,957,main,3
4066,1004066,rerun,2
4070,958,main,3
4083,959,main,3
4087,960,main,3
4097,963,main,3
4104,962,main,3
4108,1004108,rerun,2
4119,1004119,rerun,2
4120,1004120,rerun,2
4133,968,main,3
4135,1004135,rerun,2
4148,974,main,3
4159,977,main,3
4164,975,main,3
4166,978,main,3
4176,982,main,3
4178,979,main,3
4179,981,main,3
4184,1004184,rerun,2
4195,986,main,3
4204,987,main,3
4205,988,main,3
4208,989,main,3
4209,991,main,3
4217,990,main,3
4219,1004219,rerun,1
4221,1001,main,3
4236,998,main,3
4238,1004238,rerun,2
4253,994,main,3
4256,1004256,rerun,2
4260,1000,main,3
4279,1004,main,3
4281,1002,main,3
4293,1006,main,3
4301,1008,main,3
4304,1005,main,3
4307,1004307,rerun,1
4309,1009,main,3
4322,1012,main,3
4326,1004326,rerun,2
4331,1015,main,3
4334,1014,main,3
4341,1019,main,3
4343,1018,main,3
4344,1022,main,3
4350,1020,main,3
4369,1026,main,3
4380,1032,main,3
4402,1033,main,3
4405,1035,main,3
4407,1034,main,3
4408,1037,main,3
4412,1039,main,3
4428,1042,main,3
4459,1047,main,3
4461,1004461,rerun,2
4463,1053,main,3
4471,1051,main,3
4472,1048,main,3
4475,1055,main,3
4481,1056,main,3
4492,1004492,rerun,2
4514,1062,main,3
4519,1060,main,3
4523,1004523,rerun,2
4524,1065,main,3
4527,1063,main,3
4530,1064,main,3
4538,1067,main,3
4540,1004540,rerun,2
4544,1066,main,3
4550,1069,main,3
4551,1071,main,3
4557,1004557,rerun,2
4577,1068,main,3
4596,1073,main,3
4599,1076,main,3
4633,1083,main,3
4642,1084,main,3
4644,1082,main,3
4650,1085,main,3
4661,1004661,rerun,2
4667,1094,main,3
4674,1090,main,3
4678,1095,main,3
4680,1087,main,3
4686,1096,main,3
4691,1097,main,3
4703,1004703,rerun,2
4724,1102,main,3
4743,1099,main,3
4748,1108,main,3
4752,1107,main,3
4769,1103,main,3
4773,1110,main,3
4783,1004783,rerun,1
4790,1116,main,3
4801,1121,main,3
4806,1120,main,3
4812,1122,main,3
4820,1004820,rerun,2
4831,1004831,rerun,2
4842,1004842,rerun,2
4848,1125,main,3
4862,1127,main,3
4877,1133,main,3
4888,1135,main,3
4899,1141,main,3
4913,1138,main,3
4942,1004942,rerun,2
4953,1004953,rerun,2
4956,1146,main,3
4969,1004969,rerun,2
4973,1145,main,3
4976,1144,main,3
5002,1005002,rerun,1
5003,1149,main,3
5005,1152,main,3
5012,1005012,rerun,2
5013,1151,main,3
5015,1157,main,3
5016,1005016,rerun,2
5021,1155,main,3
5037,1005037,rerun,1
5048,1163,main,3
5056,1005056,rerun,1
5057,1158,main,3
5065,1005065,rerun,2
5074,1164,main,3
5078,1167,main,3
5087,1168,main,3
5096,1170,main,3
5100,1173,main,3
5103,1172,main,3
5106,1174,main,3
5115,1176,main,3
5123,1179,main,3
5136,1177,main,3
5145,1178,main,3
5151,1184,main,3
5156,1182,main,3
5167,1185,main,3
5174,1188,main,3
5175,1190,main,3
5181,1189,main,3
5210,1193,main,3
5225,1197,main,3
5240,1195,main,3
5241,1199,main,3
5245,1201,main,3
5253,1208,main,3
5281,1213,main,3
5289,1214,main,3
5290,1220,main,3
5294,1005294,rerun,2
5299,1216,main,3
5300,1005300,rerun,1
5311,1005311,rerun,2
5319,1223,main,3
5324,1221,main,3
5328,1005328,rerun,2
5345,1005345,rerun,2
5352,1228,main,3
5354,1227,main,3
5356,1229,main,3
5362,1230,main,3
5369,1005369,rerun,1
5372,1234,main,3
5377,1005377,rerun,2
5386,1236,main,3
5392,1238,main,3
5394,1241,main,3
5400,1243,main,3
5401,1239,main,3
5411,1245,main,3
5422,1248,main,3
5424,1247,main,3
5427,1005427,rerun,2
5429,1246,main,3
5430,1005430,rerun,2
5434,1005434,rerun,2
5436,1255,main,3
5441,1005441,rerun,1
5446,1254,main,3
5451,1252,main,3
5457,1258,main,3
5459,1256,main,3
5464,1257,main,3
5473,1264,main,3
5477,1260,main,3
5479,1005479,rerun,2
5481,1266,main,3
5487,1262,main,3
5499,1269,main,3
5501,1005501,rerun,2
5502,1005502,rerun,2
5503,1268,main,3
5505,1267,main,3
5506,1272,main,3
5509,1271,main,3
5516,1270,main,3
5523,1274,main,3
5525,1276,main,3
5540,1278,main,3
5556,1280,main,3
5559,1005559,rerun,2
5560,1005560,rerun,2
5566,1281,main,3
5571,1286,main,3
5575,1287,main,3
5587,1290,main,3
5592,1291,main,3
5594,1005594,rerun,2
5598,1292,main,3
5603,1288,main,3
5615,1299,main,3
5618,1294,main,3
5622,1300,main,3
5626,1298,main,3
5629,1005629,rerun,2
5630,1304,main,3
5654,1005654,rerun,2
5666,1312,main,3
5675,1308,main,3
5679,1005679,rerun,1
5682,1005682,rerun,2
5684,1005684,rerun,2
5687,1320,main,3
5698,1315,main,3
5699,1314,main,3
5700,1317,main,3
5717,1325,main,3
5726,1324,main,3
5728,1326,main,3
5737,1323,main,3
5755,1331,main,3
5757,1333,main,3
5773,1339,main,3
5777,1005777,rerun,2
5790,1334,main,3
5791,1340,main,3
5794,1343,main,3
5797,1005797,rerun,1
5810,1341,main,3
5823,1347,main,3
5833,1348,main,3
5834,1350,main,3
5838,1005838,rerun,2
5846,1362,main,3
5848,1355,main,3
5865,1359,main,3
5869,1360,main,3
5877,1364,main,3
5895,1369,main,3
5920,1375,main,3
5932,1372,main,3
5935,1377,main,3
5944,1381,main,3
5950,1379,main,3
5954,1378,main,3
5959,1376,main,3
5962,1005962,rerun,2
5969,1380,main,3
5992,1384,main,3
5994,1386,main,3
6006,1006006,rerun,2
6008,1389,main,3
6015,1390,main,3
6027,1396,main,3
6036,1392,main,3
6046,1401,main,3
6049,1399,main,3
6079,1403,main,3
6080,1407,main,3
6083,1402,main,3
6093,1409,main,3
6101,1414,main,3
6107,1413,main,3
6112,1415,main,3
6124,1417,main,3
6130,1421,main,3
6131,1419,main,3
6140,1423,main,3
6144,1425,main,3
6147,1428,main,3
6148,1426,main,3
6149,1427,main,3
6154,1432,main,3
6161,1429,main,3
6179,1435,main,3
6182,1006182,rerun,1
6185,1431,main,3
6195,1441,main,3
6210,1444,main,3
6224,1006224,rerun,2
6246,1006246,rerun,2
6248,1447,main,3
6257,1006257,rerun,2
6270,1450,main,3
6272,1451,main,3
6273,1006273,rerun,2
6285,1006285,rerun,2
6289,1452,main,3
6303,1449,main,3
6305,1460,main,3
6307,1456,main,3
6318,1459,main,3
6322,1464,main,3
6332,1465,main,3
6333,1006333,rerun,1
6350,1469,main,3
6358,1006358,rerun,2
6371,1468,main,3
6372,1006372,rerun,1
6376,1470,main,3
6385,1472,main,3
6387,1477,main,3
6388,1476,main,3
6401,1474,main,3
6403,1006403,rerun,2
6431,1482,main,3
6444,1486,main,3
6445,1487,main,3
6447,1006447,rerun,1
6449,1484,main,3
6451,1490,main,3
6468,1491,main,3
6469,1006469,rerun,2
6470,1488,main,3
6472,1493,main,3
6474,1495,main,3
6476,1499,main,3
6480,1006480,rerun,2
6492,1006492,rerun,2
6496,1498,main,3
6506,1006506,rerun,2
6507,1500,main,3
6516,1506,main,3
6528,1507,main,3
6547,1508,main,3
6551,1006551,rerun,2
6556,1511,main,3
6563,1512,main,3
6567,1006567,rerun,2
6568,1515,main,3
6569,1510,main,3
6572,1006572,rerun,2
6581,1514,main,3
6590,1006590,rerun,2
6610,1522,main,3
6621,1523,main,3
6628,1524,main,3
6631,1519,main,3
6641,1006641,rerun,1
6645,1006645,rerun,1
6648,1526,main,3
6650,1530,main,3
6658,1006658,rerun,2
6662,1537,main,3
6665,1535,main,3
6671,1538,main,3
6682,1542,main,3
6685,1549,main,3
6687,1546,main,3
6689,1541,main,3
6698,1544,main,3
6702,1006702,rerun,2
6705,1545,main,3
6709,1006709,rerun,2
6712,1555,main,3
6715,1006715,rerun,2
6722,1548,main,3
6725,1556,main,3
6727,1561,main,3
6728,1552,main,3
6735,1557,main,3
6741,1006741,rerun,2
6754,1560,main,3
6780,1006780,rerun,2
6804,1569,main,3
6810,1577,main,3
6818,1572,main,3
6848,1583,main,3
6849,1580,main,3
6850,1582,main,3
6859,1585,main,3
6873,1593,main,3
6890,1006890,rerun,2
6892,1006892,rerun,2
6903,1595,main,3
6908,1006908,rerun,2
6930,1006930,rerun,2
6941,1602,main,3
6949,1006949,rerun,2
6969,1609,main,3
6973,1006973,rerun,2
6975,1006975,rerun,2
6981,1606,main,3
6985,1006985,rerun,2
6987,1610,main,3
7000,1613,main,3
7003,1615,main,3
7008,1614,main,3
7018,1618,main,3
7032,1007032,rerun,2
7043,1626,main,3
7046,1624,main,3
7055,1628,main,3
7056,1627,main,3
7066,1007066,rerun,2
7069,1629,main,3
7072,1631,main,3
7073,1630,main,3
7077,1632,main,3
7078,1638,main,3
7081,1635,main,3
7083,1007083,rerun,1
7086,1634,main,3
7087,1633,main,3
7095,1641,main,3
7097,1644,main,3
7120,1647,main,3
7131,1007131,rerun,1
7163,1657,main,3
7167,1007167,rerun,1
7171,1660,main,3
7181,1658,main,3
7182,1655,main,3
7184,1659,main,3
7191,1661,main,3
7194,1667,main,3
7196,1662,main,3
7203,1007203,rerun,2
7216,1007216,rerun,2
7222,1669,main,3
7225,1673,main,3
7230,1676,main,3
7232,1675,main,3
7233,1677,main,3
7240,1682,main,3
7241,1681,main,3
7242,1679,main,3
7251,1007251,rerun,2
7254,1678,main,3
7255,1007255,rerun,2
7256,1007256,rerun,1
7258,1683,main,3
7266,1687,main,3
7277,1688,main,3
7280,1007280,rerun,1
7287,1689,main,3
7306,1694,main,3
7310,1695,main,3
7313,1691,main,3
7315,1701,main,3
7317,1693,main,3
7319,1007319,rerun,2
7320,1699,main,3
7324,1007324,rerun,1
7334,1007334,rerun,2
7364,1704,main,3
7368,1709,main,3
7383,1713,main,3
7387,1712,main,3
7388,1715,main,3
7390,1711,main,3
7392,1007392,rerun,2
7399,1719,main,3
7410,1720,main,3
7419,1721,main,3
7423,1007423,rerun,2
7438,1726,main,3
7446,1007446,rerun,2
7457,1725,main,3
7458,1007458,rerun,1
7460,1724,main,3
7464,1007464,rerun,1
7466,1007466,rerun,1
7470,1007470,rerun,1
7471,1007471,rerun,2
7485,1007485,rerun,2
7498,1007498,rerun,2
7501,1732,main,3
7509,1729,main,3
7520,1731,main,3
7535,1737,main,3
7541,1739,main,3
7552,1007552,rerun,2
7560,1745,main,3
7568,1744,main,3
7571,1007571,rerun,1
7587,1750,main,3
7594,1754,main,3
7599,1007599,rerun,2
7601,1749,main,3
7608,1753,main,3
7615,1755,main,3
7642,1761,main,3
7647,1007647,rerun,2
7649,1765,main,3
7659,1763,main,3
7661,1762,main,3
7662,1766,main,3
7664,1007664,rerun,1
7675,1768,main,3
7681,1007681,rerun,2
7688,1771,main,3
7696,1007696,rerun,2
7709,1007709,rerun,2
7715,1007715,rerun,2
7716,1007716,rerun,1
7718,1774,main,3
7725,1790,main,3
7732,1775,main,3
7740,1782,main,3
7755,1787,main,3
7759,1788,main,3
7764,1007764,rerun,2
7765,1784,main,3
7771,1786,main,3
7777,1793,main,3
7778,1785,main,3
7783,1792,main,3
7791,1795,main,3
7808,1007808,rerun,2
7813,1797,main,3
7816,1800,main,3
7840,1806,main,3
7845,1007845,rerun,2
7862,1805,main,3
7868,1807,main,3
7887,1007887,rerun,2
7889,1810,main,3
7890,1811,main,3
7892,1812,main,3
7896,1813,main,3
7898,1815,main,3
7899,1007899,rerun,2
7900,1814,main,3
7903,1817,main,3
7908,1818,main,3
7917,1819,main,3
7925,1821,main,3
7929,1820,main,3
7933,1822,main,3
7942,1007942,rerun,2
7949,1823,main,3
7961,1007961,rerun,1
7973,1826,main,3
7974,1829,main,3
7976,1827,main,3
7982,1831,main,3
7985,1833,main,3
7986,1828,main,3
7990,1830,main,3
7996,1835,main,3
8010,1838,main,3
8013,1841,main,3
8017,1842,main,3
8030,1008030,rerun,2
8034,1008034,rerun,2
8039,1851,main,3
8045,1849,main,3
8048,1850,main,3
8050,1859,main,3
8056,1858,main,3
8072,1854,main,3
8074,1860,main,3
8075,1862,main,3
8077,1855,main,3
8080,1008080,rerun,2
8086,1864,main,3
8088,1008088,rerun,2
8090,1863,main,3
8096,1869,main,3
8098,1866,main,3
8106,1871,main,3
8109,1008109,rerun,2
8114,1008114,rerun,2
8129,1008129,rerun,2
8144,1878,main,3
8145,1879,main,3
8161,1880,main,3
8164,1881,main,3
8167,1885,main,3
8170,1884,main,3
8172,1008172,rerun,2
8176,1008176,rerun,2
8182,1886,main,3
8190,1008190,rerun,2
8202,1887,main,3
8203,1008203,rerun,2
8204,1008204,rerun,2
8205,1008205,rerun,2
8208,1892,main,3
8218,1008218,rerun,2
8229,1894,main,3
8248,1900,main,3
8249,1897,main,3
8250,1899,main,3
8252,1902,main,3
8253,1008253,rerun,2
8256,1904,main,3
8265,1008265,rerun,2
8289,1911,main,3
8292,1912,main,3
8296,1909,main,3
8298,1008298,rerun,2
8301,1910,main,3
8306,1914,main,3
8312,1913,main,3
8337,1008337,rerun,2
8340,1008340,rerun,1
8347,1919,main,3
8352,1917,main,3
8353,1920,main,3
8354,1918,main,3
8363,1008363,rerun,1
8379,1930,main,3
8387,1927,main,3
8394,1008394,rerun,2
8396,1928,main,3
8406,1934,main,3
8407,1008407,rerun,2
8408,1935,main,3
8419,1940,main,3
8421,1937,main,3
8435,1008435,rerun,2
8439,1942,main,3
8442,1943,main,3
8444,1008444,rerun,2
8445,1941,main,3
8453,1008453,rerun,2
8457,1008457,rerun,2
8460,1949,main,3
8467,1945,main,3
8480,1952,main,3
8483,1950,main,3
8486,1948,main,3
8494,1008494,rerun,2
8497,1953,main,3
8501,1951,main,3
8503,1008503,rerun,2
8508,1008508,rerun,1
8513,1008513,rerun,2
8518,1955,main,3
8525,1954,main,3
8534,1008534,rerun,2
8550,1962,main,3
8551,1958,main,3
8552,1008552,rerun,1
8558,1008558,rerun,2
8569,1961,main,3
8575,1008575,rerun,2
8577,1965,main,3
8592,1969,main,3
8601,1966,main,3
8605,1970,main,3
8606,1968,main,3
8615,1973,main,3
8617,1008617,rerun,2
8621,1971,main,3
8626,1980,main,3
8631,1978,main,3
8632,1008632,rerun,2
8639,1984,main,3
8642,1008642,rerun,1
8649,1981,main,3
8661,1985,main,3
8666,1988,main,3
8667,1983,main,3
8671,1008671,rerun,2
8699,1008699,rerun,1
8701,1008701,rerun,2
8705,1993,main,3
8717,1995,main,3
8720,1994,main,3
8721,1996,main,3
8725,1997,main,3
8727,2001,main,3
8741,1008741,rerun,2
8754,2004,main,3
8761,2005,main,3
8788,2014,main,3
8789,2010,main,3
8796,2008,main,3
8798,2015,main,3
8801,2020,main,3
8811,2013,main,3
8812,1008812,rerun,2
8826,2017,main,3
8827,1008827,rerun,2
8831,2026,main,3
8843,2029,main,3
8845,2032,main,3
8850,2034,main,3
8855,2036,main,3
8856,2030,main,3
8865,2037,main,3
8866,2038,main,3
8872,1008872,rerun,1
8875,1008875,rerun,2
8886,2042,main,3
8888,1008888,rerun,2
8900,2041,main,3
8902,2043,main,3
8907,2049,main,3
8910,2050,main,3
8919,2046,main,3
